PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Abstract,Keywords,pub_types,mesh_terms,llm_suggest,overall_score,overall_justification,include,confidence,screening_stage,screening_mode,screening_strategy,screening_profile,screening_topic,screening_disease,model,prompt_tokens,completion_tokens,total_tokens,wall_time_ms,parse_error,api_error,disease_score,disease_justification,population_score,population_justification,location_score,location_justification,evidence_score,evidence_justification,parameter_score,parameter_justification
39350073,Assessing vaccine strategies for mpox outbreak in New York City using an age-structure model.,"Zixiao Xiong, Ling Xue, Xuezhi Li, Yanfen Zhang",BMC infectious diseases. 2024. doi: 10.1186/s12879-024-09551-2..,Xiong,BMC infectious diseases,2024,2024/09/30,,,10.1186/s12879-024-09551-2,"BACKGROUND: Since May 7 2022, mpox has been endemic in many countries which has attracted the attention of health authorities in various countries and made control decisions, in which vaccination is the mainstream strategy. However, the shortage of vaccine doses and the reduction of protective efficacy have led to unresolved issues such as vaccine allocation decisions and evaluation of transmission scale. METHODS: We developed an epidemiological model to describe the prevalence of the mpox virus in New York City and calibrated the model to match surveillance data from May 19 to November 3, 2022. Finally, we adjusted the model to simulate and compare several scenarios of non-vaccination and pre-pandemic vaccination. RESULTS: Relative to the status quo, if vaccination is not carried out, the number of new infections increases to about 385%, and the transmission time will be extended to about 350%, while if vaccinated before the epidemic, the number of new infections decreases to 94.2-96%. CONCLUSIONS: The mpox outbreak in New York City may be linked to the Pride event. However, with current vaccine coverage, there will be no more large-scale outbreaks of mpox, even if there is another similar activity. For areas with limited vaccines, priority is given to high-risk groups in the age group [34-45] years as soon as possible.",Age-structured model; Basic reproduction number; Mpox; Sensitivity analysis; Vaccination strategies,Journal Article,"[MeSH] Humans; [MeSH] New York City; [MeSH] Disease Outbreaks; [MeSH] Adult; [MeSH] Middle Aged; [MeSH] Young Adult; [MeSH] Adolescent; [MeSH] Child; [MeSH] Aged; [MeSH] Vaccination; [MeSH] Child, Preschool; [MeSH] Mpox, Monkeypox; [MeSH] Infant; [MeSH] Male; [MeSH] Female; [MeSH] Epidemiological Models; [MeSH] Aged, 80 and over; [MeSH] Influenza Vaccines; [MeSH] Infant, Newborn; [MeSH] Age Factors; [MeSH] Prevalence",unlikely_candidate,0,"The paper focuses on vaccine strategies and does not provide specific data on serial intervals, generation time, and R0/Rt of mpox.",false,0.5,title_abstract,simple_prompt,leads_mistral_simple,MP10,serial_interval,mpox,zifeng-ai/leads-mistral-7b-v1,461,40,501,465.5,,,,,,,,,,,,
36772860,"Adaptive changes in sexual behavior in the high-risk population in response to human monkeypox transmission in Canada can help control the outbreak: Insights from a two-group, two-route epidemic model.","Nicola Luigi Bragazzi, Qing Han, Sarafa Adewale Iyaniwura, Andrew Omame, Aminath Shausan, Xiaoying Wang, Woldegebriel Assefa Woldegerima, Jianhong Wu, Jude Dzevela Kong",Journal of medical virology. 2023. doi: 10.1002/jmv.28575..,Bragazzi,Journal of medical virology,2023,2023/04/01,,,10.1002/jmv.28575,"Monkeypox, a zoonotic disease, is emerging as a potential sexually transmitted infection/disease, with underlying transmission mechanisms still unclear. We devised a risk-structured, compartmental model, incorporating sexual behavior dynamics. We compared different strategies targeting the high-risk population: a scenario of control policies geared toward the use of condoms and/or sexual abstinence (robust control strategy) with risk compensation behavior change, and a scenario of control strategies with behavior change in response to the doubling rate (adaptive control strategy). Monkeypox's basic reproduction number is 1.464, 0.0066, and 1.461 in the high-risk, low-risk, and total populations, respectively, with the high-risk group being the major driver of monkeypox spread. Policies imposing condom use or sexual abstinence need to achieve a 35% minimum compliance rate to stop further transmission, while a combination of both can curb the spread with 10% compliance to abstinence and 25% to condom use. With risk compensation, the only option is to impose sexual abstinence by at least 35%. Adaptive control is more effective than robust control where the daily sexual contact number is reduced proportionally and remains constant thereafter, shortening the time to epidemic peak, lowering its size, facilitating disease attenuation, and playing a key role in controlling the current outbreak.",Bayesian framework; Canada; basic reproduction number; doubling rate; mathematical modeling; men having sex with men (MSM); monkeypox; risk compensation; sexual behavior dynamics,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, N.I.H., Extramural; Research Support, U.S. Gov't, Non-P.H.S.","[MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Sexual Behavior; [MeSH] Sexually Transmitted Diseases; [MeSH] Canada; [MeSH] Disease Outbreaks",unlikely_candidate,0,"The paper focuses on modeling monkeypox transmission and control strategies, not on serial intervals, generation time, or R0/Rt.",false,0.5,title_abstract,simple_prompt,leads_mistral_simple,MP10,serial_interval,mpox,zifeng-ai/leads-mistral-7b-v1,497,40,537,460.8,,,,,,,,,,,,
38836166,"Insights into the Transmission, Host Range, Genomics, Vaccination, and Current Epidemiology of the Monkeypox Virus.","Yusha Araf, Jannatul Ferdous Nipa, Sabekun Naher, Sumaiya Tasnim Maliha, Hasanur Rahman, Kazi Ifthi Arafat, Mohammad Raguib Munif, Md Jamal Uddin, Nurejunnati Jeba, Sukumar Saha, Jingbo Zhai, S M Nazmul Hasan, Mengzhou Xue, Md Golzar Hossain, Chunfu Zheng",Veterinary medicine international. 2024. doi: 10.1155/2024/8839830..,Araf,Veterinary medicine international,2024,2024/05/28,,,10.1155/2024/8839830,"This review delves into the historical context, current epidemiological landscape, genomics, and pathobiology of monkeypox virus (MPXV). Furthermore, it elucidates the present vaccination status and strategies to curb the spread of monkeypox. Monkeypox, caused by the Orthopoxvirus known as MPXV, is a zoonotic ailment. MPXV can be transmitted from person to person through respiratory droplets during prolonged face-to-face interactions. While many cases of monkeypox are self-limiting, vulnerable groups such as young children, pregnant women, and immunocompromised individuals may experience severe manifestations. Diagnosis predominantly relies on clinical presentations, complemented by laboratory techniques like RT-PCR. Although treatment is often not required, severe cases necessitate antiviral medications like tecovirimat, cidofovir, and brincidofovir. Vaccination, particularly using the smallpox vaccine, has proven instrumental in outbreak control, exhibiting an efficacy of at least 85% against mpox as evidenced by data from Africa. Mitigating transmission requires measures like wearing surgical masks, adequately covering skin lesions, and avoiding handling wild animals.",,Journal Article; Review,,possible_candidate,2,"The abstract discusses the transmission, host range, genomics, and current epidemiology of mpox.",true,0.5,title_abstract,simple_prompt,leads_mistral_simple,MP10,serial_interval,mpox,zifeng-ai/leads-mistral-7b-v1,430,33,463,394.9,,,,,,,,,,,,
38840980,Exploring the dynamics of monkeypox transmission with data-driven methods and a deterministic model.,Haridas K Das,Frontiers in epidemiology. 2024. doi: 10.3389/fepid.2024.1334964..,Das,Frontiers in epidemiology,2024,2024/05/22,,,10.3389/fepid.2024.1334964,"INTRODUCTION: Mpox (formerly monkeypox) is an infectious disease that spreads mostly through direct contact with infected animals or people's blood, bodily fluids, or cutaneous or mucosal lesions. In light of the global outbreak that occurred in 2022-2023, in this paper, we analyzed global Mpox univariate time series data and provided a comprehensive analysis of disease outbreaks across the world, including the USA with Brazil and three continents: North America, South America, and Europe. The novelty of this study is that it delved into the Mpox time series data by implementing the data-driven methods and a mathematical model concurrently-an aspect not typically addressed in the existing literature. The study is also important because implementing these models concurrently improved our predictions' reliability for infectious diseases. METHODS: We proposed a traditional compartmental model and also implemented deep learning models (1D- convolutional neural network (CNN), long-short term memory (LSTM), bidirectional LSTM (BiLSTM), hybrid CNN-LSTM, and CNN-BiLSTM) as well as statistical time series models: autoregressive integrated moving average (ARIMA) and exponential smoothing on the Mpox data. We also employed the least squares method fitting to estimate the essential epidemiological parameters in the proposed deterministic model. RESULTS: The primary finding of the deterministic model is that vaccination rates can flatten the curve of infected dynamics and influence the basic reproduction number. Through the numerical simulations, we determined that increased vaccination among the susceptible human population is crucial to control disease transmission. Moreover, in case of an outbreak, our model showed the potential for epidemic control by adjusting the key epidemiological parameters, namely the baseline contact rate and the proportion of contacts within the human population. Next, we analyzed data-driven models that contribute to a comprehensive understanding of disease dynamics in different locations. Additionally, we trained models to provide short-term (eight-week) predictions across various geographical locations, and all eight models produced reliable results. CONCLUSION: This study utilized a comprehensive framework to investigate univariate time series data to understand the dynamics of Mpox transmission. The prediction showed that Mpox is in its die-out situation as of July 29, 2023. Moreover, the deterministic model showed the importance of the Mpox vaccination in mitigating the Mpox transmission and highlighted the significance of effectively adjusting key epidemiological parameters during outbreaks, particularly the contact rate in high-risk groups.",Mpox; deterministic model; epidemiology; neural networks; univariate time series,Journal Article,,possible_candidate,2,"The study focuses on the serial intervals, generation time, and R0/Rt of mpox, which are relevant to the question.",true,0.5,title_abstract,simple_prompt,leads_mistral_simple,MP10,serial_interval,mpox,zifeng-ai/leads-mistral-7b-v1,709,39,748,439.0,,,,,,,,,,,,
39436841,The first case of Mpox infection in Iran during the 2022 outbreak.,"Ali Maleki, Arash Arashkia, Mohammad Hassan Pouriayevali, Tahmineh Jalali, Mahsa Tavakoli, Mohammad Modoodi Yaghooti, Zahra Ahmadi, Farideh Niknam Oskouei, Zahra Fereydouni, Kayhan Azadmanesh, Mostafa Salehi-Vaziri, Mahdi Rohani",Journal of infection in developing countries. 2024. doi: 10.3855/jidc.18589..,Maleki,Journal of infection in developing countries,2024,2024/09/30,,,10.3855/jidc.18589,"INTRODUCTION: The unexpected outbreak of human Mpox infection beginning in some European countries that were non-endemic for Mpox stunned the world during the Coronavirus Disease 2019 (COVID-19) pandemic in May 2022. The re-emerging Mpox outbreak, which has a greater capacity for human-to-human transmission, was mainly due to traveling. In this paper, we describe the first case of the disease was observed in an Iranian woman infected by her husband who had a history of traveling to Canada. CASE REPORT: The 34-year-old woman had flu-like syndrome with some skin rashes on her hand, finger, and arm. No antivirals were prescribed in this case, and supportive care was used to help her recover. RT-PCR and Sanger sequencing were used to analyze the sample from the oropharyngeal swab and the rash, and the results confirmed the Mpox infection. CONCLUSIONS: The risk of infectious disease outbreaks after COVID-19, such as Mpox, is of great importance, and health systems should be vigilant for timely identification and preparedness.",Iran; MPXV; Mpox,Case Reports; Journal Article,"[MeSH] Humans; [MeSH] Adult; [MeSH] Iran; [MeSH] Female; [MeSH] Disease Outbreaks; [MeSH] SARS-CoV-2; [MeSH] COVID-19; [MeSH] Canada; [MeSH] Male; [MeSH] Mpox, Monkeypox",unlikely_candidate,0,"The paper focuses on a single case of mpox and does not provide data on serial intervals, generation time, or R0/Rt.",false,0.5,title_abstract,simple_prompt,leads_mistral_simple,MP10,serial_interval,mpox,zifeng-ai/leads-mistral-7b-v1,402,40,442,460.3,,,,,,,,,,,,
37680705,The East African Community mobile laboratory network prepares for monkeypox outbreaks.,"Forian Gehre, Hakim Idris Lagu, Emmanuel Achol, Neema Omari, Grace Ochido, Kerstin Shand, Andrea Molina Alvarado, Gerd Ruge, Eric Kezakarayagwa, Francine Kabatesi, Théogene Ihorimbere, Anatole Nkeshimana, Abdi Roba, Millicent Nyakio Ndia, Susan Mahuro Githii, John Ndemi Kiiru, Donald Duku Samson, Gwokpan Awin Nykwec, Isaac Gatkuoth Chot Moun, Lul Lojok Deng, Maria Ezekiely Kelly, Peter Bernard Mtesigwa Mkama, Felician L Msigwa, Alex Magesa, Godfrey Pimundu, Tonny Muyigi, Susan Ndidde Nabadda, Eric Nzeyimana, Juergen May, Muna Affara",Journal of public health in Africa. 2023. doi: 10.4081/jphia.2023.2309..,Gehre,Journal of public health in Africa,2023,2023/04/20,,,10.4081/jphia.2023.2309,"In response to the largest recorded monkeypox virus outbreak outside of endemic Central and Western Africa, the East African Community (EAC), in cooperation with the Bernhard-Nocht- Institute for Tropical Medicine, coordinated an emergency monkeypox diagnostic training for the East African Region. As of June 2022, the Democratic Republic of Congo reported a steady increase of suspected monkeypox cases, increasing the risk of spill-over into the remaining six EAC Partner States. Within the existing EAC Mobile Laboratories project, laboratory experts of the National Public Health Laboratories of the remaining six EAC Partner States (Burundi, Rwanda, Tanzania, Kenya, Uganda, and South Sudan) participated in the workshop and were trained in the reception of suspect samples, DNA extraction and diagnosis using real-time polymerase chain reaction (RT-PCR). The EAC region is now equipped with the tools to prepare and rapidly respond to any emerging monkeypox outbreak.",EAC mobile laboratory; East African community; capacity building; monkeypox; outbreak response,Journal Article,,unlikely_candidate,0,"The paper focuses on monkeypox diagnostic training and does not provide data on serial intervals, generation time, or R0/Rt.",false,0.5,title_abstract,simple_prompt,leads_mistral_simple,MP10,serial_interval,mpox,zifeng-ai/leads-mistral-7b-v1,354,40,394,460.5,,,,,,,,,,,,
36854135,Ophthalmic Manifestations of Monkeypox Virus Infection: A Cases Series.,"Andre Luiz Land Curi, William Rojas-Carabali, Claudia Talero-Gutiérrez, Carlos Cifuentes-González, Ana Luiza Biancardi Barreto, Erika Moreira Carvalho, Alejandra de-la-Torre",Ocular immunology and inflammation. 2023. doi: 10.1080/09273948.2023.2181823..,Curi,Ocular immunology and inflammation,2024,2023/02/28,,,10.1080/09273948.2023.2181823,"This retrospective case series aims to describe the ophthalmic manifestations of the Monkeypox virus infection in seven patients evaluated in two countries of South America (Colombia and Brazil). Two had skin lesions in the eyelid, and five had conjunctivitis. None had intraocular involvement. Three of seven patients had a history of Human Immunodeficiency Virus infection, and all patients had lesions in the genital region, suggesting sexual-contact transmission. In 6 of 7 cases, conjunctival RT-PCR was positive for the Monkeypox virus, including one case without conjunctival vesicles. In all cases, lesions resolved without complications, and just two required antiviral treatment. All patients demonstrated improvement without complications. RT-PCR positivity in conjunctiva demonstrated the presence of the Monkeypox virus, suggesting that ocular-mediated transmission could be plausible. Ophthalmologists should be aware of this ophthalmic manifestation.",Case series; Monkeypox virus; orthopoxvirus; public health,Journal Article,"[MeSH] Humans; [MeSH] Monkeypox virus; [MeSH] Mpox, Monkeypox; [MeSH] Retrospective Studies; [MeSH] Conjunctiva; [MeSH] Eyelids",unlikely_candidate,0,"The paper focuses on ophthalmic manifestations of Monkeypox, not on serial intervals, generation time, or R0/Rt.",false,0.5,title_abstract,simple_prompt,leads_mistral_simple,MP10,serial_interval,mpox,zifeng-ai/leads-mistral-7b-v1,360,42,402,493.4,,,,,,,,,,,,
38532346,Modelling the impact of human behavior using a two-layer Watts-Strogatz network for transmission and control of Mpox.,"Qiaojuan Jia, Ling Xue, Ran Sui, Junqi Huo",BMC infectious diseases. 2024. doi: 10.1186/s12879-024-09239-7..,Jia,BMC infectious diseases,2024,2024/03/26,,,10.1186/s12879-024-09239-7,"PURPOSE: This study aims to evaluate the effectiveness of mitigation strategies and analyze the impact of human behavior on the transmission of Mpox. The results can provide guidance to public health authorities on comprehensive prevention and control for the new Mpox virus strain in the Democratic Republic of Congo as of December 2023. METHODS: We develop a two-layer Watts-Strogatz network model. The basic reproduction number is calculated using the next-generation matrix approach. Markov chain Monte Carlo (MCMC) optimization algorithm is used to fit Mpox cases in Canada into the network model. Numerical simulations are used to assess the impact of mitigation strategies and human behavior on the final epidemic size. RESULTS: Our results show that the contact transmission rate of low-risk groups and susceptible humans increases when the contact transmission rate of high-risk groups and susceptible humans is controlled as the Mpox epidemic spreads. The contact transmission rate of high-risk groups after May 18, 2022, is approximately 20% lower than that before May 18, 2022. Our findings indicate a positive correlation between the basic reproduction number and the level of heterogeneity in human contacts, with the basic reproduction number estimated at 2.3475 (95% CI: 0.0749-6.9084). Reducing the average number of sexual contacts to two per week effectively reduces the reproduction number to below one. CONCLUSION: We need to pay attention to the re-emergence of the epidemics caused by low-risk groups when an outbreak dominated by high-risk groups is under control. Numerical simulations show that reducing the average number of sexual contacts to two per week is effective in slowing down the rapid spread of the epidemic. Our findings offer guidance for the public health authorities of the Democratic Republic of Congo in developing effective mitigation strategies.",Human behavior; Mitigation strategies; Mpox virus; Reproduction number; Two-layer network,Journal Article,"[MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Epidemics; [MeSH] Disease Outbreaks; [MeSH] Basic Reproduction Number; [MeSH] Markov Chains",unlikely_candidate,0,"The study focuses on Mpox in the Democratic Republic of Congo, not on serial intervals, generation time, or R0/Rt.",false,0.5,title_abstract,simple_prompt,leads_mistral_simple,MP10,serial_interval,mpox,zifeng-ai/leads-mistral-7b-v1,571,41,612,471.1,,,,,,,,,,,,
37229503,Mathematical Modeling and backward bifurcation in monkeypox disease under real observed data.,"F M Allehiany, Mahmoud H DarAssi, Irfan Ahmad, Muhammad Altaf Khan, Elsayed M Tag-Eldin",Results in physics. 2023. doi: 10.1016/j.rinp.2023.106557..,Allehiany,Results in physics,2023,2023/05/18,,,10.1016/j.rinp.2023.106557,"We propose a mathematical model to analyze the monkeypox disease in the context of the known cases of the USA epidemic. We formulate the model and obtain their essential properties. The equilibrium points are found and their stability is demonstrated. We prove that the model is locally asymptotical stable (LAS) at disease free equilibrium (DFE) under R0<1. The presence of an endemic equilibrium is demonstrated, and the phenomena of backward bifurcation is discovered in the monkeypox disease model. In the monkeypox infectious disease model, the parameters that lead to backward bifurcation are θr, τ1, and ξr. When R0>1, we determine the model's global asymptotical stability (GAS). To parameterize the model using real data, we obtain the real value of the model parameters and compute R1=0.5905. Additionally, we do a sensitivity analysis on the parameters in R0. We conclude by presenting specific numerical findings.",Equilibrium points; Global stability; Mathematical model; Monkeypox disease; Numerical results; Outbreak data,Journal Article,,possible_candidate,2,"The paper discusses the R0/Rt of mpox and its stability, which is directly relevant to the question.",true,0.5,title_abstract,simple_prompt,leads_mistral_simple,MP10,serial_interval,mpox,zifeng-ai/leads-mistral-7b-v1,358,36,394,423.1,,,,,,,,,,,,
38666400,"Scenarios of future mpox outbreaks among men who have sex with men: a modelling study based on cross-sectional seroprevalence data from the Netherlands, 2022.","Marc C Shamier, Luca M Zaeck, Hannelore M Götz, Bruno Vieyra, Babs E Verstrepen, Koen Wijnans, Matthijs Ra Welkers, Elske Hoornenborg, Brigitte Agl van Cleef, Martin E van Royen, Kai J Jonas, Marion Pg Koopmans, Rory D de Vries, David Amc van de Vijver, Corine H GeurtsvanKessel",Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin. 2024. doi: 10.2807/1560-7917.ES.2024.29.17.2300532..,Shamier,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin,2024,2024/04/01,,,10.2807/1560-7917.ES.2024.29.17.2300532,"BackgroundFollowing the 2022-2023 mpox outbreak, crucial knowledge gaps exist regarding orthopoxvirus-specific immunity in risk groups and its impact on future outbreaks.AimWe combined cross-sectional seroprevalence studies in two cities in the Netherlands with mathematical modelling to evaluate scenarios of future mpox outbreaks among men who have sex with men (MSM).MethodsSerum samples were obtained from 1,065 MSM attending Centres for Sexual Health (CSH) in Rotterdam or Amsterdam following the peak of the Dutch mpox outbreak and the introduction of vaccination. For MSM visiting the Rotterdam CSH, sera were linked to epidemiological and vaccination data. An in-house developed ELISA was used to detect vaccinia virus (VACV)-specific IgG. These observations were combined with published data on serial interval and vaccine effectiveness to inform a stochastic transmission model that estimates the risk of future mpox outbreaks.ResultsThe seroprevalence of VACV-specific antibodies was 45.4% and 47.1% in Rotterdam and Amsterdam, respectively. Transmission modelling showed that the impact of risk group vaccination on the original outbreak was likely small. However, assuming different scenarios, the number of mpox cases in a future outbreak would be markedly reduced because of vaccination. Simultaneously, the current level of immunity alone may not prevent future outbreaks. Maintaining a short time-to-diagnosis is a key component of any strategy to prevent new outbreaks.ConclusionOur findings indicate a reduced likelihood of large future mpox outbreaks among MSM in the Netherlands under current conditions, but emphasise the importance of maintaining population immunity, diagnostic capacities and disease awareness.",antibodies; monkeypox virus; mpox; outbreak preparedness; serosurveillance; transmission model,Journal Article,"[MeSH] Humans; [MeSH] Male; [MeSH] Netherlands; [MeSH] Seroepidemiologic Studies; [MeSH] Cross-Sectional Studies; [MeSH] Disease Outbreaks; [MeSH] Homosexuality, Male; [MeSH] Adult; [MeSH] Middle Aged; [MeSH] Vaccinia; [MeSH] Antibodies, Viral; [MeSH] Vaccination; [MeSH] Young Adult; [MeSH] Models, Theoretical; [MeSH] Enzyme-Linked Immunosorbent Assay; [MeSH] Immunoglobulin G; [MeSH] Mpox, Monkeypox",possible_candidate,2,"The study provides seroprevalence data and models the risk of future mpox outbreaks, relevant to the question.",true,0.5,title_abstract,simple_prompt,leads_mistral_simple,MP10,serial_interval,mpox,zifeng-ai/leads-mistral-7b-v1,548,36,584,423.7,,,,,,,,,,,,
36963141,Evaluation of 16 molecular assays for the detection of orthopox and mpox viruses.,"Georgina Papadakis, Thomas Tran, Julian Druce, Chuan Kok Lim, Deborah A Williamson, Kathy Jackson",Journal of clinical virology : the official publication of the Pan American Society for Clinical Virology. 2023. doi: 10.1016/j.jcv.2023.105424..,Papadakis,Journal of clinical virology : the official publication of the Pan American Society for Clinical Virology,2023,2023/03/17,,,10.1016/j.jcv.2023.105424,"BACKGROUND: The current global mpox virus (MPXV) outbreak has been declared a Public Health Emergency of International Concern by WHO, with more than 80,000 cases confirmed across multiple continents. Diagnosis is confirmed by PCR of viral DNA from vesicle and other swabs. OBJECTIVE: The aim of this study was to assess commercial RT PCR assays for Orthopoxvirus (OPX) and MPXV for analytical sensitivity, and percent agreements and compare them to primer/probe sets employed at the Victorian Infectious Diseases Reference Laboratory (VIDRL), Centers for Disease Control andPrevention (CDC) and US Army Medical Research Institute of Infectious Diseases (USAMRIID). Limits of detection (LOD), intra-run variability, cross-reactivity and performance on forty clinical samples was assessed on eleven commercial assays and five primer/probe combinations used at VIDRL, CDC and USAMRIID. RESULTS: All assays were able to detect OPX and MPXV (LOD 57 to 14,495 copies/mL) with intra-run coefficients of variation between Cycle thresholds of 0.58 and 3.44, and there was no unexpected cross-reactivity. All assays demonstrated 100% negative percent agreement with clinical samples and all but one yielded 100% positive percent agreement. CONCLUSIONS: Variations in LOD between assays may be dependent on the platform used and sample type. Despite the overall comparable performance of the assays assessed, it is important that routine laboratories perform in-house validations before implementing RT PCR for OPX and/or MPXV as reliable and accurate laboratory diagnosis of MPXV and isolation is crucial to containing the spread of this current outbreak and informing public health interventions and response.",Analytical sensitivity; Monkeypox virus; Mpox; Negative percent agreement; Orthopoxvirus; Polymerase chain reaction; Positive percent agreement,Journal Article,"[MeSH] Humans; [MeSH] Monkeypox virus; [MeSH] Sensitivity and Specificity; [MeSH] Polymerase Chain Reaction; [MeSH] Limit of Detection; [MeSH] Communicable Diseases; [MeSH] Mpox, Monkeypox",possible_candidate,2,"The study assesses molecular assays for mpox detection, relevant to the question.",true,0.5,title_abstract,simple_prompt,leads_mistral_simple,MP10,serial_interval,mpox,zifeng-ai/leads-mistral-7b-v1,560,28,588,347.7,,,,,,,,,,,,
38075406,The first strain of monkeypox isolated in the Chinese Mainland and preserved at the National Pathogen Resource Center of China.,"Qiang Wei, Baoying Huang, Wei Huang, Jingdong Song, Li Mei, Li Zhao, Jing Yin, Juan Zhang, Wenling Wang, Fei Ye, Caiyun Li, Liling Bai, Yanhai Wang, Yao Deng, Bo Liu, Mengnan Jiang, Guizhen Wu, Jun Han, Hua Zhao, Hua Ling, Wenjie Tan, Jianjun Liu",Infectious medicine. 2022. doi: 10.1016/j.imj.2022.11.003..,Wei,Infectious medicine,2022,2022/11/19,,,10.1016/j.imj.2022.11.003,"On September 16, 2022, the first imported monkeypox case was reported in the Chinese Mainland. Laboratory tests including nucleic acid detection were carried out in Chongqing Nan'an Centre for Disease Control and Prevention and Chongqing Center for Disease Control and Prevention. After that, monkeypox virus was isolated by the Institute for Viral Disease Control and Prevention and preserved at the National Pathogen Resource Center on September 18, 2022. The National Pathogen Resource Center shared the basic information of monkeypox virus strain, samples, biosafety, strain imaging, RT-PCR primers, and probes sequence timely to support the prevention and control of monkeypox epidemic and facilitate the scientific research on vaccine development, drug screening and evaluation of monkeypox virus in the future.",Monkeypox; National Pathogen Resource Center (NPRC); Preservation; Sharing,Journal Article,,unlikely_candidate,0,"The paper focuses on the isolation and preservation of the monkeypox virus, not on serial intervals, generation time, or R0/Rt.",false,0.5,title_abstract,simple_prompt,leads_mistral_simple,MP10,serial_interval,mpox,zifeng-ai/leads-mistral-7b-v1,335,43,378,500.0,,,,,,,,,,,,
37624623,"Efficacy and Safety of the Smallpox Vaccine for Postexposure Prophylaxis in Monkeypox: Protocol for an Open-Labeled, Single-Armed Study.","Rina Yano, Junko Terada-Hirashima, Yukari Uemura, Noriko Tomita, Yosuke Shimizu, Haruka Iwasaki, Nobumasa Okumura, Tetsuya Suzuki, Sho Saito, Mugen Ujiie, Wataru Sugiura, Norio Ohmagari",JMIR research protocols. 2023. doi: 10.2196/46955..,Yano,JMIR research protocols,2023,2023/08/25,,,10.2196/46955,"BACKGROUND: In May 2022, a case of monkeypox (currently known as ""mpox"") with no history of overseas travel was reported in the United Kingdom, followed by reports of infections reported in Europe, the United States, and other countries worldwide. Due to the significant overlap in immune responses among viruses of the genus Orthopoxvirus (including smallpox virus, mpox virus, and vaccinia virus), it is believed that cross-immunity can be achieved by administering the smallpox virus vaccine. In Japan, a smallpox vaccine (LC16m8 strain vaccine) has been approved; however, there was no regulatory approval for the mpox vaccine during the design of this study. Although it is believed that individuals exposed to the mpox virus may receive smallpox vaccination as mpox prophylaxis, the existing evidence is not clear. OBJECTIVE: The primary objective was to evaluate the efficacy of the LC16m8 strain vaccine, approved for smallpox in Japan, for postexposure prophylaxis against mpox when administered to close contacts of individuals with mpox. The secondary objective was to investigate the safety of the vaccine for postexposure prophylaxis against mpox. METHODS: The study aimed to enroll 100 vaccinated participants who had been identified as close contacts of individuals with mpox. Consent was obtained, and the participants are inoculated with the vaccine. Daily recordings of symptoms (body temperature, headache, rash, and side effects) were made until day 21 and then again on day 28. Furthermore, additional evaluations of adverse events were performed by the investigators on days 7, 14, 21, and 28. Considering that the maximum incubation period for mpox is 21 days, the primary end point is the presence or absence of the disease 21 days after close contact. The primary analysis focused on cases within 4 days of intense contact as it has been reported that vaccination within this timeframe can reduce the incidence of the disease. RESULTS: The first trial participant was enrolled on July 28, 2022, and the research period concluded in March 2023. The study results will be published in a peer-reviewed scientific journal. CONCLUSIONS: This study allowed us to investigate the efficacy and safety of the LC16m8 strain vaccine in postexposure prophylaxis against mpox. TRIAL REGISTRATION: Japan Registry of Clinical Trials jRCTs031220137; https://jrct.niph.go.jp/en-latest-detail/jRCTs031220137. INTERNATIONAL REGISTERED REPORT IDENTIFIER (IRRID): DERR1-10.2196/46955.",Disease Control and Prevention; LC16; body temperature; endpoint analysis; epidemiology; headache; immunity; infectious disease; injection site; inoculation; lymphadenopathy; monkeypox; orthopoxvirus; post-exposure prophylaxis; poxvirus; rash; smallpox; smallpox vaccine; smallpox virus; vaccination; vaccine; vaccinia virus; virus; zoonosis,Journal Article,,possible_candidate,2,The study focuses on the efficacy and safety of the smallpox vaccine for postexposure prophylaxis against mpox.,true,0.5,title_abstract,simple_prompt,leads_mistral_simple,MP10,serial_interval,mpox,zifeng-ai/leads-mistral-7b-v1,811,40,851,468.8,,,,,,,,,,,,
