PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Abstract,Keywords,pub_types,mesh_terms
16275790,Transmission of monkeypox among persons exposed to infected prairie dogs in Indiana in 2003.,"James C Kile, Aaron T Fleischauer, Bradley Beard, Matthew J Kuehnert, Richard S Kanwal, Pamela Pontones, Hans J Messersmith, Robert Teclaw, Kevin L Karem, Zachary H Braden, Inger Damon, Ali S Khan, Marc Fischer",Archives of pediatrics & adolescent medicine. 2005. doi: 10.1001/archpedi.159.11.1022..,Kile,Archives of pediatrics & adolescent medicine,2005,2005/11/01,,,10.1001/archpedi.159.11.1022,"OBJECTIVE: To describe a cluster of human monkeypox cases associated with exposure to ill prairie dogs in a home child care. DESIGN, SETTING, PARTICIPANTS: We identified all persons exposed to 2 pet prairie dogs in County A, Indiana; performed active surveillance for symptomatic monkeypox infection; and evaluated the types of exposure that may have resulted in infection. For children who attended the child care where the animals were housed, we also measured the rate of seroconversion to monkeypox virus. MAIN OUTCOME MEASURES: Nine (13%) of 70 persons exposed to the prairie dogs reported signs and symptoms of monkeypox. Two (40%) of 5 symptomatic child care attendees reported direct contact with the prairie dogs. Two (13%) of 15 child care attendees evaluated tested positive for IgM antibodies against orthopoxvirus; both reported symptoms consistent with monkeypox. RESULTS: The risk of symptomatic infection correlated with the time and intensity of animal exposure, which was 100% (4/4) among family members with extensive direct contact, 19% (5/26) among the veterinarian and nonfamily child care attendees with moderate exposure, and 0% (0/40) among school children with limited exposure (P<.01). CONCLUSIONS: Monkeypox virus was transmitted from ill prairie dogs in a child care and veterinary facilities. The risk of symptomatic infection correlated with the amount of exposure to the prairie dogs. Although most cases of human monkeypox were associated with direct animal contact, other routes of transmission cannot be excluded.","[MeSH] Adult; [MeSH] Animals; [MeSH] Antibodies, Viral; [MeSH] Child; [MeSH] Child, Preschool; [MeSH] DNA, Viral; [MeSH] Disease Outbreaks; [MeSH] Dog Diseases; [MeSH] Dogs; [MeSH] Female; [MeSH] Humans; [MeSH] Indiana; [MeSH] Infant; [MeSH] Male; [MeSH] Middle Aged; [MeSH] Mpox, Monkeypox; [MeSH] Monkeypox virus; [MeSH] Retrospective Studies; [MeSH] Risk Factors; [MeSH] Sciuridae; [MeSH] Zoonoses",Comparative Study; Journal Article,"[MeSH] Adult; [MeSH] Animals; [MeSH] Antibodies, Viral; [MeSH] Child; [MeSH] Child, Preschool; [MeSH] DNA, Viral; [MeSH] Disease Outbreaks; [MeSH] Dog Diseases; [MeSH] Dogs; [MeSH] Female; [MeSH] Humans; [MeSH] Indiana; [MeSH] Infant; [MeSH] Male; [MeSH] Middle Aged; [MeSH] Mpox, Monkeypox; [MeSH] Monkeypox virus; [MeSH] Retrospective Studies; [MeSH] Risk Factors; [MeSH] Sciuridae; [MeSH] Zoonoses"
36585302,"Ocular signs and symptoms of monkeypox virus infection, and possible role of the eye in transmission of the virus.","Umme Laila Urmi, Mark D P Willcox, Salequl Islam, Rajesh Kuppusamy, Ajay Kumar Vijay",Contact lens & anterior eye : the journal of the British Contact Lens Association. 2022. doi: 10.1016/j.clae.2022.101808..,Urmi,Contact lens & anterior eye : the journal of the British Contact Lens Association,2023,2022/12/28,,,10.1016/j.clae.2022.101808,,Monkeypox virus; Ocular symptoms; Transmission routes,Letter,"[MeSH] Humans; [MeSH] Monkeypox virus; [MeSH] Mpox, Monkeypox"
38060653,Deadliest mpox outbreak ever sparks a new worry.,Jon Cohen,"Science (New York, N.Y.). 2023. doi: 10.1126/science.adn3527..",Cohen,"Science (New York, N.Y.)",2023,2023/12/07,,,10.1126/science.adn3527,"Congo cases suggest viral strain there is spreading sexually, like less lethal one that triggered last year's global outbreak.","[MeSH] Humans; [MeSH] Congo; [MeSH] Disease Outbreaks; [MeSH] Mpox, Monkeypox; [MeSH] Sexually Transmitted Diseases, Viral; [MeSH] Male; [MeSH] Homosexuality, Male; [MeSH] Monkeypox virus; [MeSH] Sexual and Gender Minorities",News,"[MeSH] Humans; [MeSH] Congo; [MeSH] Disease Outbreaks; [MeSH] Mpox, Monkeypox; [MeSH] Sexually Transmitted Diseases, Viral; [MeSH] Male; [MeSH] Homosexuality, Male; [MeSH] Monkeypox virus; [MeSH] Sexual and Gender Minorities"
36355630,"Monkeypox Virus Infection in 18-Year-Old Woman after Sexual Intercourse, France, September 2022.","Alexandre Vallée, Audrey Chatelain, Marie Carbonnel, Catherine Racowsky, Erwan Fourn, David Zucman, Jean-Marc Ayoubi",Emerging infectious diseases. 2022. doi: 10.3201/eid2901.221643..,Vallée,Emerging infectious diseases,2023,2022/11/10,,,10.3201/eid2901.221643,"A monkeypox virus outbreak has spread worldwide since April 2022. We report a young woman in France positive for monkeypox virus transmitted through oral and vaginal sex. Ulceronecrotic lesions developed intravaginally and around her vulva. Health professionals should become familiar with all aspects of infection from this virus, including possible vertical transmission.",France; Monkeypox; genital; outbreak; prevention; sexually transmitted infections; vaccine; viruses; women,Case Reports; Letter,"[MeSH] Humans; [MeSH] Female; [MeSH] Adolescent; [MeSH] Coitus; [MeSH] Sexual Behavior; [MeSH] Monkeypox virus; [MeSH] Mpox, Monkeypox; [MeSH] France"
17426184,Monkeypox zoonotic associations: insights from laboratory evaluation of animals associated with the multi-state US outbreak.,"Christina L Hutson, Kemba N Lee, Jason Abel, Darin S Carroll, Joel M Montgomery, Victoria A Olson, Yu Li, Whitni Davidson, Christine Hughes, Michael Dillon, Paul Spurlock, James J Kazmierczak, Connie Austin, Lori Miser, Faye E Sorhage, James Howell, Jeffrey P Davis, Mary G Reynolds, Zachary Braden, Kevin L Karem, Inger K Damon, Russell L Regnery",The American journal of tropical medicine and hygiene. 2007.,Hutson,The American journal of tropical medicine and hygiene,2007,2007/04/01,,,,"At the onset of the 2003 US monkeypox outbreak, virologic data were unavailable regarding which animal species were involved with virus importation and/or subsequent transmission to humans and whether there was a risk for establishment of zoonotic monkeypox in North America. Similarly, it was unclear which specimens would be best for virus testing. Monkeypox DNA was detected in at least 33 animals, and virus was cultured from 22. Virus-positive animals included three African species associated with the importation event (giant pouched rats, Cricetomys spp.; rope squirrels, Funisciuris sp.; and dormice, Graphiuris sp.). Virologic evidence from North American prairie dogs (Cynomys sp.) was concordant with their suspected roles as vectors for human monkeypox. Multiple tissues were found suitable for DNA detection and/or virus isolation. These data extend the potential host range for monkeypox virus infection and supports concern regarding the potential for establishment in novel reservoir species and ecosystems.","[MeSH] Animals; [MeSH] DNA, Viral; [MeSH] Disease Outbreaks; [MeSH] Hedgehogs; [MeSH] Herpestidae; [MeSH] Macropodidae; [MeSH] Mpox, Monkeypox; [MeSH] Monkeypox virus; [MeSH] Monodelphis; [MeSH] Raccoons; [MeSH] Rodentia; [MeSH] United States; [MeSH] Zoonoses",Journal Article,"[MeSH] Animals; [MeSH] DNA, Viral; [MeSH] Disease Outbreaks; [MeSH] Hedgehogs; [MeSH] Herpestidae; [MeSH] Macropodidae; [MeSH] Mpox, Monkeypox; [MeSH] Monkeypox virus; [MeSH] Monodelphis; [MeSH] Raccoons; [MeSH] Rodentia; [MeSH] United States; [MeSH] Zoonoses"
16116740,The prairie dog problem.,Mary Carmichael,Newsweek. 2003.,Carmichael,Newsweek,2003,2003/06/23,,,,,"[MeSH] Animals; [MeSH] Animals, Domestic; [MeSH] Bites and Stings; [MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Monkeypox virus; [MeSH] Sciuridae",News,"[MeSH] Animals; [MeSH] Animals, Domestic; [MeSH] Bites and Stings; [MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Monkeypox virus; [MeSH] Sciuridae"
23469435,New threat from poxviruses.,Sonia Shah,Scientific American. 2013. doi: 10.1038/scientificamerican0313-66..,Shah,Scientific American,2013,2013/03/01,,,10.1038/scientificamerican0313-66,,"[MeSH] Animals; [MeSH] Cowpox; [MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Smallpox; [MeSH] Smallpox Vaccine; [MeSH] Viral Vaccines",Journal Article,"[MeSH] Animals; [MeSH] Cowpox; [MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Smallpox; [MeSH] Smallpox Vaccine; [MeSH] Viral Vaccines"
36048619,"Modeling the Impact of Sexual Networks in the Transmission of Monkeypox virus Among Gay, Bisexual, and Other Men Who Have Sex with Men - United States, 2022.","Ian H Spicknall, Emily D Pollock, Patrick A Clay, Alexandra M Oster, Kelly Charniga, Nina Masters, Yoshinori J Nakazawa, Gabriel Rainisch, Adi V Gundlapalli, Thomas L Gift",MMWR. Morbidity and mortality weekly report. 2022. doi: 10.15585/mmwr.mm7135e2..,Spicknall,MMWR. Morbidity and mortality weekly report,2022,2022/09/02,,,10.15585/mmwr.mm7135e2,,"[MeSH] Humans; [MeSH] Male; [MeSH] Bisexuality; [MeSH] HIV Infections; [MeSH] Monkeypox virus; [MeSH] Sexual and Gender Minorities; [MeSH] Sexual Behavior; [MeSH] Sexual Partners; [MeSH] United States; [MeSH] Mpox, Monkeypox",Journal Article,"[MeSH] Humans; [MeSH] Male; [MeSH] Bisexuality; [MeSH] HIV Infections; [MeSH] Monkeypox virus; [MeSH] Sexual and Gender Minorities; [MeSH] Sexual Behavior; [MeSH] Sexual Partners; [MeSH] United States; [MeSH] Mpox, Monkeypox"
35996211,The first case of monkeypox virus and acute HIV infection: Should we consider monkeypox a new possible sexually transmitted infection?,"Monica Brundu, Serena Marinello, Vincenzo Scaglione, Anna Ferrari, Elisa Franchin, Maria Mazzitelli, Anna Maria Cattelan",The Journal of dermatology. 2022. doi: 10.1111/1346-8138.16556..,Brundu,The Journal of dermatology,2023,2022/08/22,,,10.1111/1346-8138.16556,"Since May 2022, a Monkeypox virus (MPXV) outbreak has been ongoing in several non-endemic countries. MPXV is usually transmitted after intimate contact, through body fluids, close contact from active lesions or through respiratory droplets. The recent outbreak occurrent in people with multiple recent sexual intercourse suggests the sexual route as the main way of transmission. However, there is no sufficient evidence to consider MPXV as a new sexually transmitted infection (STI), even though we believe that a link between MPXV and other STIs may exist with a possible facilitating action on their spreading. Herein, we illustrate the first case described during the current outbreak of a young man with both MPXV and acute HIV infection in a non-endemic country.",HIV; MSM; STIs; acute infection; emerging infectious diseases; genital ulcers; monkeypox; sexually transmitted infections; skin lesions,Case Reports; Journal Article,"[MeSH] Male; [MeSH] Humans; [MeSH] HIV Infections; [MeSH] Monkeypox virus; [MeSH] Mpox, Monkeypox; [MeSH] Sexually Transmitted Diseases"
36048582,"Strategies Adopted by Gay, Bisexual, and Other Men Who Have Sex with Men to Prevent Monkeypox virus Transmission - United States, August 2022.","Kevin P Delaney, Travis Sanchez, Marissa Hannah, O Winslow Edwards, Thomas Carpino, Christine Agnew-Brune, Kaytlin Renfro, Rachel Kachur, Neal Carnes, Elizabeth A DiNenno, Amy Lansky, Kathleen Ethier, Patrick Sullivan, Stefan Baral, Alexandra M Oster",MMWR. Morbidity and mortality weekly report. 2022. doi: 10.15585/mmwr.mm7135e1..,Delaney,MMWR. Morbidity and mortality weekly report,2022,2022/09/02,,,10.15585/mmwr.mm7135e1,,"[MeSH] Humans; [MeSH] Male; [MeSH] Bisexuality; [MeSH] HIV Infections; [MeSH] Homosexuality, Male; [MeSH] Monkeypox virus; [MeSH] Sexual and Gender Minorities; [MeSH] Sexual Behavior; [MeSH] United States; [MeSH] Mpox, Monkeypox","Journal Article; Research Support, N.I.H., Extramural","[MeSH] Humans; [MeSH] Male; [MeSH] Bisexuality; [MeSH] HIV Infections; [MeSH] Homosexuality, Male; [MeSH] Monkeypox virus; [MeSH] Sexual and Gender Minorities; [MeSH] Sexual Behavior; [MeSH] United States; [MeSH] Mpox, Monkeypox"
15208646,Monkeypox virus detection in rodents using real-time 3'-minor groove binder TaqMan assays on the Roche LightCycler.,"David A Kulesh, Bonnie M Loveless, David Norwood, Jeffrey Garrison, Chris A Whitehouse, Chris Hartmann, Eric Mucker, David Miller, Leonard P Wasieloski, John Huggins, Gregory Huhn, Lori L Miser, Carroll Imig, Mark Martinez, Tom Larsen, Cynthia A Rossi, George V Ludwig",Laboratory investigation; a journal of technical methods and pathology. 2004. doi: 10.1038/labinvest.3700143..,Kulesh,Laboratory investigation; a journal of technical methods and pathology,2004,2004/09/01,,,10.1038/labinvest.3700143,"During the summer of 2003, an outbreak of human monkeypox occurred in the Midwest region of the United States. In all, 52 rodents suspected of being infected with monkeypox virus were collected from an exotic pet dealer and from private homes. The rodents were euthanized and submitted for testing to the United States Army Medical Research Institute of Infectious Diseases by the Galesburg Animal Disease Laboratory, Illinois Department of Agriculture. The rodent tissue samples were appropriately processed and then tested by using an integrated approach involving real-time polymerase chain reaction (PCR) assays, an antigen-detection immunoassay, and virus culture. We designed and extensively tested two specific real-time PCR assays for rapidly detecting monkeypox virus DNA using the Vaccinia virus F3L and N3R genes as targets. The assays were validated against panels of orthopox viral and miscellaneous bacterial DNAs. A pan-orthopox electrochemiluminescence (ECL) assay was used to further confirm the presence of Orthopoxvirus infection of the rodents. Seven of 12 (58%) animals (seven of 52 (15%) of all animals) tested positive in both monkeypox-specific PCR assays and two additional pan-orthopox PCR assays (in at least one tissue). The ECL results showed varying degrees of agreement with PCR. One hamster and three gerbils were positive by both PCR and ECL for all tissues tested. In addition, we attempted to verify the presence of monkeypox virus by culture on multiple cell lines, by immunohistology, and by electron microscopy, with negative results. Sequencing the PCR products from the samples indicated 100% identity with monkeypox virus strain Zaire-96-I-16 (a human isolate from the Congo). These real-time PCR and ECL assays represent a significant addition to the battery of tests for the detection of various orthopoxviruses. In light of the recent monkeypox virus transmissions, early detection of the virus is crucial for both natural outbreaks and potential acts of bioterrorism.","[MeSH] Animals; [MeSH] Biological Assay; [MeSH] DNA, Viral; [MeSH] Disease Outbreaks; [MeSH] Electrochemistry; [MeSH] Illinois; [MeSH] Luminescent Measurements; [MeSH] Mpox, Monkeypox; [MeSH] Monkeypox virus; [MeSH] Polymerase Chain Reaction; [MeSH] Rodent Diseases; [MeSH] Taq Polymerase","Journal Article; Research Support, U.S. Gov't, Non-P.H.S.; Validation Study","[MeSH] Animals; [MeSH] Biological Assay; [MeSH] DNA, Viral; [MeSH] Disease Outbreaks; [MeSH] Electrochemistry; [MeSH] Illinois; [MeSH] Luminescent Measurements; [MeSH] Mpox, Monkeypox; [MeSH] Monkeypox virus; [MeSH] Polymerase Chain Reaction; [MeSH] Rodent Diseases; [MeSH] Taq Polymerase"
35880509,Monkeypox Vaccination in the Republic of Korea: Identifying the High-Risk Target Group.,"Seunghyun Lewis Kwon, Seonhwa Ban, Jeeyeon Shin, Hyuna Bae, Heeyoun Park, Geun-Yong Kwon",Journal of Korean medical science. 2022. doi: 10.3346/jkms.2022.37.e239..,Kwon,Journal of Korean medical science,2022,2022/07/25,,,10.3346/jkms.2022.37.e239,"In June 2022, the first monkeypox case was reported as imported into Korea. The general public asked whether they should get vaccinated against monkeypox because of the recent COVID-19 vaccination experience. As of the current monkeypox outbreak situation, a ring vaccination strategy for the high-risk group is more appropriate than the mass population vaccination with smallpox vaccines. Therefore, identifying the proper target group by available vaccines based on the risk and benefit analysis is a key issue of the vaccination program. In addition, the target group should be reviewed by the epidemiological situation of the jurisdiction along with the updated evidence of the monkeypox virus on transmission dynamics, severity, and fatality.",Korea; Monkeypox; Risk Assessment; Smallpox Vaccine; Vaccination,Journal Article,"[MeSH] COVID-19; [MeSH] COVID-19 Vaccines; [MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Monkeypox virus; [MeSH] Vaccination"
37966855,Mpox Might Have Circulated in Humans Longer Than Realized.,Emily Harris,JAMA. 2023. doi: 10.1001/jama.2023.22356..,Harris,JAMA,2023,2023/12/05,,,10.1001/jama.2023.22356,,"[MeSH] Humans; [MeSH] Mpox, Monkeypox",Journal Article,"[MeSH] Humans; [MeSH] Mpox, Monkeypox"
36174830,Recent first report of human-to-dog transmission of Monkeypox virus emphasizes an urgent need of enhancing surveillance and strengthen further explorative research to reveal its real magnitude of reverse zoonosis from other animals including pets as like that happened with SARS-CoV-2 / COVID-19 pandemic - Correspondence.,"Ranjit Sah, Vivek Hada, Aroop Mohanty, Najim Z Alshahrani, Sandip Chakraborty, Manojit Bhattacharya, Chiranjib Chakraborty, Kuldeep Dhama","International journal of surgery (London, England). 2022. doi: 10.1016/j.ijsu.2022.106949..",Sah,"International journal of surgery (London, England)",2022,2022/09/26,,,10.1016/j.ijsu.2022.106949,,"[MeSH] Animals; [MeSH] Dogs; [MeSH] Humans; [MeSH] COVID-19; [MeSH] Monkeypox virus; [MeSH] Zoonoses; [MeSH] Mpox, Monkeypox",Letter; Comment,"[MeSH] Animals; [MeSH] Dogs; [MeSH] Humans; [MeSH] COVID-19; [MeSH] Monkeypox virus; [MeSH] Zoonoses; [MeSH] Mpox, Monkeypox"
35737802,Why monkeypox is mostly hitting men who have sex with men.,Kai Kupferschmidt,"Science (New York, N.Y.). 2022. doi: 10.1126/science.add5966..",Kupferschmidt,"Science (New York, N.Y.)",2022,2022/06/23,,,10.1126/science.add5966,The once slow spreading virus may have found a new niche in tightly connected sexual networks.,"[MeSH] Homosexuality, Male; [MeSH] Humans; [MeSH] Male; [MeSH] Mpox, Monkeypox; [MeSH] Monkeypox virus; [MeSH] Risk; [MeSH] Sex Factors; [MeSH] Sexual and Gender Minorities",News,"[MeSH] Homosexuality, Male; [MeSH] Humans; [MeSH] Male; [MeSH] Mpox, Monkeypox; [MeSH] Monkeypox virus; [MeSH] Risk; [MeSH] Sex Factors; [MeSH] Sexual and Gender Minorities"
26283752,"Human Monkeypox in the Kivus, a Conflict Region of the Democratic Republic of the Congo.","Andrea M McCollum, Yoshinori Nakazawa, Guy Mutombo Ndongala, Elisabeth Pukuta, Stomy Karhemere, Robert Shongo Lushima, Benoit Kebela Ilunga, Joelle Kabamba, Kimberly Wilkins, Jinxin Gao, Yu Li, Ginny Emerson, Inger K Damon, Darin S Carroll, Mary G Reynolds, Jean Malekani, Jean-Jacques Muyembe Tamfum",The American journal of tropical medicine and hygiene. 2015. doi: 10.4269/ajtmh.15-0095..,McCollum,The American journal of tropical medicine and hygiene,2015,2015/08/17,,,10.4269/ajtmh.15-0095,"Monkeypox (MPX) is a zoonotic Orthopoxvirus infection endemic in central and western Africa. Human MPX cases occur in the central and northern regions of the Democratic Republic of the Congo (DRC), and this is the first report of confirmed MPX cases in the forested areas of North and South Kivu Provinces, with a detailed epidemiological investigation for one case. The location of each case is within areas predicted to be suitable for MPX virus transmission based on an ecological niche model. Phylogenetic analysis places these viruses in the Congo Basin clade.","[MeSH] Adult; [MeSH] Child; [MeSH] Democratic Republic of the Congo; [MeSH] Female; [MeSH] Humans; [MeSH] Infant; [MeSH] Male; [MeSH] Mpox, Monkeypox; [MeSH] Monkeypox virus; [MeSH] Phylogeny; [MeSH] Warfare; [MeSH] Young Adult",Journal Article,"[MeSH] Adult; [MeSH] Child; [MeSH] Democratic Republic of the Congo; [MeSH] Female; [MeSH] Humans; [MeSH] Infant; [MeSH] Male; [MeSH] Mpox, Monkeypox; [MeSH] Monkeypox virus; [MeSH] Phylogeny; [MeSH] Warfare; [MeSH] Young Adult"
16111257,[Diagnostic tests: Monkey pox].,Yasuhiro Yoshikawa,Nihon rinsho. Japanese journal of clinical medicine. 2005.,Yoshikawa,Nihon rinsho. Japanese journal of clinical medicine,2005,2005/07/01,,,,,"[MeSH] Animals; [MeSH] DNA, Viral; [MeSH] Haplorhini; [MeSH] Humans; [MeSH] Monkey Diseases; [MeSH] Mpox, Monkeypox; [MeSH] Monkeypox virus; [MeSH] Polymerase Chain Reaction; [MeSH] Rodent Diseases; [MeSH] Rodentia; [MeSH] Zoonoses",Journal Article; Review,"[MeSH] Animals; [MeSH] DNA, Viral; [MeSH] Haplorhini; [MeSH] Humans; [MeSH] Monkey Diseases; [MeSH] Mpox, Monkeypox; [MeSH] Monkeypox virus; [MeSH] Polymerase Chain Reaction; [MeSH] Rodent Diseases; [MeSH] Rodentia; [MeSH] Zoonoses"
15119816,Monkeypox in the United States: an occupational health look at the first cases.,Bruce E Cunha,AAOHN journal : official journal of the American Association of Occupational Health Nurses. 2004.,Cunha,AAOHN journal : official journal of the American Association of Occupational Health Nurses,2004,2004/04/01,,,,"Between May 15 and June 20, 2003, 71 suspected cases of monkeypox were investigated and 37 individuals in the United States developed laboratory confirmed monkeypox. These were the first cases of human monkeypox ever documented in the United States or in the Western Hemisphere. The disease was transmitted from small animals imported from Africa to other animals, including prairie dogs sold as pets throughout the U.S. Midwest. Direct contact with the infected animals was the method of infection, and although human to human transmission was thought to have occurred, this was not confirmed by follow up testing. Because of the link with contact with a prairie dog, initial evaluation of the disease was focused toward diseases commonly associated with this animal (e.g., tularemia, plague). Laboratory findings at the Marshfield Clinic in Marshfield, Wisconsin pointed to the presence of an orthopox. The CDC confirmed monkeypox was the infecting orthopox agent. Occupational health nurses from the Marshfield Clinic had direct involvement in the identification and follow up of employees who had direct contact with the diagnosed patients. Programs, such as a respiratory protection program initiated and carried out by Clinic occupational health nurses, were used to prevent employee exposure for Clinic staff. One Clinic employee was thought to potentially have monkeypox because of her direct contact with one of the patients. Four Clinic employees were vaccinated with vaccinia vaccine as a result of their contact with patients or lab specimens. Quarantine of the potentially infected employee and her boyfriend uncovered issues that must be addressed if other infectious diseases requiring quarantine or isolation of individuals emerge or re-emerge. These include a system to compensate individuals in quarantine or isolation who do not have any other source of income. The issue of whether workers' compensation should cover an employee who is quarantined or isolated for a potential work related exposure to an infectious disease if no disease is actually diagnosed also needs to be explored. A better system of getting state or CDC laboratory results back to the local level, including the occupational health area of the generating facility, must be developed. This will be very important if diseases such as severe acute respiratory syndrome (SARS) or smallpox should re-emerge in the United States. Occupational health nurses are an integral part of any infectious disease process occurring in the United States. The identification of monkeypox in the United States shows that any planning to detect, prevent, and treat diseases with the potential to affect the employee population must include occupational health nurse involvement.","[MeSH] Animals; [MeSH] Child, Preschool; [MeSH] Disease Outbreaks; [MeSH] Female; [MeSH] Humans; [MeSH] Infection Control; [MeSH] Infectious Disease Transmission, Professional-to-Patient; [MeSH] Male; [MeSH] Mpox, Monkeypox; [MeSH] Occupational Exposure; [MeSH] Occupational Health Services; [MeSH] Sciuridae; [MeSH] United States; [MeSH] Zoonoses",Case Reports; Journal Article,"[MeSH] Animals; [MeSH] Child, Preschool; [MeSH] Disease Outbreaks; [MeSH] Female; [MeSH] Humans; [MeSH] Infection Control; [MeSH] Infectious Disease Transmission, Professional-to-Patient; [MeSH] Male; [MeSH] Mpox, Monkeypox; [MeSH] Occupational Exposure; [MeSH] Occupational Health Services; [MeSH] Sciuridae; [MeSH] United States; [MeSH] Zoonoses"
35914609,Monkeypox infection among men who have sex with men: PCR testing on seminal fluids.,"Angelo Roberto Raccagni, Caterina Candela, Davide Mileto, Diana Canetti, Elena Bruzzesi, Alberto Rizzo, Antonella Castagna, Silvia Nozza",The Journal of infection. 2022. doi: 10.1016/j.jinf.2022.07.022..,Raccagni,The Journal of infection,2022,2022/07/29,,,10.1016/j.jinf.2022.07.022,,Men who have sex with men; Monkeypox; Seminal fluids; Sexual Transmission,Letter; Comment,"[MeSH] Homosexuality, Male; [MeSH] Humans; [MeSH] Male; [MeSH] Mpox, Monkeypox; [MeSH] Polymerase Chain Reaction; [MeSH] Sexual Behavior; [MeSH] Sexual and Gender Minorities"
35866435,"Paediatric monkeypox patient with unknown source of infection, the Netherlands, June 2022.","A Marceline Tutu van Furth, Martijn van der Kuip, Anne L van Els, Lydia Cr Fievez, Gini Gc van Rijckevorsel, Anton van den Ouden, Marcel Jonges, Matthijs Ra Welkers",Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin. 2022. doi: 10.2807/1560-7917.ES.2022.27.29.2200552..,Tutu,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin,2022,2022/07/01,,,10.2807/1560-7917.ES.2022.27.29.2200552,"Since May 2022, an international monkeypox (MPX) outbreak has been ongoing in more than 50 countries. While most cases are men who have sex with men, transmission is not restricted to this population. In this report, we describe the case of a male child younger than 10 years with MPX in the Netherlands. Despite thorough source tracing, a likely source of infection has not been identified. No secondary cases were identified in close contacts.",Monkeypox; Netherlands; child; whole genome sequencing,Case Reports; Journal Article,"[MeSH] Child; [MeSH] Humans; [MeSH] Male; [MeSH] Mpox, Monkeypox; [MeSH] Monkeypox virus; [MeSH] Netherlands"
35944803,Monkeypox outbreak: New zoonotic alert after the COVID-19 pandemic.,"Amit Sharma, Priyanka, Mathumalar Loganathan Fahrni, Om Prakash Choudhary","International journal of surgery (London, England). 2022. doi: 10.1016/j.ijsu.2022.106812..",Sharma,"International journal of surgery (London, England)",2022,2022/08/06,,,10.1016/j.ijsu.2022.106812,,Antiviral; COVID-19; Monkeypox; Sexual contact; Surveillance; Transmission,Letter,"[MeSH] COVID-19; [MeSH] Disease Outbreaks; [MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Pandemics"
21982097,Maculopapular lesions in the Central African Republic.,"Nicolas Berthet, Emmanuel Nakouné, Eline Whist, Benjamin Selekon, Ana-Maria Burguière, Jean-Claude Manuguerra, Antoine Gessain, Mirdad Kazanji","Lancet (London, England). 2011. doi: 10.1016/S0140-6736(11)61142-2..",Berthet,"Lancet (London, England)",2011,2011/10/08,,,10.1016/S0140-6736(11)61142-2,,"[MeSH] Adolescent; [MeSH] Animals; [MeSH] Central African Republic; [MeSH] DNA, Viral; [MeSH] Humans; [MeSH] Male; [MeSH] Microarray Analysis; [MeSH] Mpox, Monkeypox; [MeSH] Monkeypox virus; [MeSH] Parapsoriasis; [MeSH] Patient Isolation; [MeSH] Zoonoses","Case Reports; Journal Article; Research Support, Non-U.S. Gov't","[MeSH] Adolescent; [MeSH] Animals; [MeSH] Central African Republic; [MeSH] DNA, Viral; [MeSH] Humans; [MeSH] Male; [MeSH] Microarray Analysis; [MeSH] Mpox, Monkeypox; [MeSH] Monkeypox virus; [MeSH] Parapsoriasis; [MeSH] Patient Isolation; [MeSH] Zoonoses"
14736922,Poxvirus zoonoses--putting pocks into context.,"Sharon E Frey, Robert B Belshe",The New England journal of medicine. 2004. doi: 10.1056/NEJMp038208..,Frey,The New England journal of medicine,2004,2004/01/22,,,10.1056/NEJMp038208,,"[MeSH] Animals; [MeSH] Congo; [MeSH] Diagnosis, Differential; [MeSH] Disease Outbreaks; [MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Monkeypox virus; [MeSH] Poxviridae Infections; [MeSH] Sciuridae; [MeSH] Tumor Virus Infections; [MeSH] United States; [MeSH] Wisconsin; [MeSH] Yatapoxvirus; [MeSH] Zoonoses",Comment; Journal Article,"[MeSH] Animals; [MeSH] Congo; [MeSH] Diagnosis, Differential; [MeSH] Disease Outbreaks; [MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Monkeypox virus; [MeSH] Poxviridae Infections; [MeSH] Sciuridae; [MeSH] Tumor Virus Infections; [MeSH] United States; [MeSH] Wisconsin; [MeSH] Yatapoxvirus; [MeSH] Zoonoses"
14737135,Health concerns prompt US review of exotic-pet trade.,Erika Check,Nature. 2004. doi: 10.1038/427277a..,Check,Nature,2004,2004/01/22,,,10.1038/427277a,,"[MeSH] Animal Diseases; [MeSH] Animals; [MeSH] Animals, Domestic; [MeSH] Animals, Wild; [MeSH] Commerce; [MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Public Health; [MeSH] United States; [MeSH] Zoonoses",News,"[MeSH] Animal Diseases; [MeSH] Animals; [MeSH] Animals, Domestic; [MeSH] Animals, Wild; [MeSH] Commerce; [MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Public Health; [MeSH] United States; [MeSH] Zoonoses"
