PMID,is_ground_truth,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Keywords,Abstract,screening_stage,screening_mode,llm_suggest,overall_score,overall_justification,disease_score,disease_justification,population_score,population_justification,location_score,location_justification,evidence_score,evidence_justification,parameter_score,parameter_justification,fulltext_status,fulltext_path,fulltext_eligible
35942272,,mRNA Vaccines Against SARS-CoV-2 Variants Delivered by Lipid Nanoparticles Based on Novel Ionizable Lipids.,"Chen K, Fan N, Huang H, Jiang X, Qin S, Xiao W, Zheng Q, Zhang Y, Duan X, Qin Z, Liu Y, Zeng J, Wei Y, Song X.",Adv Funct Mater. 2022 Sep 26;32(39):2204692. doi: 10.1002/adfm.202204692. Epub 2022 Jul 19.,Chen,Advanced functional materials,2022,2022/8/9,PMC9349794,,10.1002/adfm.202204692,SARS‐CoV‐2 variants; ionizable lipids; lipid nanoparticles; mRNA delivery; mRNA vaccines,"SARS-CoV-2 variants are now still challenging all the approved vaccines, including mRNA vaccines. There is an urgent need to develop new generation mRNA vaccines with more powerful efficacy and better safety against SARS-CoV-2 variants. In this study, a new set of ionizable lipids named 4N4T are constructed and applied to form novel lipid nanoparticles called 4N4T-LNPs. Leading 4N4T-LNPs exhibit much higher mRNA translation efficiency than the approved SM-102-LNPs. To test the effectiveness of the novel delivery system, the DS mRNA encoding the full-length S protein of the SARS-CoV-2 variant is synthesized and loaded in 4N4T-LNPs. The obtained 4N4T-DS mRNA vaccines successfully trigger robust and durable humoral immune responses against SARS-CoV-2 and its variants including Delta and Omicron. Importantly, the novel vaccines have higher RBD-specific IgG titers and neutralizing antibody titers than SM-102-based DS mRNA vaccine. Besides, for the first time, the types of mRNA vaccine-induced neutralizing antibodies are found to be influenced by the chemical structure of ionizable lipids. 4N4T-DS mRNA vaccines also induce strong Th1-skewed T cell responses and have good safety. This work provides a novel vehicle for mRNA delivery that is more effective than the approved LNPs and shows its application in vaccines against SARS-CoV-2 variants.",title_abstract,strict,unlikely_candidate,2,"This is clearly an original SARS-CoV-2 variant study, but it is centered on mRNA vaccine delivery and immunogenicity rather than transmission parameters. The abstract provides no evidence that serial interval or generation interval/time estimates are reported, so its relevance to the review question is very limited.",3,"The title and abstract explicitly concern SARS-CoV-2 variants, including Delta and Omicron. However, the focus is vaccine development and immunogenicity rather than variant-specific transmission epidemiology.",2,"The abstract discusses vaccine-induced immune responses and safety, but it does not clearly state whether the study was conducted in humans versus animal models or other preclinical systems.",0,"No real-world geographic setting, field context, or population location is described in the title or abstract.",4,"The abstract reports a primary experimental study constructing novel lipids, formulating vaccines, and measuring immune responses and safety outcomes.",0,"There is no mention of serial interval, generation interval, generation time, transmission pairs, or household transmission analysis in the title or abstract.",,,
36711810,,Simultaneous Detection of Omicron and Other SARS-CoV-2 Variants by Multiplex PCR MassARRAY Technology.,"Wacharapluesadee S, Hirunpatrawong P, Petcharat S, Torvorapanit P, Jitsatja A, Thippamom N, Ninwattana S, Phanlop C, Buathong R, Tangwangvivat R, Klungthong C, Chinnawirotpisan P, Hunsawong T, Suthum K, Komolsiri S, Jones AR, Fernandez S, Putcharoen O.",Res Sq [Preprint]. 2023 Jan 17:rs.3.rs-2482226. doi: 10.21203/rs.3.rs-2482226/v1.,Wacharapluesadee,Research square,2023,2023/1/30,PMC9882655,,10.21203/rs.3.rs-2482226/v1,,"The rapid emergence of SARS-CoV-2 variants with high severity and transmutability adds further urgency for rapid and multiplex molecular testing to identify the variants. A nucleotide matrix-assisted laser-desorption-ionization time-of-flight mass spectrophotometry (MALDI-TOF MS)-based assay was developed (called point mutation array, PMA) to identify four major SARS-CoV-2 variants of concern (VOCs) including Alpha, Beta, Delta, and Omicron (namely PMA-ABDO) and differentiate Omicron subvariant (namely PMA-Omicron). PMA-ABDO and PMA-Omicron consist of 24 and 28 mutation sites of the spike gene. Both PMA panels specifically identified VOCs with as low as 10 viral copies/ µl. The panel has shown a 100% concordant with the Next Generation Sequencing (NGS) results testing on 256 clinical specimens with real-time PCR cycle threshold (Ct) values less than 26. It showed a higher sensitivity over NGS; 25/28 samples were positive by PMA but not NGS in the clinical samples with PCR Ct higher than 26. Due to the mass of nucleotide used to differentiate between wild-type and mutation strains, the co-infection or recombination of multiple variants can be determined by the PMA method. This method is flexible in adding a new primer set to identify a new emerging mutation site among the current circulating VOCs and the turnaround time is less than 8 hours. However, the spike gene sequencing or NGS retains the advantage of detecting newly emerged variants.",title_abstract,strict,unlikely_candidate,2,"The paper is clearly about SARS-CoV-2 variants and reports original empirical data from clinical specimens, but it is centered on molecular detection technology rather than epidemiologic transmission parameters. There is no explicit reporting of serial interval, generation interval, or generation time, which makes its relevance to the review question low.",3,"The title and abstract explicitly concern SARS-CoV-2 variants, including Alpha, Beta, Delta, Omicron, and Omicron subvariants. However, the focus is variant detection rather than variant-specific epidemiologic parameters.",3,"The study evaluates 256 clinical specimens, which strongly suggests human-derived samples in a clinical context. The abstract does not directly describe human participants or populations.",1,The abstract refers to clinical specimens but gives no explicit geographic setting or real-world field location. A real-world context is implied but not clearly described.,4,This is an original assay-development and validation study reporting performance on clinical specimens and comparison with NGS. The abstract presents primary empirical results.,0,"The title and abstract do not report or estimate serial interval, generation interval, or generation time. The study focuses on laboratory detection of variants, not transmission interval parameters.",,,
35807972,,Molecular Fingerprinting of the Omicron Variant Genome of SARS-CoV-2 by SERS Spectroscopy.,"Leonardi AA, Sciuto EL, Lo Faro MJ, Morganti D, Midiri A, Spinella C, Conoci S, Irrera A, Fazio B.",Nanomaterials (Basel). 2022 Jun 21;12(13):2134. doi: 10.3390/nano12132134.,Leonardi,"Nanomaterials (Basel, Switzerland)",2022,2022/7/9,PMC9268696,,10.3390/nano12132134,Ag dendrites; SARS-CoV-2; SERS; omicron variant,"The continuing accumulation of mutations in the RNA genome of the SARS-CoV-2 virus generates an endless succession of highly contagious variants that cause concern around the world due to their antibody resistance and the failure of current diagnostic techniques to detect them in a timely manner. Raman spectroscopy represents a promising alternative to variants detection and recognition techniques, thanks to its ability to provide a characteristic spectral fingerprint of the biological samples examined under all circumstances. In this work we exploit the surface-enhanced Raman scattering (SERS) properties of a silver dendrite layer to explore, for the first time to our knowledge, the distinctive features of the Omicron variant genome. We obtain a complex spectral signal of the Omicron variant genome where the fingerprints of nucleobases in nucleosides are clearly unveiled and assigned in detail. Furthermore, the fractal SERS layer offers the presence of confined spatial regions in which the analyte remains trapped under hydration conditions. This opens up the prospects for a prompt spectral identification of the genome in its physiological habitat and for a study on its activity and variability.",title_abstract,strict,unlikely_candidate,2,"This is an original laboratory study explicitly focused on the SARS-CoV-2 Omicron variant, but it is not a human epidemiologic study and provides no evidence on serial interval or generation interval/time. Its relevance to the review question is therefore very limited despite clear variant specificity.",3,"The title and abstract explicitly concern SARS-CoV-2 and specifically the Omicron variant. However, the focus is genomic detection/fingerprinting rather than variant-specific epidemiologic transmission parameters.",0,The study examines the Omicron variant genome using SERS spectroscopy and does not involve human participants or human population data in the title or abstract.,0,"No real-world geographic, field, or community setting is described; the work appears to be laboratory-based spectroscopy.",4,The abstract describes a primary experimental study generating original spectral data on the Omicron genome using a silver dendrite SERS platform.,0,"There is no mention of serial interval, generation interval, generation time, transmission pairs, or household/contact-based estimation in the title or abstract.",,,
35214615,,Effectiveness of Vaccination against SARS-CoV-2 Infection in the Pre-Delta Era: A Systematic Review and Meta-Analysis.,"Meggiolaro A, Sane Schepisi M, Nikolaidis GF, Mipatrini D, Siddu A, Rezza G.",Vaccines (Basel). 2022 Jan 21;10(2):157. doi: 10.3390/vaccines10020157.,Meggiolaro,Vaccines,2022,2022/2/26,PMC8879968,,10.3390/vaccines10020157,SARS-CoV-2 infection; coronavirus disease 2019; vaccine effectiveness,"(1) Background: The objective of this study was to assess the effectiveness of SARS-CoV-2 vaccines in terms of prevention of disease and transmission in the pre-Delta era. The evaluation was narrowed to two mRNA vaccines and two modified adenovirus-vectored vaccines. (2) Methods: The overall risk of any SARS-CoV-2 infection confirmed by positive real-time Polymerase Chain Reaction (PCR) test was estimated in partially and fully vaccinated individuals. The evidence synthesis was pursued through a random-effects meta-analysis. The effect size was expressed as relative risk (RR) and RRR (RR reduction) of SARS-CoV-2 infection following vaccination. Heterogeneity was investigated through a between-study heterogeneity analysis and a subgroup meta-analysis. (3) Results: The systematic review identified 27 studies eligible for the quantitative synthesis. Partially vaccinated individuals presented a RRR = 73% (95%CI = 59-83%) for positive SARS-CoV-2 PCR (RR = 0.27) and a RRR=79% (95%CI = 30-93%) for symptomatic SARS-CoV-2 PCR (RR = 0.21). Fully vaccinated individuals showed a RRR = 94% (95%CI = 88-98%) for SARS-CoV-2 positive PCR (RR = 0.06) compared to unvaccinated individuals. The full BNT162b2 vaccination protocol achieved a RRR = 84-94% against any SARS-CoV-2-positive PCR and a RRR = 68-84% against symptomatic positive PCR. (4) Conclusions: The meta-analysis results suggest that full vaccination might block transmission. In particular, the risk of SARS-CoV-2 infection appeared higher for non-B.1.1.7 variants and individuals aged ≥69 years. Considering the high level of heterogeneity, these findings must be taken with caution. Further research on SARS-CoV-2 vaccine effectiveness against emerging SARS-CoV-2 variants is encouraged.",title_abstract,strict,unlikely_candidate,1,"Although the paper is about SARS-CoV-2 in human populations, it is a pre-Delta systematic review/meta-analysis centered on vaccine effectiveness rather than variant-specific transmission interval estimates. The target parameters of serial interval or generation interval/time are not reported in the title or abstract, making relevance to the review question very low.",1,"The study concerns SARS-CoV-2, but focuses on vaccine effectiveness in the pre-Delta era rather than variant-specific epidemiologic parameters. Variants are only mentioned peripherally (e.g., non-B.1.1.7 variants), not as the main analytic focus.",4,The abstract evaluates vaccinated and unvaccinated individuals and reports infection outcomes in human populations. This is clearly a human-focused study.,2,"The study synthesizes real-world studies, but no specific geographic setting is stated in the title or abstract. It likely reflects field data indirectly through included studies.",1,"This is a systematic review and meta-analysis of 27 studies rather than a primary empirical study reporting original transmission data. The abstract describes evidence synthesis, not original data collection.",0,"The title and abstract do not report or estimate serial interval, generation interval, or generation time. The focus is vaccine effectiveness, infection risk, and transmission blocking, which are not the target parameters.",,,
37205592,,Bivalent and Monovalent SARS-CoV-2 Variant Vaccine Boosters Improve coverage of the known Antigenic Landscape: Results of the COVID-19 Variant Immunologic Landscape (COVAIL) Trial.,"Branche A, Rouphael N, Diemert D, Falsey A, Losada C, Baden LR, Frey S, Whitaker J, Little S, Anderson E, Walter E, Novak R, Rupp R, Jackson L, Babu T, Kottkamp A, Luetkemeyer A, Immergluck L, Presti R, Backer M, Winokur P, Mahgoub S, Goepfert P, Fusco D, Malkin E, Bethony J, Walsh E, Graciaa D, Samaha H, Sherman A, Walsh S, Abate G, Oikonomopoulou Z, El Sahly H, Martin T, Kamidani S, Smith M, Ladner B, Porterfield L, Dunstan M, Wald A, Davis T, Atmar R, Mulligan M, Lyke K, Posavad C, Meagher M, Stephens D, Neuzil K, Abebe K, Hill H, Albert J, Telu K, Mu J, Lewis T, Giebeig L, Eaton A, Netzl A, Wilks S, Tureli S, Makhene M, Crandon S, Montefiori D, Makowski M, Smith D, Nayak S, Roberts P, Beigel J.",Res Sq [Preprint]. 2023 May 5:rs.3.rs-2653179. doi: 10.21203/rs.3.rs-2653179/v1.,Branche,Research square,2023,2023/5/19,PMC10187423,,10.21203/rs.3.rs-2653179/v1,,"Vaccine protection against COVID-19 wanes over time and has been impacted by the emergence of new variants with increasing escape of neutralization. The COVID-19 Variant Immunologic Landscape (COVAIL) randomized clinical trial (clinicaltrials.gov NCT05289037) compares the breadth, magnitude and durability of antibody responses induced by a second COVID-19 vaccine boost with mRNA (Moderna mRNA-1273 and Pfizer-BioNTech BNT162b2), or adjuvanted recombinant protein (Sanofi CoV2 preS DTM-AS03) monovalent or bivalent vaccine candidates targeting ancestral and variant SARS-CoV-2 spike antigens (Beta, Delta and Omicron BA.1). We found that boosting with a variant strain is not associated with loss in neutralization against the ancestral strain. However, while variant vaccines compared to the prototype/wildtype vaccines demonstrated higher neutralizing activity against Omicron BA.1 and BA.4/5 subvariants for up to 3 months after vaccination, neutralizing activity was lower for more recent Omicron subvariants. Our study, incorporating both antigenic distances and serologic landscapes, can provide a framework for objectively guiding decisions for future vaccine updates.",title_abstract,strict,unlikely_candidate,2,"The paper is clearly about SARS-CoV-2 variants and reports original human clinical trial data, but its focus is vaccine immunology rather than epidemiologic transmission intervals. There is no explicit evidence in the title or abstract that serial interval, generation interval, or generation time are estimated or compared.",3,"The abstract explicitly concerns SARS-CoV-2/COVID-19 variants, including Beta, Delta, and Omicron BA.1/BA.4/5. However, the focus is vaccine immunogenicity rather than variant-specific transmission parameters.",4,"This is a randomized clinical trial of vaccine boosters, which strongly indicates human participants. The abstract discusses post-vaccination antibody responses in people.",2,"The study is a real-world clinical trial, but no specific geographic setting or field location is stated in the title or abstract. Thus geographic context is only indirectly evident.",4,The abstract reports results from the COVAIL randomized clinical trial and presents primary findings on neutralizing antibody responses. This is original empirical research.,0,"The title and abstract do not mention serial interval, generation interval, or generation time. The study focuses on vaccine-induced neutralization and antigenic landscape, not transmission-pair timing parameters.",,,
36515755,,Abnormal echocardiographic findings after COVID-19 infection: a multicenter registry.,"Garcia-Zamora S, Picco JM, Lepori AJ, Galello MI, Saad AK, Ayón M, Monga-Aguilar N, Shehadeh I, Manganiello CF, Izaguirre C, Fallabrino LN, Clavero M, Mansur F, Ghibaudo S, Sevilla D, Cado CA, Priotti M, Liblik K, Gastaldello N, Merlo PM.",Int J Cardiovasc Imaging. 2023 Jan;39(1):77-85. doi: 10.1007/s10554-022-02706-9. Epub 2022 Aug 13.,Garcia-Zamora,The international journal of cardiovascular imaging,2023,2022/12/14,PMC9376039,,10.1007/s10554-022-02706-9,COVID-19; Diagnostic imaging; Echocardiography; Humans; Myocarditis; Ventricular remodeling,"The Coronavirus Disease 2019 (COVID-19) pandemic has transformed health systems worldwide. There is conflicting data regarding the degree of cardiovascular involvement following infection. A registry was designed to evaluate the prevalence of echocardiographic abnormalities in adults recovered from COVID-19. We prospectively evaluated 595 participants (mean age 45.5 ± 14.9 years; 50.8% female) from 10 institutions in Argentina and Brazil. Median time between infection and evaluation was two months, and 82.5% of participants were not hospitalized for their infection. Echocardiographic studies were conducted with General Electric equipment; 2DE imaging and global longitudinal strain (GLS) of both ventricles were performed. A total of 61.7% of the participants denied relevant cardiovascular history and 41.8% had prolonged symptoms after resolution of COVID-19 infection. Mean left ventricular ejection fraction (LVEF) was 61.0 ± 5.5% overall. In patients without prior comorbidities, 8.2% had some echocardiographic abnormality: 5.7% had reduced GLS, 3.0% had a LVEF below normal range, and 1.1% had wall motion abnormalities. The right ventricle (RV) was dilated in 1.6% of participants, 3.1% had a reduced GLS, and 0.27% had reduced RV function. Mild pericardial effusion was observed in 0.82% of participants. Male patients were more likely to have new echocardiographic abnormalities (OR 2.82, p = 0.002). Time elapsed since infection resolution (p = 0.245), presence of symptoms (p = 0.927), or history of hospitalization during infection (p = 0.671) did not have any correlation with echocardiographic abnormalities. Cardiovascular abnormalities after COVID-19 infection are rare and usually mild, especially following mild infection, being a low GLS of left and right ventricle, the most common ones in our registry. Post COVID cardiac abnormalities may be more frequent among males.",title_abstract,strict,unlikely_candidate,2,"This is a human, real-world, original empirical COVID-19 study, but it is not aligned with the review’s core scope. The abstract does not mention SARS-CoV-2 variants and does not address serial interval, generation interval, or generation time.",1,"The study concerns COVID-19 infection, but there is no mention of SARS-CoV-2 variants, lineages, or variant-specific epidemiologic analysis in the title or abstract.",4,The abstract explicitly describes 595 adult human participants from 10 institutions in Argentina and Brazil.,4,It is a real-world multicenter registry conducted across institutions in Argentina and Brazil.,4,The study prospectively evaluated participants in a multicenter registry and reports original empirical echocardiographic findings.,0,"The title and abstract focus on post-COVID echocardiographic abnormalities and do not report or estimate serial interval, generation interval, or generation time.",,,
37037823,,"National trends in the prevalence of chronic kidney disease among Korean adults, 2007-2020.","Yoon SY, Park HW, Kim HJ, Kronbichler A, Koyanagi A, Smith L, Shin JI, Rhee SY, Lee SW, Kim JS, Hwang HS, Yon DK, Jeong K.",Sci Rep. 2023 Apr 10;13(1):5831. doi: 10.1038/s41598-023-33122-1.,Yoon,Scientific reports,2023,2023/4/10,PMC10086041,,10.1038/s41598-023-33122-1,"[MeSH] Adult; [MeSH] Humans; [MeSH] Prevalence; [MeSH] COVID-19; [MeSH] Renal Insufficiency, Chronic; [MeSH] Glomerular Filtration Rate; [MeSH] Republic of Korea; [MeSH] Risk Factors","Little is known about the prevalence of chronic kidney disease (CKD) during the coronavirus disease 2019 (COVID-19) pandemic. We aimed to investigate the long-term trends in CKD prevalence from South Korea including the early pandemic. We used data from 108,152 Korean adults from 2007 to 2020 obtained from a representative longitudinal serial study. We defined CKD as a condition when the participant's estimated glomerular filtration rate was < 60 mL/min/1.73 m2, or one-time spot proteinuria was ≥ 1 +, and then examined the overall trends in the prevalence of CKD. Among the included adults (n = 80,010), the overall national prevalence of CKD was 6.2%. The trend slope gradually increased from 2007 to 2019, however, there was a sudden decrease in 2020 (2007-2010, 5.1% [95% confidence interval (CI) 4.7-5.5]; 2017-2019, 7.1% [95% CI 6.6-7.6]; pandemic period, 6.5% [95% CI 5.7-7.3]; and βdiff, - 0.19; 95% CI - 0.24 to - 0.13). The prevalence of CKD among younger adults and those with poor medical utilization significantly decreased during the early pandemic. This study was the first large-scale study to investigate the longitudinal prevalence of CKD from 2007 to 2020. Further research is needed to fully understand the exact causes for this decline and to identify healthcare policy strategies for preventing and managing CKD.",title_abstract,strict,unlikely_candidate,2,"This is an original human population study in a clear real-world setting, but its focus is chronic kidney disease prevalence rather than SARS-CoV-2 variant transmission. The title and abstract provide no evidence of variant-specific serial interval or generation interval/time estimates.",0,"The study is about chronic kidney disease prevalence in Korean adults. Although COVID-19 is mentioned as the pandemic context, the abstract does not investigate SARS-CoV-2 variants or variant-specific transmission parameters.",4,The study uses data from Korean adults and explicitly concerns human participants in a national population sample.,4,"It is set in a real-world geographic context, using nationally representative data from South Korea from 2007 to 2020.",4,"The abstract reports original empirical analysis of 108,152 Korean adults using longitudinal national data and presents prevalence estimates and trends.",0,"There is no mention of serial interval, generation interval, generation time, transmission pairs, or variant-specific transmission estimation.",,,
38058535,,Effectiveness of BNT162b2 and ChAdOx1 against SARS-CoV-2 household transmission: a prospective cohort study in England.,"Clifford S, Waight P, Hackman J, Hué S, Gower CM, Kirsebom FC, Skarnes C, Letley L, Lopez Bernal J, Andrews N, Flasche S, Miller E.",Wellcome Open Res. 2023 Nov 2;8:96. doi: 10.12688/wellcomeopenres.17995.2. eCollection 2023.,Clifford,Wellcome open research,2023,2023/12/7,PMC10697107,,10.12688/wellcomeopenres.17995.2,SARS-CoV-2; covid; household transmission; secondary attack rate; vaccination,"BACKGROUND: The ability of SARS-CoV-2 vaccines to protect against infection and onward transmission determines whether immunisation can control global circulation. We estimated the effectiveness of Pfizer-BioNTech mRNA vaccine (BNT162b2) and Oxford AstraZeneca adenovirus vector vaccine (ChAdOx1) vaccines against acquisition and transmission of the Alpha and Delta variants in a prospective household study in England. METHODS: Households were recruited based on adult purported index cases testing positive after reverse transcription-quantitative (RT-q)PCR testing of oral-nasal swabs. Purported index cases and their household contacts took oral-nasal swabs on days 1, 3 and 7 after enrolment and a subset of the PCR-positive swabs underwent genomic sequencing conducted on a subset. We used Bayesian logistic regression to infer vaccine effectiveness against acquisition and transmission, adjusted for age, vaccination history and variant. RESULTS: Between 2 February 2021 and 10 September 2021, 213 index cases and 312 contacts were followed up. After excluding households lacking genomic proximity (N=2) or with unlikely serial intervals (N=16), 195 households with 278 contacts remained, of whom 113 (41%) became PCR positive. Delta lineages had 1.53 times the risk (95% Credible Interval: 1.04 - 2.20) of transmission than Alpha; contacts older than 18 years old were 1.48 (1.20 - 1.91) and 1.02 (0.93 - 1.16) times more likely to acquire an Alpha or Delta infection than children. Effectiveness of two doses of BNT162b2 against transmission of Delta was 36% (-1%, 66%) and 49% (18%, 73%) for ChAdOx1, similar to their effectiveness for Alpha. Protection against infection with Alpha was higher than for Delta, 69% (9%, 95%) vs. 18% (-11%, 59%), respectively, for BNT162b2 and 24% (-41%, 72%) vs. 9% (-15%, 42%), respectively, for ChAdOx1. CONCLUSIONS: BNT162b2 and ChAdOx1 reduce transmission of the Delta variant from breakthrough infections in the household setting, although their protection against infection within this setting is low.",title_abstract,strict,unlikely_candidate,3,"The paper is highly relevant to SARS-CoV-2 variant transmission in humans and presents original real-world household data from England. However, the target parameter relevance is weak because the abstract does not explicitly estimate or report serial interval, generation interval, or generation time; serial interval appears only as an exclusion criterion.",4,"The abstract explicitly studies SARS-CoV-2 household transmission and compares Alpha and Delta variants, including variant-specific transmission effects.",4,"This is a prospective household cohort in England with index cases and household contacts, clearly involving human populations.",4,"The study is conducted in real households in England, providing a clear real-world geographic setting.",4,"The abstract reports a prospective cohort study with recruited households, PCR testing, sequencing, and primary statistical analysis, indicating original empirical data.",1,"Although the study concerns household transmission of Alpha and Delta, the abstract focuses on vaccine effectiveness and secondary transmission risk; it does not explicitly report or estimate serial interval, generation interval, or generation time. The mention of excluding unlikely serial intervals is incidental rather than a target outcome.",,,
37079590,,The effect of prolonged closed-loop management on athletes' sleep and mood during COVID-19 pandemic: Evidence from the 2022 Shanghai Omicron Wave.,"Tan C, Wang J, Yin J, Cao G, Cao L, Chen C, Qiu J.",PLoS One. 2023 Apr 20;18(4):e0284858. doi: 10.1371/journal.pone.0284858. eCollection 2023.,Tan,PloS one,2023,2023/4/20,PMC10118198,,10.1371/journal.pone.0284858,[MeSH] Humans; [MeSH] COVID-19; [MeSH] Pandemics; [MeSH] China; [MeSH] Athletes; [MeSH] Sleep,"Closed-loop management of athletes at the training base is a compromise approach that balanced epidemic prevention and sports training during the COVID-19 pandemic. This study investigated the impact of prolonged closed-loop management on athletes' sleep and mood during the 2022 Shanghai Omicron wave. The Pittsburgh Sleep Quality Index and the Profile of Mood States were used to assess the sleep and mood states of 110 professional athletes in ""closed-loop management"" at the training base after 1 and 2 months of closed-loop management, respectively, to characterize changes in sleep and mood with prolonged closed-loop management. After two months of control, the sleep and mood of 69 athletes and students of the same age were measured using the Pittsburgh Sleep Quality Index and Perceptual Stress Scale, as well as the Warwick-Edinburgh Mental Well-being Scale, to compare the differences in sleep and mood between athletes undergoing closed-loop management and the general population who were managed in the community. Paired sample t-tests and independent sample t-tests were used for comparisons across different time intervals and different management approaches. Results showed that with the time of closed-loop management increased, athletes woke up earlier (p = 0.002), slept less (p = 0.024), and became angrier (p = 0.014); athletes had poorer overall sleep quality (p < 0.001) but lower stress level (p = 0.004) than those who were outside the base. In closed-loop management, the athletes were able to maintain a stable sleep and mood state. Sports team administrators must be aware of the need to improve athletes' sleep quality and help athletes to agree with this approach of management.",title_abstract,strict,unlikely_candidate,2,"This paper is an original human study conducted in a real-world Omicron-wave setting, but Omicron is only the background context. It does not address variant-specific transmission parameters and provides no serial interval or generation interval/time estimates.",1,"The abstract mentions the 2022 Shanghai Omicron wave as the pandemic context, but the study focus is sleep and mood under closed-loop management rather than variant-specific transmission epidemiology.",4,The study concerns human participants: 110 professional athletes and 69 same-age students/community-managed individuals.,4,"It is set in a real-world field context during the 2022 Shanghai Omicron wave, comparing training-base closed-loop management with community management.",4,"This is an original empirical study using questionnaires administered to athletes and comparison participants, with statistical analyses of collected data.",0,"The title and abstract do not report or estimate serial interval, generation interval, or generation time; the outcomes are sleep, mood, stress, and well-being.",,,
36041025,,In-Hospital Cardiac Arrest Outcomes During the Early COVID-19 Pandemic in RI: A Qualitative Analysis.,"Noureddine B, Mrad A, Sorin C, Carino G.",R I Med J (2013). 2022 Sep 1;105(7):58-61.,Noureddine,Rhode Island medical journal (2013),2022,2022/8/30,,,,COVID-19; CPR; In-Hospital Cardiac Arrest; Mortality; ROSC,"Throughout the COVID-19 pandemic, there has been growing but limited data describing the poor mortality outcomes in COVID-19 patients who experienced In-Hospital Cardiac Arrest (IHCA). This study evaluated the baseline characteristics and outcomes of COVID-19 patients who underwent cardiopulmonary resuscitation (CPR) during hospitalization in the early phases of the pandemic and compared them to that of several national and international centers. A list of all the IHCA events in the Lifespan hospital network from March 2020 to April 2021 was generated, and data, including de-identified patient characteristics, comorbidities, and details of the IHCA event, were examined. The primary outcome of all-cause mortality was then calculated. Forty-three patients with COVID-19 who experienced an IHCA event and underwent CPR were identified. Return of spontaneous circulation (ROSC) was achieved in 23 (53%) patients, and all-cause in-hospital mortality was 97.67%, with only one patient surviving until discharge. During the early pandemic, experiencing an IHCA event while admitted with COVID-19 carried an extremely poor prognosis, even if ROSC was achieved. This outcome likely reflects the lack of clear management guidelines or established therapeutic agents and the prevalence of the Delta strain during this time period.",title_abstract,strict,unlikely_candidate,2,"This is an original human hospital-based COVID-19 study in a real-world setting, but it is not focused on variant-specific transmission epidemiology. The abstract provides no serial interval, generation interval, or generation time estimates, and Delta is mentioned only in passing rather than analyzed explicitly.",1,"The study concerns COVID-19 patients, but the title and abstract do not explicitly investigate SARS-CoV-2 variants. Delta is only mentioned speculatively in the concluding sentence rather than as an analyzed variant-specific focus.",4,The study is clearly about hospitalized human patients with COVID-19 who experienced in-hospital cardiac arrest and underwent CPR.,4,It uses real-world hospital data from the Lifespan hospital network in Rhode Island during March 2020 to April 2021.,4,"The abstract reports original empirical data from identified IHCA events, including patient characteristics, ROSC, and mortality outcomes.",0,"The title and abstract do not report or estimate serial interval, generation interval, or generation time, nor do they describe transmission-pair or household-contact analyses.",,,
