PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Abstract,Keywords,pub_types,mesh_terms
36423105,Prevention and Treatment of Monkeypox: A Systematic Review of Preclinical Studies.,"Nurizzati Sudarmaji, Nurolaini Kifli, Andi Hermansyah, Siang Fei Yeoh, Bey-Hing Goh, Long Chiau Ming",Viruses. 2022. doi: 10.3390/v14112496..,Sudarmaji,Viruses,2022,2022/11/11,,,10.3390/v14112496,"The outbreak of monkeypox, coupled with the onslaught of the COVID-19 pandemic is a critical communicable disease. This study aimed to systematically identify and review research done on preclinical studies focusing on the potential monkeypox treatment and immunization. The presented juxtaposition of efficacy of potential treatments and vaccination that had been tested in preclinical trials could serve as a useful primer of monkeypox virus. The literature identified using key terms such as monkeypox virus or management or vaccine stringed using Boolean operators was systematically reviewed. Pubmed, SCOPUS, Cochrane, and preprint databases were used, and screening was performed in accordance with PRISMA guidelines. A total of 467 results from registered databases and 116 from grey literature databases were screened. Of these results, 72 studies from registered databases and three grey literature studies underwent full-text screening for eligibility. In this systematic review, a total of 27 articles were eligible according to the inclusion criteria and were used. Tecovirimat, known as TPOXX or ST-246, is an antiviral drug indicated for smallpox infection whereas brincidofovir inhibits the viral DNA polymerase after incorporation into viral DNA. The ability of tecovirimat in providing protection to poxvirus-challenged animals from death had been demonstrated in a number of animal studies. Non-inferior with regard to immunogenicity was reported for the live smallpox/monkeypox vaccine compared with a single dose of a licensed live smallpox vaccine. The trial involving the live vaccine showed a geometric mean titre of vaccinia-neutralizing antibodies post two weeks of the second dose of the live smallpox/monkeypox vaccine. Of note, up to the third generation of smallpox vaccines-particularly JYNNEOS and Lc16m8-have been developed as preventive measures for MPXV infection and these vaccines had been demonstrated to have improved safety compared to the earlier generations.",communicable disease; disease transmission; emerging infectious disease; outbreak; vaccination; vaccine,Systematic Review; Journal Article,"[MeSH] Animals; [MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Smallpox Vaccine; [MeSH] Smallpox; [MeSH] Pandemics; [MeSH] COVID-19; [MeSH] Monkeypox virus; [MeSH] Variola virus; [MeSH] Vaccinia virus; [MeSH] Vaccines, Attenuated; [MeSH] COVID-19 Drug Treatment; [MeSH] Benzamides; [MeSH] Phthalimides"
36410681,Arthritis due to monkeypox virus: A case report.,"Amélie Lombès, Myriam Zmerli, Estelle Nerozzi-Banfi, Joël Meyer Gozlan, Jérémie Sellam, Nadia Valin",Joint bone spine. 2022. doi: 10.1016/j.jbspin.2022.105492..,Lombès,Joint bone spine,2023,2022/11/18,,,10.1016/j.jbspin.2022.105492,,Arthritis; Inflammatory; Monkeypox; Sexually transmitted infections (STI),Case Reports; Letter,"[MeSH] Humans; [MeSH] Arthritis; [MeSH] Monkeypox virus; [MeSH] Mpox, Monkeypox"
36822985,Acute Tonsillitis Due To Monkeypox.,"Lucy Studemeister, Sushma Pai, Kristin Walsh, Joseph Cooper",The Journal of emergency medicine. 2023. doi: 10.1016/j.jemermed.2022.12.029..,Studemeister,The Journal of emergency medicine,2023,2023/02/22,,,10.1016/j.jemermed.2022.12.029,"BACKGROUND: The emerging 2022 human mpox virus outbreak has presented with unique disease manifestations challenging prior case definitions. CASE REPORT: We present a case of a 42-year-old transgender woman with human immunodeficiency virus controlled on antiretroviral therapy, presenting with sore throat, who, after three emergency department visits, was found to have acute tonsillitis complicated by airway obstruction secondary to mpox. WHY SHOULD AN EMERGENCY PHYSICIAN BE AWARE OF THIS?: Sore throat is a common presentation to the emergency department. mpox should be placed on the list of differential diagnoses when evaluating patients who present with pharyngitis to avoid complications or a missed diagnosis.",Acute tonsillitis; Airway obstruction; Peritonsillar abscess; Tecovirimat; mpox,Case Reports; Journal Article,"[MeSH] Female; [MeSH] Humans; [MeSH] Adult; [MeSH] Tonsillitis; [MeSH] Mpox, Monkeypox; [MeSH] Peritonsillar Abscess; [MeSH] Pharyngitis; [MeSH] Diagnosis, Differential"
36031146,The first imported case of monkeypox in Singapore during the 2022 outbreak - Reflections and lessons.,"Wilnard Yeong Tze Tan, Chen Seong Wong, Marc Zheng Jie Ho, Zubaidah Said, Lin Cui, Raymond Tzer Pin Lin, Monica Chan, Shawn Vasoo, Vernon Jian Ming Lee, Yee Sin Leo",Travel medicine and infectious disease. 2022. doi: 10.1016/j.tmaid.2022.102431..,Tan,Travel medicine and infectious disease,2022,2022/08/27,,,10.1016/j.tmaid.2022.102431,"On June 21, 2022, Singapore reported its second ever case of imported monkeypox and first linked to the ongoing multi-country outbreak that has since been declared a public health emergency of international concern. There was quick initiation of public health measures including identification and quarantine of contacts, with post-exposure smallpox vaccination.",Imported; Monkeypox; Outbreak; Public health emergency; Singapore,Journal Article,"[MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Singapore; [MeSH] Disease Outbreaks; [MeSH] Smallpox; [MeSH] Public Health"
39119886,Zr-MOF Carrier-Enhanced Dual-Mode Biosensing Platforms for Rapid and Sensitive Diagnosis of Mpox.,"Huiyi Yang, Judun Zheng, Wei Wang, Jingyan Lin, Jingru Wang, Lunjing Liu, Wenjie Wu, Chengli Zhang, Mingxia Zhang, Yu Fu, Bin Yang, Yuhui Liao","Advanced science (Weinheim, Baden-Wurttemberg, Germany). 2024. doi: 10.1002/advs.202405848..",Yang,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",2024,2024/08/09,,,10.1002/advs.202405848,"Dual-mode readout platforms with colorimetric and electrochemiluminescence (ECL) signal enhancement are proposed for the ultrasensitive and flexible detection of the monkeypox virus (MPXV) in different scenes. A new nanotag, Ru@U6-Ru/Pt NPs is constructed for dual-mode platforms by integrating double-layered ECL luminophores and the nanozyme using Zr-MOF (UiO-66-NH2) as the carrier, which not only generates enhanced ECL and colorimetric signals but also provide greater stability than that of commonly used nanotags. Dual-mode platforms are used within 15 min from the ""sample in"" to the ""result out"" steps, without nucleic acid amplification. The colorimetric mode allows the screening of MPXV with the visual limit of detection (vLOD) of 0.1 pM (6 × 108 copies µL-1) and the ECL mode supports quantitative detection of MPXV with an LOD as low as 10 aM (6 copies·µL-1), resulting in a broad sensing range of 60 to 3 × 1011 copies·µL-1 (10 orders of magnitude). Validation is conducted using 50 clinical samples, which is 100% concordant to those of quantitative polymerase chain reaction (qPCR), indicating that Ru@U6-Ru/Pt NPs-based dual-mode sensing platforms showed great promise as rapid, sensitive, and accurate tools for diagnosis of the nucleic acid of MPXV and other infectious pathogens.",Ru@U6‐Ru/Pt NPs nanotag; amplification‐free; colorimetric‐ECL dual‐mode; monkeypox virus; signal amplification,"Journal Article; Research Support, Non-U.S. Gov't","[MeSH] Biosensing Techniques; [MeSH] Colorimetry; [MeSH] Zirconium; [MeSH] Luminescent Measurements; [MeSH] Metal-Organic Frameworks; [MeSH] Limit of Detection; [MeSH] Electrochemical Techniques; [MeSH] Humans; [MeSH] Mpox, Monkeypox"
37017138,"[Outbreak of monkeypox in the Canary Islands from may 15 to june 6, 2022].","Laura García-Hernández, Oscar Guillermo Pérez Martín, Ana Hernández-Aceituno, Álvaro Torres Lana, Eneko Larumbe Zabala",Revista espanola de salud publica. 2023.,García-Hernández,Revista espanola de salud publica,2023,2023/04/05,,,,"OBJECTIVE: Since May 2022, non-endemic countries reported the appearance of non-imported cases of monkeypox (Mpox). Spain was one of the most affected countries. The objective of the study was to describe the clinical-epidemiological characteristics of the first confirmed cases of Mpox in the Canary Islands and the main difficulties in contact tracing. METHODS: Retrospective observational descriptive study with confirmed cases of Mpox and their close contacts in the Autonomous Community of the Canary Islands. We conducted a descriptive analysis, using frequencies and percentages for qualitative variables, and median (interquartile range) for quantitative variables. RESULTS: One hundred and seventy-seven cases of Mpox were reported in the Canary Islands, with a median age of 39 years (32.8-48.3); 46.6% were HIV seropositive, and 6.8% were foreign. The most frequent clinical symptom was anogenital rash (68.8%), and at pustules stage (61.4%). One hundred and three declared risky sexual behaviors. Only fifty-three (30%) collaborated in the identification of close contacts. There were difficulties in: establishing communication with the cases, communicating the isolation measures, requesting tests, and due to delayed sample processing. CONCLUSIONS: Most common clinical symptom at diagnosis is anogenital rash in pustule stage. Most of the cases report risky sexual relations. The main barriers in contact tracing are the difficulty in contacting cases, the lack of identification data and the lack of experience of health professionals regarding Mpox.",Close contacts; Contact tracing; Epidemiology; Monkeypox; Spain; Surveillance,English Abstract; Journal Article; Observational Study,"[MeSH] Adult; [MeSH] Humans; [MeSH] Disease Outbreaks; [MeSH] Exanthema; [MeSH] Mpox, Monkeypox; [MeSH] Retrospective Studies; [MeSH] Spain"
37807511,[Comparative study of different methods of detection of Monkeypox: antigen versus PCR].,"M García González, J A Pérez-García, E Culebras López, B Baza Caraciolo, E Orviz García, M Vera García, A Delgado-Iribarren García",Revista espanola de quimioterapia : publicacion oficial de la Sociedad Espanola de Quimioterapia. 2023. doi: 10.37201/req/057.2023..,García,Revista espanola de quimioterapia : publicacion oficial de la Sociedad Espanola de Quimioterapia,2023,2023/10/06,,,10.37201/req/057.2023,,Monkeypox virus; Orthopoxvirus; PCR-RT; antigen test,Letter,"[MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Polymerase Chain Reaction; [MeSH] Nucleic Acid Amplification Techniques"
36111711,[Diagnosis and treatment of human monkeypox].,"Kai-Hu Yao, Qian-Qian DU, Ya-Hong Hu",Zhongguo dang dai er ke za zhi = Chinese journal of contemporary pediatrics. 1900. doi: 10.7499/j.issn.1008-8830.2207088..,Yao,Zhongguo dang dai er ke za zhi = Chinese journal of contemporary pediatrics,2022,1900/01/01,,,10.7499/j.issn.1008-8830.2207088,"The guideline for the diagnosis and treatment of monkeypox (2022 edition) issued by National Health Commission of the People's Republic of China introduces the key knowledge of the diagnosis and treatment of human monkeypox (HMPX) and does not systematically introduce the sampling methods and requirements of specimens for HMPX etiology testing and the discrepancy in diagnostic criteria between China and overseas. However, the doctors who are not engaged in dermatology lack understanding of the sampling methods and requirements of specimens for laboratory diagnosis of HMPX, and there are few relevant references available. This article collects the information on the diagnosis and treatment of HMPX, so as to provide a reference for learning, understanding, and application of this guideline.",Diagnosis; Human monkeypox; Treatment,Journal Article,"[MeSH] China; [MeSH] Humans; [MeSH] Mpox, Monkeypox"
39082272,"Global perspectives on smallpox vaccine against monkeypox: a comprehensive meta-analysis and systematic review of effectiveness, protection, safety and cross-immunogenicity.","Hao Liu, Wenjing Wang, Yang Zhang, Fuchun Wang, Junyi Duan, Tao Huang, Xiaojie Huang, Tong Zhang",Emerging microbes & infections. 2024. doi: 10.1080/22221751.2024.2387442..,Liu,Emerging microbes & infections,2024,2024/08/16,,,10.1080/22221751.2024.2387442,"A large outbreak of monkeypox occurred in 2022, and most people lack immunity to orthopoxvirus. Smallpox vaccination is essential for preventing further smallpox outbreaks. This study evaluated the effectiveness, protection, safety, and cross-immunogenicity of smallpox vaccine in preventing monkeypox infection. PubMed, Embase, Scopus, and Web of Science were searched from database inception to 10 March 2024. We included studies involving ""monkeypox virus"" and ""vaccinations"", and excluded reviews, animal studies, and articles with missing or duplicate data. A total of 37 studies with 57,693 participants were included in the final analysis. The effectiveness data showed that monkeypox infection rates were lower in the smallpox-vaccinated group than in the unvaccinated group (risk ratio [RR]: 0.46; 95% confidence interval [CI]: 0.31-0.68). The protection data showed that smallpox vaccination effectively reduced the risk of severe monkeypox infection (RR: 0.61; 95% CI: 0.42-0.87). Third-generation vaccines showed greater efficacy (RR: 0.36, 95% CI: 0.22-0.56) than first-generation vaccines. The number of doses of smallpox vaccine has no significant effect on monkeypox. Safety data showed that adverse reactions after smallpox vaccination were mainly mild and included local erythema, swelling, induration, itching, and pain. Meanwhile, we found that smallpox vaccination could induce the production of neutralizing antibodies against monkeypox. Our findings offer compelling evidence supporting the clinical application of the smallpox vaccine for preventing monkeypox and advocate that high-risk groups should be prioritized for receiving one dose of the smallpox vaccine if the vaccine stockpile is low.",Monkeypox; effectiveness; immunogenicity; safety; smallpox; vaccine,Journal Article; Meta-Analysis; Systematic Review,"[MeSH] Animals; [MeSH] Humans; [MeSH] Antibodies, Viral; [MeSH] Immunogenicity, Vaccine; [MeSH] Monkeypox virus; [MeSH] Mpox, Monkeypox; [MeSH] Smallpox; [MeSH] Smallpox Vaccine; [MeSH] Vaccination; [MeSH] Vaccine Efficacy"
39058756,High Global Health Security Index is a determinant of early detection and response to monkeypox: A cross-sectional study.,"Max Carlos Ramírez-Soto, Hugo Arroyo-Hernández",PloS one. 2024. doi: 10.1371/journal.pone.0307503..,Ramírez-Soto,PloS one,2024,2024/07/26,,,10.1371/journal.pone.0307503,"INTRODUCTION: Recent outbreaks of monkeypox (Mpox) have occurred in countries outside of Africa, with large numbers of cases spreading rapidly to almost every continent. We aimed to analyze the correlation between the Global Health Security (GHS) Index (categories and indicators) and the Mpox case rate in different regions and globally. METHODS: In this cross-sectional study, we used data from Mpox cases from the WHO, and the GHS categories and indicators for detection, prevention, reporting, health system, rapid response, international norms compliance, and risk environment. Outcome measures were the relationship between GHS index (categories and indicators) and Mpox case rate using crude and adjusted non-linear regression models. RESULTS: After performing adjusted analyses, only risk environment and detection and reporting index were associated with Mpox case rates in the 99 countries and the Region of the Americas, respectively. Antimicrobial resistance (AMR) indicators of the prevention category, risk communication of the rapid response category, the joint external evaluation and performance veterinary services of the norms category, and the infrastructure adequacy of the risk environment category were associated with Mpox case rates in the 99 countries (p<0.05). Laboratory systems strength and quality indicator of the detection and reporting category, and emergency response operation indicator of the response rapid category were associated with Mpox case rates in the countries of the region of the Americas (p<0.05). AMR indicator of the prevention of the emergence category, and the infrastructure adequacy of the risk environment category were associated with Mpox case rates in the countries of the European Region (p<0.05). In the countries of the other regions, only the trade and travel restrictions indicator of the rapid response category was associated with Mpox case rates (p<0.05). CONCLUSIONS: Countries, particularly in the Americas region, with high levels of infrastructure adequacy and laboratory system strength and quality as measured by the GHS index are better equipped to detect more Mpox cases. Therefore, they have higher Mpox case detection rates and can successfully respond to Mpox outbreaks.","[MeSH] Cross-Sectional Studies; [MeSH] Mpox, Monkeypox; [MeSH] Humans; [MeSH] Global Health; [MeSH] Disease Outbreaks; [MeSH] World Health Organization",Journal Article,"[MeSH] Cross-Sectional Studies; [MeSH] Mpox, Monkeypox; [MeSH] Humans; [MeSH] Global Health; [MeSH] Disease Outbreaks; [MeSH] World Health Organization"
37377545,A comparative analysis on serious adverse events reported for COVID-19 vaccines in adolescents and young adults.,"Beniamino Cappelletti-Montano, Giuseppe Demuru, Ezio Laconi, Monica Musio",Frontiers in public health. 2023. doi: 10.3389/fpubh.2023.1145645..,Cappelletti-Montano,Frontiers in public health,2023,2023/06/12,,,10.3389/fpubh.2023.1145645,"UNLABELLED: This study aims to assess the safety profile of COVID-19 vaccines (mRNA and viral vector vaccines) in teenagers and young adults, as compared to Influenza and HPV vaccines, and to early data from Monkeypox vaccination in United States. METHODS: We downloaded data from the Vaccine Adverse Event Reporting System (VAERS) and collected the following Serious Adverse Events (SAEs) reported for COVID-19, Influenza, HPV and Monkeypox vaccines: deaths, life-threatening illnesses, disabilities, hospitalizations. We restricted our analysis to the age groups 12-17 and 18-49, and to the periods December 2020 to July 2022 for COVID-19 vaccines, 2010-2019 for Influenza vaccines, 2006-2019 for HPV vaccines, June 1, 2022 to November 15, 2022 for Monkeypox vaccine. Rates were calculated in each age and sex group, based on an estimation of the number of administered doses. RESULTS: Among adolescents the total number of reported SAEs per million doses for, respectively, COVID-19, Influenza and HPV vaccines were 60.73, 2.96, 14.62. Among young adults the reported SAEs rates for, respectively, COVID-19, Influenza, Monkeypox vaccines were 101.91, 5.35, 11.14. Overall, the rates of reported SAEs were significantly higher for COVID-19, resulting in a rate 19.60-fold higher than Influenza vaccines (95% C.I. 18.80-20.44), 4.15-fold higher than HPV vaccines (95% C.I. 3.91-4.41) and 7.89-fold higher than Monkeypox vaccine (95% C.I. 3.95-15.78). Similar trends were observed in teenagers and young adults with higher Relative Risks for male adolescents. CONCLUSION: The study identified a risk of SAEs following COVID-19 vaccination which was markedly higher compared to Influenza vaccination and substantially higher compared to HPV vaccination, both for teenagers and young adults, with an increased risk for the male adolescents group. Initial, early data for Monkeypox vaccination point to significantly lower rates of reported SAEs compared to those for COVID-19 vaccines. In conclusion these results stress the need of further studies to explore the bases for the above differences and the importance of accurate harm-benefit analyses, especially for adolescent males, to inform the COVID-19 vaccination campaign.",COVID-19 vaccines; HPV vaccines; Influenza vaccines; Monkeypox vaccines; SARS-Cov-2; VAERS; pharmacovigilance,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't","[MeSH] Adolescent; [MeSH] Humans; [MeSH] Male; [MeSH] Young Adult; [MeSH] COVID-19; [MeSH] COVID-19 Vaccines; [MeSH] Influenza Vaccines; [MeSH] Influenza, Human; [MeSH] Mpox, Monkeypox; [MeSH] Papillomavirus Infections; [MeSH] Papillomavirus Vaccines; [MeSH] Smallpox Vaccine; [MeSH] United States"
36906773,Oral lesions and monkeypox: increasing the need for prevention and access of a novel zoonotic disease - correspondence.,"Madhavan Yasasve, Saravanan Muthupandian, Tsehaye A Dejene","International journal of surgery (London, England). 2023. doi: 10.1097/JS9.0000000000000144..",Yasasve,"International journal of surgery (London, England)",2023,2023/03/01,,,10.1097/JS9.0000000000000144,,"[MeSH] Animals; [MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Zoonoses; [MeSH] Disease Outbreaks",Journal Article,"[MeSH] Animals; [MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Zoonoses; [MeSH] Disease Outbreaks"
37061262,Skin lesion specimens as first choice to detect monkeypox virus.,Ya Bin Zhou,"Lancet (London, England). 2023. doi: 10.1016/S0140-6736(23)00283-0..",Zhou,"Lancet (London, England)",2023,2023/04/15,,,10.1016/S0140-6736(23)00283-0,,"[MeSH] Humans; [MeSH] Monkeypox virus; [MeSH] Mpox, Monkeypox",Letter; Comment,"[MeSH] Humans; [MeSH] Monkeypox virus; [MeSH] Mpox, Monkeypox"
35811013,Monkeypox virus under COVID-19: Caution for sexual transmission - Correspondence.,"Fengya Zhu, Liuying Li, Deya Che","International journal of surgery (London, England). 2022. doi: 10.1016/j.ijsu.2022.106768..",Zhu,"International journal of surgery (London, England)",2022,2022/07/07,,,10.1016/j.ijsu.2022.106768,,"[MeSH] Humans; [MeSH] COVID-19; [MeSH] Disease Outbreaks; [MeSH] Monkeypox virus; [MeSH] Mpox, Monkeypox; [MeSH] Sexually Transmitted Diseases, Viral",Letter,"[MeSH] Humans; [MeSH] COVID-19; [MeSH] Disease Outbreaks; [MeSH] Monkeypox virus; [MeSH] Mpox, Monkeypox; [MeSH] Sexually Transmitted Diseases, Viral"
35993271,Is smallpox vaccination protective against human monkeypox?,"Davide Moschese, Damiano Farinacci, Giacomo Pozza, Arturo Ciccullo, Maria Vittoria Cossu, Andrea Giacomelli, Fabio Borgonovo, Davide Mileto, Rosaria Santangelo, Enrica Tamburrini, Giuliano Rizzardini, Spinello Antinori, Simona Di Giambenedetto",Journal of medical virology. 2022. doi: 10.1002/jmv.28077..,Moschese,Journal of medical virology,2023,2022/09/02,,,10.1002/jmv.28077,,"[MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Smallpox; [MeSH] Monkeypox virus; [MeSH] Vaccination",Letter,"[MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Smallpox; [MeSH] Monkeypox virus; [MeSH] Vaccination"
36681098,GI involvement in monkeypox.,"Hernando Marulanda Fernandez, William Otero Regino",Gastrointestinal endoscopy. 2023. doi: 10.1016/j.gie.2023.01.025..,Fernandez,Gastrointestinal endoscopy,2023,2023/01/19,,,10.1016/j.gie.2023.01.025,,"[MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Disease Outbreaks",Journal Article,"[MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Disease Outbreaks"
36896982,Otolaryngologic manifestations of Mpox: the Atlanta outbreak.,"Kaitlyn A Brooks, Nathaniel S Neptune, Douglas E Mattox",Acta oto-laryngologica. 2023. doi: 10.1080/00016489.2023.2182911..,Brooks,Acta oto-laryngologica,2023,2023/03/10,,,10.1080/00016489.2023.2182911,"BACKGROUND: In 2022, Mpox (MPX) has become clinically relevant as otolaryngologists are evaluating this exotic disease process due to its many otolaryngologic manifestations. AIMS/OBJECTIVE: To characterize our cohort of otolaryngology-relevant MPX confirmed cases. MATERIALS AND METHODS: A descriptive case series was performed via retrospective review. Adult patients who underwent inpatient or emergency department otolaryngology consultation at an Emory University-affiliated tertiary care level hospital for MPX were included. RESULTS: Seven patients (age 18-58 years; median 32 years) were identified. All patients were male. Six patients (86%) were black and six patients (86%) were HIV positive with varied immunocompetence. Otolaryngology was consulted for lymphadenopathy (n = 2), pharyngeal involvement (n = 1), and airway evaluation (n = 4). All 6 patients with active MPX developed the classic rash, which developed after oropharyngeal symptoms in 3 patients. Three patients had laryngeal involvement. CONCLUSION: MPX manifests with symptoms requiring otolaryngology expertise, especially when the airway is involved. Infectious disease consultation is key. Mpox can be identified with a specific constellation of demographic identifiers and physical exam findings, which is key to determining appropriate treatment and protection for the consulting otolaryngologist. SIGNIFICANCE: This is the first otolaryngologic study of Mpox and first description of Mpox laryngeal involvement.",2022 mpox outbreak; Mpox; laryngeal lesions; lymphadenopathy; maculopustular rash; monkeypox; orthopoxvirus; otolaryngology consultation,Journal Article,"[MeSH] Adolescent; [MeSH] Adult; [MeSH] Humans; [MeSH] Male; [MeSH] Middle Aged; [MeSH] Young Adult; [MeSH] Disease Outbreaks; [MeSH] Mpox, Monkeypox; [MeSH] Pharynx; [MeSH] Georgia; [MeSH] Retrospective Studies; [MeSH] Otorhinolaryngologic Diseases"
35922921,Monkeypox - A danger approaching Asia.,"Xiaoning Liu, Zheng Zhu, Qiqi Miao, Jia Wen Lim, Hongzhou Lu",Bioscience trends. 2022. doi: 10.5582/bst.2022.01343..,Liu,Bioscience trends,2022,2022/08/02,,,10.5582/bst.2022.01343,"Since the end of June 2022, there has been a dramatic increase in the number of monkeypox cases worldwide. Given the potential spread of this epidemic, WHO has declared the monkeypox epidemic a global public health emergency. In the face of the changing epidemiology during this monkeypox outbreak, vaccines and preventive measures are being researched around the world in response to this emerging disease. Recently, confirmed cases were reported in South Korea and Japan; as connections between countries around the world resume, imported cases may be inevitable. China is also concerned and prepared for the danger approaching Asia. In response to this risk, China issued the ""Monkeypox Diagnosis and Treatment Guidelines"" and the General Administration of Customs of China announced that travelers from countries reporting monkeypox cases and with suspected symptoms should be identified to customs upon entry. Chinese researchers have recently generated two pseudovirus reference materials for the monkeypox viral wild-type B6R gene and mutant F3L gene. Moreover, monkeypox as a communicable disease can be added to the current COVID-19 tracking system for better surveillance and management.",Asia; monkeypox; preventive measures; vaccine,Journal Article,"[MeSH] Asia; [MeSH] COVID-19; [MeSH] Communicable Diseases, Emerging; [MeSH] Disease Outbreaks; [MeSH] Humans; [MeSH] Mpox, Monkeypox"
36864252,A deep-learning algorithm to classify skin lesions from mpox virus infection.,"Alexander H Thieme, Yuanning Zheng, Gautam Machiraju, Chris Sadee, Mirja Mittermaier, Maximilian Gertler, Jorge L Salinas, Krithika Srinivasan, Prashnna Gyawali, Francisco Carrillo-Perez, Angelo Capodici, Maximilian Uhlig, Daniel Habenicht, Anastassia Löser, Maja Kohler, Maximilian Schuessler, David Kaul, Johannes Gollrad, Jackie Ma, Christoph Lippert, Kendall Billick, Isaac Bogoch, Tina Hernandez-Boussard, Pascal Geldsetzer, Olivier Gevaert",Nature medicine. 2023. doi: 10.1038/s41591-023-02225-7..,Thieme,Nature medicine,2023,2023/03/02,,,10.1038/s41591-023-02225-7,"Undetected infection and delayed isolation of infected individuals are key factors driving the monkeypox virus (now termed mpox virus or MPXV) outbreak. To enable earlier detection of MPXV infection, we developed an image-based deep convolutional neural network (named MPXV-CNN) for the identification of the characteristic skin lesions caused by MPXV. We assembled a dataset of 139,198 skin lesion images, split into training/validation and testing cohorts, comprising non-MPXV images (n = 138,522) from eight dermatological repositories and MPXV images (n = 676) from the scientific literature, news articles, social media and a prospective cohort of the Stanford University Medical Center (n = 63 images from 12 patients, all male). In the validation and testing cohorts, the sensitivity of the MPXV-CNN was 0.83 and 0.91, the specificity was 0.965 and 0.898 and the area under the curve was 0.967 and 0.966, respectively. In the prospective cohort, the sensitivity was 0.89. The classification performance of the MPXV-CNN was robust across various skin tones and body regions. To facilitate the usage of the algorithm, we developed a web-based app by which the MPXV-CNN can be accessed for patient guidance. The capability of the MPXV-CNN for identifying MPXV lesions has the potential to aid in MPXV outbreak mitigation.","[MeSH] Humans; [MeSH] Male; [MeSH] Mpox, Monkeypox; [MeSH] Deep Learning; [MeSH] Prospective Studies; [MeSH] Monkeypox virus; [MeSH] Algorithms","Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't","[MeSH] Humans; [MeSH] Male; [MeSH] Mpox, Monkeypox; [MeSH] Deep Learning; [MeSH] Prospective Studies; [MeSH] Monkeypox virus; [MeSH] Algorithms"
39599851,Mpox Resurgence: A Multifaceted Analysis for Global Preparedness.,"Fatouma Mohamed Abdoul-Latif, Ayoub Ainane, Houda Mohamed, Ali Merito Ali, Ibrahim Houmed Aboubaker, Pannaga Pavan Jutur, Tarik Ainane",Viruses. 2024. doi: 10.3390/v16111737..,Mohamed,Viruses,2024,2024/11/05,,,10.3390/v16111737,"This study provides an in-depth analysis of mpox, encompassing its history, characteristics, epidemiology, diagnostics, treatment options, and the ongoing evolution of the virus and its transmission dynamics. Mpox, though once successfully eradicated, has re-emerged with new modes of transmission and a broader host range. Genomic analyses have revealed the virus's adaptability, posing challenges for diagnostics and vaccine efficacy. The epidemiology has shifted from sporadic zoonotic transmission in rural Africa to a significant presence in urban areas, particularly impacting high-risk populations. Advancements in diagnostics and therapeutics offer hope, but challenges persist. This work underscores the critical need for enhanced surveillance, vaccination strategies, and continued research to bolster global health systems and preparedness for future outbreaks.",antiviral therapy; diagnostics; epidemiology; mpox (MPXV); public health; vaccination,Journal Article; Review,"[MeSH] Humans; [MeSH] Animals; [MeSH] Disease Outbreaks; [MeSH] Global Health; [MeSH] Zoonoses; [MeSH] Mpox, Monkeypox; [MeSH] Communicable Diseases, Emerging; [MeSH] Monkeypox virus"
