PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Abstract,Keywords
36591724,An immunoinformatic approach towards development of a potent and effective multi-epitope vaccine against monkeypox virus (MPXV).,"Sarbani Mishra, Madhusmita Rout, Sunita Panda, Susheel Kumar Singh, Rohan Sinha, Budheswar Dehury, Sanghamitra Pati",Journal of biomolecular structure & dynamics. 2023. doi: 10.1080/07391102.2022.2163426..,Mishra,Journal of biomolecular structure & dynamics,2023,2023/01/02,,,10.1080/07391102.2022.2163426,"Monkeypox is a viral zoonotic disease, often transmitted to humans from animals. While the whole world is haggling with the COVID-19 pandemic, the emergence of the monkeypox virus (MPXV) arose as a new challenge to mankind. Till date, numerous cases related to the MPXV have been reported in several countries across the globe, but, its momentary distribution in the current time has left everyone in fright with increasing mortality and limited clinically approved treatments. Therefore, it is of immense importance to develop a potent and highly effective vaccine capable of inducing desired immunogenic responses against the highly contagious MPXV. Herein, using various immunoinformatic and computational biology tools, we made an attempt to develop a multi-epitope vaccine construct against the MPXV which is antigenic, non-allergen and non-toxic in nature and capable of exhibiting immunogenic behavior. The sequence of vaccine construct was designed using the proposed 4 MHC-I, 3 MHC-II and 4 B-cell epitopes linked with suitable adjuvant and linkers. The modeled structure of the vaccine construct was used to assess its interaction with the Toll-like Receptor 4 (TLR4) using ClusPro and HADDOCK. All-atoms molecular dynamics simulation of the MPXV vaccine construct-TLR4 complex followed by a high level of gene expression of the construct within the bacterial system affirmed its stability along with induction of immunogenic response within the host cell. Altogether, our immunoinformatic approach aid in the development of a stable chimeric vaccine construct against MPXV and needs further experimental validation for its immunological relevance and usefulness as a vaccine candidate.Communicated by Ramaswamy H. Sarma.",B cell epitopes; Molecular dynamics simulation; Monkeypox virus; Toll like Receptor 4 (TLR4); computational biology; vaccine; viral zoonotic disease
36381620,"Human Monkeypox in People With HIV: Transmission, Clinical Features, and Outcome.","María Jesús Vivancos-Gallego, Matilde Sánchez-Conde, Mario Rodríguez-Domínguez, Pablo Fernandez-Gonzalez, Laura Martínez-García, Emilio Garcia-Mouronte, Javier Martínez-Sanz, Ana María Moreno-Zamora, Jose Luis Casado, Raquel Ron, Juan Carlos Galán, María Jesús Pérez-Elías, Santiago Moreno",Open forum infectious diseases. 2022. doi: 10.1093/ofid/ofac557..,Vivancos-Gallego,Open forum infectious diseases,2022,2022/10/19,,,10.1093/ofid/ofac557,"We describe the first 25 persons with HIV diagnosed with human monkeypox virus (MPXV) in our hospital in an ongoing outbreak in Spain. Proctitis was the predominant finding in 52%, and MPXV DNA was detected in rectal swabs from 90%. Proctitis and demonstration of MPXV in rectal swabs support the sexual transmission of MPXV.",HIV; clinical characteristics; human monkeypox; outcome; sexually transmitted infections; transmission
37867205,"Human monkeypox: An updated appraisal on epidemiology, evolution, pathogenesis, clinical manifestations, and treatment strategies.","Mohammad Ejaz, Momina Jabeen, Mehmoona Sharif, Muhammad Ali Syed, Pir T Shah, Rani Faryal",Journal of basic microbiology. 2023. doi: 10.1002/jobm.202300455..,Ejaz,Journal of basic microbiology,2024,2023/10/22,,,10.1002/jobm.202300455,"Monkeypox (Mpox) is a zoonotic viral disease caused by the monkeypox virus (MPXV), a member of the Orthopoxvirus genus. The recent occurrence of Mpox infections has become a significant global issue in recent months. Despite being an old disease with a low mortality rate, the ongoing multicountry outbreak is atypical due to its occurrence in nonendemic countries. The current review encompasses a comprehensive analysis of the literature pertaining to MPXV, with the aim of consolidating the existing data on the virus's epidemiological, biological, and clinical characteristics, as well as vaccination and treatment regimens against the virus.",Orthopoxvirus; clinical manifestations; global health; monkeypox; zoonosis
38146310,"The Global Health Threat of Monkeypox Virus: Understanding Its Biology, Transmission, and Potential Therapeutic Interventions.","Yan He, Ying Tang, Caiyun Wang, Zilie Zhou, Wei Li, Man Tian",Infection and drug resistance. 2023. doi: 10.2147/IDR.S438725..,He,Infection and drug resistance,2023,2023/12/21,,,10.2147/IDR.S438725,"Monkeypox virus (MPXV), a member of the Orthopoxvirus genus, shares its genus with Variola virus (VARV), the causative agent of smallpox, and Vaccinia virus (VACV), used for smallpox vaccination. While smallpox has been eradicated, MPXV and related poxviruses continue to pose a global health threat. Monkeypox (Mpox), similar in clinical presentation to smallpox but milder, is endemic in Central and West Africa. Sporadic outbreaks emphasize the potential for wider dissemination. Understanding their biology, transmission, immune evasion, and clinical features informs disease control strategies. The intersection of medical innovation and biotechnology with poxviruses underscores their importance in both disease and scientific advancement. Further research is essential to enhance prevention, management, and therapeutic interventions for these viruses.",biology; biotechnology; epidemiology; monkeypox; poxviruses; vaccines and antivirals
36708091,"Transmission of monkeypox/mpox virus: A narrative review of environmental, viral, host, and population factors in relation to the 2022 international outbreak.","Daniel Pan, Joshua Nazareth, Shirley Sze, Christopher A Martin, Jonathan Decker, Eve Fletcher, T Déirdre Hollingsworth, Michael R Barer, Manish Pareek, Julian W Tang",Journal of medical virology. 2023. doi: 10.1002/jmv.28534..,Pan,Journal of medical virology,2023,2023/02/01,,,10.1002/jmv.28534,"Monkeypox virus (MPXV) has spread globally. Emerging studies have now provided evidence regarding MPXV transmission, that can inform rational evidence-based policies and reduce misinformation on this topic. We aimed to review the evidence on transmission of the virus. Real-world studies have isolated viable viruses from high-touch surfaces for as long as 15 days. Strong evidence suggests that the current circulating monkeypox (mpox) has evolved from previous outbreaks outside of Africa, but it is yet unknown whether these mutations may lead to an inherently increased infectivity of the virus. Strong evidence also suggests that the main route of current MPXV transmission is sexual; through either close contact or directly, with detection of culturable virus in saliva, nasopharynx, and sperm for prolonged periods and the presence of rashes mainly in genital areas. The milder clinical presentations and the potential presence of presymptomatic transmission in the current circulating variant compared to previous clades, as well as the dominance of spread amongst men who have sex with men (MSMs) suggests that mpox has a developed distinct clinical phenotype that has increased its transmissibility. Increased public awareness of MPXV transmission modalities may lead to earlier detection of the spillover of new cases into other groups.",monkeypox; mpox; sexual contact; transmission; viral load
41673447,Enhanced virulence of mpox virus clade Ib over clade IIb in the CAST/EiJ mouse model.,"Alazne R Unanue, Rocío Martín, Carolina Sánchez, Isabel Alonso-Sánchez, Ana Moraga-Quintanilla, Laura Fernandez Del Ama, Pedro J Sánchez-Cordón, Antonio Alcamí, Bruno Hernáez",Communications biology. 2026. doi: 10.1038/s42003-026-09701-z..,Unanue,Communications biology,2026,2026/02/11,,,10.1038/s42003-026-09701-z,"The recently emerged clade Ib of mpox virus (MPXV) is spreading rapidly across Central and West Africa raising concerns about its potential virulence. Similar to clade IIb lineage B.1, which was responsible for the 2022 global outbreak, clade Ib exhibits sustained human-to-human transmission and a pattern of APOBEC3-associated genomic mutations. Here, we show that clade Ib displays enhanced long-range spreading in cell culture compared to clade IIb. Additionally, using the CAST mouse model, we show that clade Ib exhibits a higher level of virulence compared to the markedly attenuated clade IIb. Clade Ib leads to significant weight loss and high mortality in animals following both intraperitoneal and intranasal challenge. Histopathological analysis revealed more severe and extensive lung lesions in clade Ib-infected animals, accompanied by a broader distribution of viral antigens. Moreover, clade Ib, unlike IIb, disseminated efficiently to internal organs. These findings indicate that clade Ib MPXV has not undergone attenuation after human-to-human transmission to the extent observed in clade IIb and underscore the need for surveillance and preparedness against new emerging MPXV lineages.","[MeSH] Animals; [MeSH] Mice; [MeSH] Virulence; [MeSH] Disease Models, Animal; [MeSH] Mpox, Monkeypox; [MeSH] Humans; [MeSH] Female; [MeSH] Monkeypox virus"
36115792,A brief on new waves of monkeypox and vaccines and antiviral drugs for monkeypox.,"Yuan-Pin Hung, Ching-Chi Lee, Jen-Chieh Lee, Chun-Wei Chiu, Po-Ren Hsueh, Wen-Chien Ko","Journal of microbiology, immunology, and infection = Wei mian yu gan ran za zhi. 2022. doi: 10.1016/j.jmii.2022.08.016..",Hung,"Journal of microbiology, immunology, and infection = Wei mian yu gan ran za zhi",2022,2022/09/06,,,10.1016/j.jmii.2022.08.016,"Monkeypox virus (MPXV), genetic closely linked to the notorious variola (smallpox) virus, currently causes several clusters and outbreaks in the areas outside Africa and is noted to be phylogenetically related to the West African clade. To prepare for the upsurge of the cases of monkeypox in the Europe and North America, two vaccines, Jynneos® in the U.S. (Imvamune® in Canada or Imvanex® in the Europe) and ACAM2000® (Acambis, Inc.) initially developed in the smallpox eradication program, can provide protective immunity to monkeypox, and their production and availability are rapidly scaled up in the response to the emerging threat. So far, these two vaccines are recommended for people at a high risk for monkeypox, instead of universal vaccination. Tecovirimat, an inhibitor of extracellular virus formation, and brincidofovir, a lipid conjugate of cidofovir, both are in vitro and in vivo active against MPXV, and are suggested for immunocompromised persons, who are at risk to develop severe diseases. However, current general consensus in the response to the monkeypox outbreak among public health systems is early identification and isolation of infected patients to prevent its spread.",ACAM2000; Brincidofovir; Jynneostm; Monkeypox; Smallpox; Tecovirimat
36286200,Monkeypox: From A Neglected Tropical Disease to a Public Health Threat.,"Francisco Antunes, Rita Cordeiro, Ana Virgolino",Infectious disease reports. 2022. doi: 10.3390/idr14050079..,Antunes,Infectious disease reports,2022,2022/09/30,,,10.3390/idr14050079,"Since the first case of human monkeypox was diagnosed in 1970, the disease remained endemic in several countries in West and Central Africa. In 1996, there was a sudden increase in cases in the Democratic Republic of Congo (DRC), and since 2017 an ongoing outbreak in Nigeria took place, probably related to the population growth, human invasion of MPXV animal habitat reservoirs, and the waning of the cross-protection offered from smallpox immunization, later ending in 1980. Since May 2022, an unprecedented outbreak of human monkeypox has rapidly spread around the world, outside endemic regions of Africa, through new modes of transmission, showing differences in clinical features compared with previous reports. The 2022 MPXV strain belongs to the clade of West Africa but diverges from the original strain, making the virus more transmissible. The authors review the main milestones in more than 50 years of history of human monkeypox, from a rare viral zoonotic infection to a public health emergency.",2022 outbreak; West and Central Africa; emerging infectious diseases; monkeypox virus; zoonosis
37112885,Monkeypox Virus in Animals: Current Knowledge of Viral Transmission and Pathogenesis in Wild Animal Reservoirs and Captive Animal Models.,"Elizabeth A Falendysz, Juan G Lopera, Tonie E Rocke, Jorge E Osorio",Viruses. 2023. doi: 10.3390/v15040905..,Falendysz,Viruses,2023,2023/03/31,,,10.3390/v15040905,"Mpox, formerly called monkeypox, is now the most serious orthopoxvirus (OPXV) infection in humans. This zoonotic disease has been gradually re-emerging in humans with an increasing frequency of cases found in endemic areas, as well as an escalating frequency and size of epidemics outside of endemic areas in Africa. Currently, the largest known mpox epidemic is spreading throughout the world, with over 85,650 cases to date, mostly in Europe and North America. These increased endemic cases and epidemics are likely driven primarily by decreasing global immunity to OPXVs, along with other possible causes. The current unprecedented global outbreak of mpox has demonstrated higher numbers of human cases and greater human-to-human transmission than previously documented, necessitating an urgent need to better understand this disease in humans and animals. Monkeypox virus (MPXV) infections in animals, both naturally occurring and experimental, have provided critical information about the routes of transmission; the viral pathogenicity factors; the methods of control, such as vaccination and antivirals; the disease ecology in reservoir host species; and the conservation impacts on wildlife species. This review briefly described the epidemiology and transmission of MPXV between animals and humans and summarizes past studies on the ecology of MPXV in wild animals and experimental studies in captive animal models, with a focus on how animal infections have informed knowledge concerning various aspects of this pathogen. Knowledge gaps were highlighted in areas where future research, both in captive and free-ranging animals, could inform efforts to understand and control this disease in both humans and animals.",MPXV; monkeypox; mpox; orthopoxvirus; wildlife; zoonosis
38836166,"Insights into the Transmission, Host Range, Genomics, Vaccination, and Current Epidemiology of the Monkeypox Virus.","Yusha Araf, Jannatul Ferdous Nipa, Sabekun Naher, Sumaiya Tasnim Maliha, Hasanur Rahman, Kazi Ifthi Arafat, Mohammad Raguib Munif, Md Jamal Uddin, Nurejunnati Jeba, Sukumar Saha, Jingbo Zhai, S M Nazmul Hasan, Mengzhou Xue, Md Golzar Hossain, Chunfu Zheng",Veterinary medicine international. 2024. doi: 10.1155/2024/8839830..,Araf,Veterinary medicine international,2024,2024/05/28,,,10.1155/2024/8839830,"This review delves into the historical context, current epidemiological landscape, genomics, and pathobiology of monkeypox virus (MPXV). Furthermore, it elucidates the present vaccination status and strategies to curb the spread of monkeypox. Monkeypox, caused by the Orthopoxvirus known as MPXV, is a zoonotic ailment. MPXV can be transmitted from person to person through respiratory droplets during prolonged face-to-face interactions. While many cases of monkeypox are self-limiting, vulnerable groups such as young children, pregnant women, and immunocompromised individuals may experience severe manifestations. Diagnosis predominantly relies on clinical presentations, complemented by laboratory techniques like RT-PCR. Although treatment is often not required, severe cases necessitate antiviral medications like tecovirimat, cidofovir, and brincidofovir. Vaccination, particularly using the smallpox vaccine, has proven instrumental in outbreak control, exhibiting an efficacy of at least 85% against mpox as evidenced by data from Africa. Mitigating transmission requires measures like wearing surgical masks, adequately covering skin lesions, and avoiding handling wild animals.",
41563478,"Monkey pox (Mpox): pathogenesis, genetic shifts, vaccination strategies and clinical insights.","Faiz Ahmad, Bikash Kumar Sah, Milad Zandi, Lal Krishna, Ankit Kumar, Sachin Kumar Singh, Kamal Dua, Rajesh Kumar, Pritam Mondal",Archives of microbiology. 2026. doi: 10.1007/s00203-025-04695-4..,Ahmad,Archives of microbiology,2026,2026/01/21,,,10.1007/s00203-025-04695-4,"Monkeypox (mpox) is an emerging orthopoxviral disease that has re-emerged globally since 2022, with over 163,000 confirmed cases reported across multiple World Health Organization regions. Mpox has two large clades; Clade I which is mostly related to Central Africa and more severe disease and Clade II which has caused recent multinational outbreaks and is represented by the B.1 lineage. This review is an overview of the existing findings on the pathogenesis of mpox, viral evolution, immune evasion strategies, and the protective efficacy of smallpox and third-generation mpox vaccines based on epidemiological, clinical, immunological, and vaccine-related literature published in leading biomedical databases. Recent evidence suggests that mpox has several immune evasion mechanisms that interrupt innate and cellular immune responses, allowing prolonged human-to-human infection. High risks populations are disproportionately affected by the disease especially men who have sex with men and people living with HIV who become more susceptible, and severity of the disease worsens. Previous smallpox vaccination offers a significant level of cross-protective immunity, with aggregate evidence indicating that it offers protection of about 80 percent and a considerably lower risk of becoming infected. Third-generation vaccines such as MVA-BN/JYNNEOS, are showing good safety profiles, moderate to high efficacy in comparison to older vaccines like the ACAM2000, with other platforms being under clinical development. Knowledge of clade-specific viral evolution, immune resistance and vaccine efficacy is crucial to the optimization of vaccination response, the prioritization of susceptible population, and preparedness to future outbreaks of ortho poxvirus.",Disease outbreak; Epidemiology; Monkeypox virus (mpox); Smallpox vaccine; Virus genetics; Virus pathogenesis
36059149,Clinical characteristics of monkeypox virus infections among men with and without HIV: A large outbreak cohort in Germany.,"Christian Hoffmann, Heiko Jessen, Christoph Wyen, Stephan Grunwald, Sebastian Noe, Jörn Teichmann, Anja-Sophie Krauss, Henning Kolarikal, Stefan Scholten, Christoph Schuler, Markus Bickel, Clemens Roll, Peter Kreckel, Siegfried Köppe, Matthias Straub, Gerd Klausen, Johannes Lenz, Stefan Esser, Björn Jensen, Michael Rausch, Stefan Unger, Ramona Pauli, Georg Härter, Matthias Müller, Anja Masuhr, Guido Schäfer, Ulrich Seybold, Sven Schellberg, Jochen Schneider, Malte Benedikt Monin, Eva Wolf, Christoph D Spinner, Christoph Boesecke",HIV medicine. 2022. doi: 10.1111/hiv.13378..,Hoffmann,HIV medicine,2023,2022/09/04,,,10.1111/hiv.13378,"BACKGROUND: Since May 2022, increasing numbers of monkeypox virus (MPXV) infections have been reported from across Europe and North America. Studies, mainly from Africa, have suggested a higher risk for severe MPXV cases in people living with HIV. METHODS: This was a retrospective study of all confirmed MPXV infections observed in the participating centres since 19 May 2022. We conducted a chart review to evaluate clinical characteristics, comorbidities, and coinfections, including HIV, viral hepatitis, and sexually transmitted infections (STIs). RESULTS: By 30 June 2022, a total of 546 MPXV infections were reported from 42 German centres. All patients were men who have sex with men (MSM), of whom 256 (46.9%) were living with HIV, mostly with a preserved immune system and with viral suppression. In total, 232 (42.5%) MSM were also taking HIV pre-exposure prophylaxis (PrEP) and 58 (10.6%) MSM had no known HIV infection or PrEP use. The median age was 39 years (range 20-67), and comorbidities were rare. However, 52.4% and 29.4% of all patients had been diagnosed with at least one STI within the last 6 months or within the last 4 weeks, respectively. The most frequent localizations of MPXV infection were genital (49.9%) and anal (47.9%), whereas fever (53.2%) and lymphadenopathy (42.6%) were the most frequent general symptoms. The hospitalization rate was low (4.0%), and no fatal course was observed. The clinical picture showed no apparent differences between MSM with or without HIV. CONCLUSIONS: In this preliminary cohort analysis from a current large outbreak among MSM in Germany, the clinical picture of MPXV infection did not differ between MSM with and without HIV infection. Severe courses were rare and hospitalization rates were low. However, most patients were relatively healthy, and only a few people living with HIV were viremic or severely immunosuppressed.",MPXV infection; lymphadenopathy; monkeypox
39371169,"First imported Cases of MPXV Clade Ib in Goma, Democratic Republic of the Congo: Implications for Global Surveillance and Transmission Dynamics.","Daniel Mukadi-Bamuleka, Eddy Kinganda-Lusamaki, Noella Mulopo-Mukanya, Adrienne Amuri-Aziza, Áine O'Toole, Brigitte Modadra-Madakpa, Guy Mutombo Ndongala, Emmanuel Hasivirwe Vakaniaki, Sydney Merritt, Cris Kacita, Gaston Lubambo Maboko, Jean-Claude Makangara-Cigolo, Michel Ngimba, Emmanuel Lokilo, Elisabeth Pukuta-Simbu, Gradi Luakanda, Tavia Bodisa-Matamu, Zephanie Paluku Kalimuli, Prince Akil-Bandali, Sifa Kavira, Daan Jansen, Adèle Kavira Kamaliro, Emile Muhindo-Milonde, Jeriel Mufungizi, Yves Birindwa Hamisi, Hugo Kavunga, Olivier Tshiani, Sabin S Nundu, Laurens Liesenborghs, Nicole A Hoff, Jean Nachega, Robert Shongo, Ahidjo Ayouba, Genay Pilarowski, Alain Kakule Mangolopa, Amos Kiuka Ebondo, Nicola Low, Souradet Y Shaw, Sam Wilkinson, Sofonias Kifle Tessema, Lorenzo Subissi, Eric Delaporte, Koen Vercauteren, Tony Wawina-Bokalanga, Anne W Rimoin, Martine Peeters, Nicholas Loman, Andrew Rambaut, Jean-Jacques Muyembe-Tamfum, Lisa E Hensley, Jason Kindrachuk, Placide Mbala-Kingebeni, Steve Ahuka-Mundeke",medRxiv : the preprint server for health sciences. 2024. doi: 10.1101/2024.09.12.24313188..,Mukadi-Bamuleka,medRxiv : the preprint server for health sciences,2024,2024/09/16,,,10.1101/2024.09.12.24313188,"The ongoing national mpox outbreak in the Democratic Republic of the Congo has resulted in more >30,000 suspected cases in the country from January 2023 to August 2024. While these historic case totals have been driven by primarily by zoonosis, the emergence of Clade Ib monkeypox virus (MPXV), which is connected to more sustained human-to-human transmission, has been associated with increasing public health impacts in eastern DRC. First identified in South Kivu province, Clade Ib MPXV has been identified in multiple non-endemic East African countries for the first time. In DRC, there have been concerns over broader Clade Ib expansion in the country that could further complicate containment and mitigation responses. Here, we report the first introductions of Clade Ib into North Kivu province, including within internal displacement camps, with suspected close contact transmission that includes non-intimate contacts and children. These findings demonstrate that mpox case investigations and community messaging campaigns should include considerations for non-sexual contact-mediated transmission of Clade Ib that includes children <15 years.",Goma; Monkeypox virus; Mpox; cross-border transmission; epidemic spread; phylogenetics; sexual transmission
39034190,Emergence of monkeypox virus in central Argentina: Epidemiological features and first complete genome sequences in the country.,"Gonzalo M Castro, Paola E Sicilia, Ana Willington, Laura López, Tomás Poklepovich, Josefina Campos, María G Barbás",Revista Argentina de microbiologia. 2024. doi: 10.1016/j.ram.2024.05.003..,Castro,Revista Argentina de microbiologia,2024,2024/07/20,,,10.1016/j.ram.2024.05.003,"Monkeypox (Mpox) is a zoonotic disease caused by the monkeypox virus (MPXV). MPXV can be transmitted by close contact with lesions, body fluids, respiratory droplets, and contaminated materials. A new pattern of spread among sexual networks has been recently described. The present work aimed to report the epidemiological and genomic characterization of the 2022 MPXV outbreak in central Argentina. A total of 113 scabs and/or lesion swab specimens were studied. MPXV infection was confirmed in 46.0% of the studied patients, all of whom were men. Varicella-zoster virus infection was the most frequent differential diagnosis. Eight complete viral genomes were obtained by next-generation sequencing. The Argentinian sequences were grouped intermingled with other sequences from the 2022 MPXV outbreak, related to samples from the USA, Europe, and Peru. Taken together, our study provided an initial assessment of the genetic and epidemiological characteristics of the 2022 MPXV outbreak in Córdoba, Argentina.",Argentina; Epidemiology; Epidemiología; Mpox virus; Next-generation sequencing; Secuenciación de última generación; Viruela del mono
38567460,"Investigation of an Mpox Outbreak Affecting Many Vaccinated Persons in Chicago, Illinois-March 2023-June 2023.","Emily A G Faherty, Taylor Holly, Yasmin P Ogale, Hillary Spencer, Ashley M Becht, Gordon Crisler, Michael Wasz, Patrick Stonehouse, Hannah J Barbian, Christy Zelinski, Alyse Kittner, Dorothy Foulkes, Kendall W Anderson, Tiffany Evans, Lavinia Nicolae, Amber Staton, Carla Hardnett, Michael B Townsend, William C Carson, Panayampalli S Satheshkumar, Christina L Hutson, Crystal M Gigante, Laura A S Quilter, Susan Gorman, Brian Borah, Stephanie R Black, Massimo Pacilli, David Kern, Janna Kerins, Andrea M McCollum, Agam K Rao, Irina Tabidze",Clinical infectious diseases : an official publication of the Infectious Diseases Society of America. 2024. doi: 10.1093/cid/ciae181..,Faherty,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2024,2024/07/19,,,10.1093/cid/ciae181,"BACKGROUND: After months of few mpox cases, an increase in cases was reported in Chicago during May 2023, predominantly among fully vaccinated (FV) patients. We investigated the outbreak scope, differences between vaccinated and unvaccinated patients, and hypotheses for monkeypox virus (MPXV) infection after vaccination. METHODS: We interviewed patients and reviewed medical records to assess demographic, behavioral, and clinical characteristics; mpox vaccine status; and vaccine administration routes. We evaluated serum antibody levels after infection and compared patient viral genomes with MPXV sequences in available databases. We discussed potential vaccine compromise with partners who manufactured, handled, and administered the vaccine associated with breakthrough infections. RESULTS: During 18 March-27 June 2023, we identified 49 mpox cases; 57% of these mpox patients were FV. FV patients received both JYNNEOS doses subcutaneously (57%), intradermally (7%), or via heterologous administration (36%). FV patients had more median sex partners (3; interquartile range [IQR] = 1-4) versus not fully vaccinated patients (1; IQR = 1-2). Thirty-six of 37 sequenced specimens belonged to lineage B.1.20 of clade IIb MPXV, which did not demonstrate any amino acid changes relative to B.1, the predominant lineage from May 2022. Vaccinated patients demonstrated expected humoral antibody responses; none were hospitalized. No vaccine storage excursions were identified. Approximately 63% of people at risk for mpox in Chicago were FV during this period. CONCLUSIONS: Our investigation indicated that cases were likely due to frequent behaviors associated with mpox transmission, even with relatively high vaccine effectiveness and vaccine coverage. Cases after vaccination might occur in similar populations.",monkeypox virus; mpox; outbreak; vaccination
38979508,"Clinical characteristics, viral dynamics, and antibody response of monkeypox virus infections among men with and without HIV infection in Guangzhou, China.","Huiqin Yang, Xiaoqing Xie, Mou Zeng, Yinghui Cao, Qinghong Fan, Mengling Jiang, Chunliang Lei, Jian Wang, Feng Li, Xiaoping Tang, Haisheng Yu, Linghua Li",Frontiers in cellular and infection microbiology. 2024. doi: 10.3389/fcimb.2024.1412753..,Yang,Frontiers in cellular and infection microbiology,2024,2024/06/24,,,10.3389/fcimb.2024.1412753,"BACKGROUND: Monkeypox virus (MPXV) is spreading globally and nearly half of the infected people were human immunodeficiency virus (HIV) positive. Therefore, an in-depth understanding of the effects of HIV infection on the outcomes of MPXV infection is urgently needed. This study aimed to explore the clinical features, viral dynamics, and antibody response to MPXV infections in men who had sex with men (MSM) with and without HIV co-infection. DESIGN OR METHODS: MPXV-infected patients diagnosed by PCR were recruited in this study and were divided into MPXV and MPXV + HIV groups based on whether they were co-infected with HIV. Clinical data and samples were collected during of the hospital stay and follow up interviews. The symptoms and signs, laboratory examinations, viral shedding in various body fluids or swabs, antibody dynamics were tracked and compared between the two groups. RESULTS: A total of 41 MPXV patients were recruited through June 2023 to September 2023 in Guangzhou. The MPXV group and MPXV + HIV group comprised 20 and 21 MSM, respectively. Patients in the two groups exhibited similar clinical characteristics except for pruritus and eschar, both were significantly fewer in MPXV + HIV group than in MPXV only group. Among the 355 clinical samples collected, MPXV DNA was detected in 100% of scabs, 97.4% of skin swabs, and 92.3% of exudate swabs from lesions, while the positive rate was 87.5% from oropharyngeal swabs, 59% from saliva, 51.3% from anal swabs, 50% from feces, 30.6% from urine samples, 37.5% of semen, and 28.2% from sera. Dynamics analysis revealed that viral DNA was undetectable in most patients 20 days after symptom onset. IgM and IgG antibodies to MPXV were detected in all patients with 3-5 days earlier in the MPXV group than in the MPXV + HIV group. CONCLUSION: This cohort analysis based on a large outbreak among MSM in Guangzhou indicated no obvious differences in clinical symptoms, viral DNA data, but antibody responses were 3-5 days later in mpox patients with HIV infection.",HIV; clinical specimens; men who had sex with men (MSM); monkeypox virus; viral load kinetics
40107344,The first reported case of monkeypox virus clade Ⅰb infection in china-clinical presentation and epidemiologic implications.,"Weizhe Pan, Rui Ge, Guoying Zhu, Yangyang Tian, Yong Yan, Xiaofei Fu, Wei Jiang, Dongfang Zhong, Zhongwen Chen",International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases. 2025. doi: 10.1016/j.ijid.2025.107881..,Pan,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,2025,2025/03/18,,,10.1016/j.ijid.2025.107881,"Recently, Monkeypox Virus (MPXV) clade Ib has caused serious health hazards in several countries. Herein, we report the first case of a clade Ib MPXV infection in China. MPXV was detected in a 28-year-old female on January 2, 2025. Whole-genome sequencing analysis revealed the strain to be clade Ib. The case presented with headache and disseminated rashes, with symptoms resolving symptomatic treatment and scabs shedding prior to discharge. Epidemiological studies and laboratory tests suggested transmission through close contact with a man who recently came from the Democratic Republic of Congo. Significantly, although some environmental samples tested positive, all contacts reminded negative, indicating that absence of secondary transmission. Furthermore, the clinical presentation of this case showed different manifestations from clade IIb MPXV infections. Epidemiological patterns also suggested sexual transmission served as the predominant route for clade Ib MPXV spread. These findings provide critical insights to enhance early detection strategies and inform targeted intervention measures aimed at curbing disease progression while mitigating risks of wider community spread.",Case Report; Communicable Diseases; Monkeypox Virus; Viral infection
36740013,Epidemiologic characteristics and clinical features of patients with monkeypox virus infection from a hospital in Peru between July and September 2022.,"Moisés Sihuincha Maldonado, Aldo Javier Lucchetti, Raisa Alessandra Paredes Pacheco, Leonel Christian Martínez Cevallos, Enrique Uless Zumaeta Saavedra, Lourdes Renatta Ponce Zapata, Fernando Alonso Lizarbe Huayta, Eduardo Demetrio Matos Prado",International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases. 2023. doi: 10.1016/j.ijid.2023.01.045..,Sihuincha,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,2023,2023/02/04,,,10.1016/j.ijid.2023.01.045,"OBJECTIVES: Monkeypox (Mpox) recent outbreak has changed in terms of predominant transmission route and typical presentation. Describing current epidemiological and clinical characteristics is crucial to identifying cases and halting transmission. METHODS: An observational study was conducted at a Peruvian tertiary-level hospital and included all individuals with Mpox virus infection between July 01 and September 03, 2022. RESULTS: Among 205 confirmed cases, 99% (202/205) were men, 94% (192/205) were men who have sex with men or bisexual, and 66% (136/205) were living with HIV. Regarding sexual behavior, 87% (179/205) had a sexual encounter 21 days before consultation, although only 8% (17/205) identified sexual contact with a Mpox confirmed case; 65% (133/205) had sexual intercourse with casual partners, 55% (112/205) reported a last sexual partner unknown, and 21.5% (44/205) continued having sexual intercourse with symptoms. Systemic symptoms were fever (162/205, 79%), malaise (123/205, 60%), headache (119/205, 58%), fatigue (105/205, 52%), and lymphadenopathy (111/205, 54%). The distribution of skin lesions was generalized (166/205, 81%), located in the anogenital area (160/205, 78%), polymorphic (174/205, 85%), and it was the first symptom identified in 46% (94/205) of cases. Overall, 10% (21/205) required hospitalization, of whom 85.7% (18/205) have HIV infection. Complications included bacterial superinfection (n = 18), proctitis (n = 6), balanitis (n = 4), and necrosis of skin lesions (n = 3). CONCLUSION: In 2022, Mpox mainly affects men who have sex with men and People living with HIV/AIDS. It presents with skin lesions localized to the anogenital area and can lead to severe complications requiring hospitalization.",Disease outbreak; Human monkeypox; MSM; Men who have sex with men; Monkeypox virus
