PMID,is_ground_truth,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Abstract,Keywords,pub_types,mesh_terms,screening_stage,screening_mode,prompt_tokens,completion_tokens,total_tokens,wall_time_ms,llm_suggest,overall_score,overall_justification,disease_score,disease_justification,population_score,population_justification,location_score,location_justification,evidence_score,evidence_justification,parameter_score,parameter_justification,fulltext_status,fulltext_path,fulltext_eligible
38781950,,Incubation Period and Serial Interval of Mpox in 2022 Global Outbreak Compared with Historical Estimates.,"Luis Ponce, Natalie M Linton, Wu Han Toh, Hao-Yuan Cheng, Robin N Thompson, Andrei R Akhmetzhanov, Jonathan Dushoff",Emerging infectious diseases. 2024. doi: 10.3201/eid3006.231095..,Ponce,Emerging infectious diseases,2024,2024/06/01,,,10.3201/eid3006.231095,"Understanding changes in the transmission dynamics of mpox requires comparing recent estimates of key epidemiologic parameters with historical data. We derived historical estimates for the incubation period and serial interval for mpox and contrasted them with pooled estimates from the 2022 outbreak. Our findings show the pooled mean infection-to-onset incubation period was 8.1 days for the 2022 outbreak and 8.2 days historically, indicating the incubation periods remained relatively consistent over time, despite a shift in the major mode of transmission. However, we estimated the onset-to-onset serial interval at 8.7 days using 2022 data, compared with 14.2 days using historical data. Although the reason for this shortening of the serial interval is unclear, it may be because of increased public health interventions or a shift in the mode of transmission. Recognizing such temporal shifts is essential for informed response strategies, and public health measures remain crucial for controlling mpox and similar future outbreaks.",global outbreak; incubation period; monkeypox virus; mpox; rash; serial interval; viruses,Journal Article; Historical Article,"[MeSH] Humans; [MeSH] Disease Outbreaks; [MeSH] Infectious Disease Incubation Period; [MeSH] Mpox, Monkeypox; [MeSH] History, 21st Century; [MeSH] Global Health",title_abstract,strict,963,1094,2057,42205.7,strong_candidate,4,"This study is highly relevant. It explicitly investigates the incubation period and serial interval of mpox in a human population during a global outbreak, using original empirical data analysis. The title, abstract, keywords, and MeSH terms all align perfectly with the research question.",4,"The title, abstract, and keywords explicitly mention mpox, monkeypox virus, and MPXV. The study is entirely focused on mpox transmission dynamics.",4,"The MeSH term 'Humans' is present, and the context of a 'global outbreak' clearly implies a human population study.",3,"The abstract mentions the '2022 global outbreak' and 'Global Health', indicating a real-world, multi-country field context rather than a purely theoretical or laboratory setting.",4,"The abstract states the authors 'derived historical estimates' and 'contrasted them with pooled estimates from the 2022 outbreak', indicating original data analysis. The PubMed Publication Type is 'Journal Article; Historical Article', which does not contradict original research (it is not a Review or Meta-Analysis). The MeSH term 'Humans' confirms the population.",4,The title and abstract explicitly state the estimation and comparison of 'incubation period' and 'serial interval' for mpox. The MeSH term 'Infectious Disease Incubation Period' further confirms this focus. These parameters are central to the study.,,,
35994726,✓,"Early Estimates of Monkeypox Incubation Period, Generation Time, and Reproduction Number, Italy, May-June 2022.","Giorgio Guzzetta, Alessia Mammone, Federica Ferraro, Anna Caraglia, Alessia Rapiti, Valentina Marziano, Piero Poletti, Danilo Cereda, Francesco Vairo, Giovanna Mattei, Francesco Maraglino, Giovanni Rezza, Stefano Merler",Emerging infectious diseases. 2022. doi: 10.3201/eid2810.221126..,Guzzetta,Emerging infectious diseases,2022,2022/08/22,,,10.3201/eid2810.221126,"We analyzed the first 255 PCR-confirmed cases of monkeypox in Italy in 2022. Preliminary estimates indicate mean incubation period of 9.1 (95% CI 6.5-10.9) days, mean generation time of 12.5 (95% CI 7.5-17.3) days, and reproduction number among men who have sex with men of 2.43 (95% CI 1.82-3.26).",Italy; MPX; MPXV; generation time; incubation period; monkeypox; reproduction number; sexually transmitted infections; viruses,Journal Article,"[MeSH] Homosexuality, Male; [MeSH] Humans; [MeSH] Infectious Disease Incubation Period; [MeSH] Italy; [MeSH] Male; [MeSH] Mpox, Monkeypox; [MeSH] Monkeypox virus; [MeSH] Reproduction; [MeSH] Sexual and Gender Minorities",title_abstract,strict,894,686,1580,15017.6,strong_candidate,4,"The study directly estimates incubation period and generation time for mpox using original case data from Italy, making it highly relevant to the research question.",4,"Title, abstract, keywords, and MeSH terms all explicitly focus on monkeypox/mpox.",4,"Abstract reports analysis of 255 human cases; MeSH terms include 'Humans', 'Male', and 'Homosexuality, Male'.",4,"Title and abstract specify Italy, May–June 2022; MeSH term 'Italy' confirms real-world geographic context.",4,"Abstract describes original analysis of PCR-confirmed case data; publication type is Journal Article without review indexing, and the study reports primary estimates.",4,Title and abstract explicitly report incubation period and generation time estimates; MeSH term 'Infectious Disease Incubation Period' directly matches the target parameter.,,,
36503476,,Human monkeypox: a comparison of the characteristics of the new epidemic to the endemic disease.,"Sharon Sukhdeo, Sharmistha Mishra, Sharon Walmsley",BMC infectious diseases. 2022. doi: 10.1186/s12879-022-07900-7..,Sukhdeo,BMC infectious diseases,2022,2022/12/12,,,10.1186/s12879-022-07900-7,"In May 2022, a new global outbreak of mpox (formerly, human monkeypox) emerged that was declared a public health emergency of international concern by the World Health Organization on July 23, 2022. With new patterns of person-to-person spread within sexual networks in nonendemic countries and several differences from the classic disease course, we performed a comprehensive review of existing literature on human monkeypox to discuss epidemiology, modes of transmission, clinical presentation and asymptomatic infection, diagnostics, therapeutics, and vaccines with the primary aim to identify important areas for future research of this new epidemic form of the disease. A comprehensive literature search was performed of all published literature to August 15, 2022. Historically, in regions of monkeypox virus endemicity, human outbreaks have occurred related to discrete zoonotic events. The animal reservoir is unknown, but the virus has been isolated from rodents. Traditionally, transmission occurred by direct or indirect contact with an infected animal. In nonendemic countries affected in the 2022 outbreak, almost exclusive person-to-person spread has been observed, and most cases are connected to sexual networks of gay, bisexual, and other men who have sex with men. After an incubation period of approximately 13 days, in traditional human cases affected persons developed a febrile prodrome preceding a rash that started on the face and body, spread centrifugally to the palms and soles and healed monomorphically over two to four weeks. However, in the 2022 outbreak, the febrile illness is often absent or occurs after the onset of the rash. The rash presents primarily in the anogenital region and face before disseminating throughout the body, with lesions displaying regional pleomorphism. There is a paucity of data for the role of antiviral agents or vaccines. The epidemiology and clinical course of mpox has changed in the 2022 epidemic from that observed with the endemic disease. There is an urgent need to establish rapid and collaborative research platforms to diagnose, treat and prevent disease and inform important public health and other strategies to stop the spread of disease.",Brincidofovir; Human monkeypox; Narrative review; Orthopoxvirus; Tecovirimat; Vaccine,Journal Article; Review,"[MeSH] Animals; [MeSH] Humans; [MeSH] Male; [MeSH] Disease Outbreaks; [MeSH] Endemic Diseases; [MeSH] Epidemics; [MeSH] Exanthema; [MeSH] Homosexuality, Male; [MeSH] Sexual and Gender Minorities; [MeSH] Mpox, Monkeypox",title_abstract,strict,1212,986,2198,71530.1,unlikely_candidate,3,"This is a narrative review that summarizes mpox epidemiology and clinical features, including a mention of incubation period. However, it does not report original empirical data and does not address serial interval. It would likely be excluded from a systematic review seeking primary studies on serial intervals and incubation periods.",4,"The title and abstract explicitly focus on mpox (human monkeypox), including the 2022 outbreak and endemic disease.",4,"The abstract discusses human cases, transmission among men who have sex with men, and clinical presentation in humans. MeSH terms include 'Humans'.",2,"The abstract mentions a global outbreak and nonendemic countries, but no specific geographic field context is provided. As a review, it lacks a primary study location.",1,"PubMed Publication Types include 'Review'. The abstract states it is a comprehensive review of existing literature, not original empirical research. No primary data collection is indicated.",3,The abstract explicitly states an incubation period of approximately 13 days. Serial interval is not mentioned. The incubation period is noted but is not the sole focus of the review.,,,
36130210,,Serial intervals and incubation periods of the monkeypox virus clades.,"Shuqi Wang, Fengdi Zhang, Zhilu Yuan, Mingda Xu, Zhen Wang, Chao Gao, Renzhong Guo, Zhanwei Du",Journal of travel medicine. 2022. doi: 10.1093/jtm/taac105..,Wang,Journal of travel medicine,2022,2022/12/27,,,10.1093/jtm/taac105,,"[MeSH] Humans; [MeSH] Monkeypox virus; [MeSH] Infectious Disease Incubation Period; [MeSH] Mpox, Monkeypox","Journal Article; Research Support, Non-U.S. Gov't","[MeSH] Humans; [MeSH] Monkeypox virus; [MeSH] Infectious Disease Incubation Period; [MeSH] Mpox, Monkeypox",title_only,lenient,695,940,1635,31194.2,possible_candidate,4,"Title-only screening with strong positive signals. The title explicitly matches the target parameters (serial intervals, incubation periods) and the disease (monkeypox virus). MeSH terms confirm human population and the specific parameters. The publication type suggests original research. The only uncertainty is the location/setting, which cannot be determined from the title and keywords alone. Overall, this is a highly relevant candidate.",4,"The title explicitly mentions 'monkeypox virus clades', and the MeSH terms include 'Monkeypox virus' and 'Mpox, Monkeypox'. This is unmistakable evidence of disease relevance.",4,"The MeSH term 'Humans' is present, confirming a human population study. The title does not suggest otherwise.",1,The title and metadata do not specify a location or setting. It is impossible to determine if this is a real-world setting from the available sparse metadata.,3,"The PubMed Publication Types are 'Journal Article' and 'Research Support, Non-U.S. Gov't'. There are no review-type publications listed. The title suggests a primary analysis of serial intervals and incubation periods, which is consistent with original empirical research. Score is high but not maximal due to lack of abstract confirmation.",4,"The title explicitly states 'Serial intervals and incubation periods', and the MeSH term 'Infectious Disease Incubation Period' directly confirms the target parameter. This is unmistakable evidence.",,,yes
37410383,,"Estimated incubation period distributions of mpox using cases from two international European festivals and outbreaks in a club in Berlin, May to June 2022.","Sarah E McFarland, Ulrich Marcus, Lukas Hemmers, Fuminari Miura, Jesús Iñigo Martínez, Fernando Martín Martínez, Elisa Gil Montalbán, Emilie Chazelle, Alexandra Mailles, Yassoungo Silue, Naïma Hammami, Amaryl Lecompte, Nicolas Ledent, Wim Vanden Berghe, Laurens Liesenborghs, Dorien Van den Bossche, Paul R Cleary, Jacco Wallinga, Eve P Robinson, Tone Bjordal Johansen, Antra Bormane, Tanya Melillo, Cornelia Seidl, Liza Coyer, Ronja Boberg, Annette Jurke, Dirk Werber, Alexander Bartel",Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin. 2023. doi: 10.2807/1560-7917.ES.2023.28.27.2200806..,McFarland,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin,2023,2023/07/01,,,10.2807/1560-7917.ES.2023.28.27.2200806,"BackgroundSince May 2022, an mpox outbreak affecting primarily men who have sex with men (MSM) has occurred in numerous non-endemic countries worldwide. As MSM frequently reported multiple sexual encounters in this outbreak, reliably determining the time of infection is difficult; consequently, estimation of the incubation period is challenging.AimWe aimed to provide valid and precise estimates of the incubation period distribution of mpox by using cases associated with early outbreak settings where infection likely occurred.MethodsColleagues in European countries were invited to provide information on exposure intervals and date of symptom onset for mpox cases who attended a fetish festival in Antwerp, Belgium, a gay pride festival in Gran Canaria, Spain or a particular club in Berlin, Germany, where early mpox outbreaks occurred. Cases of these outbreaks were pooled; doubly censored models using the log-normal, Weibull and Gamma distributions were fitted to estimate the incubation period distribution.ResultsWe included data on 122 laboratory-confirmed cases from 10 European countries. Depending on the distribution used, the median incubation period ranged between 8 and 9 days, with 5th and 95th percentiles ranging from 2 to 3 and from 20 to 23 days, respectively. The shortest interval that included 50% of incubation periods spanned 8 days (4-11 days).ConclusionCurrent public health management of close contacts should consider that in approximately 5% of cases, the incubation period exceeds the commonly used monitoring period of 21 days.",Europe; Germany; MPXV; incubation period; monkeypox virus; mpox,Journal Article,"[MeSH] Humans; [MeSH] Male; [MeSH] Berlin; [MeSH] Disease Outbreaks; [MeSH] Holidays; [MeSH] Homosexuality, Male; [MeSH] Infectious Disease Incubation Period; [MeSH] Mpox, Monkeypox; [MeSH] Sexual and Gender Minorities",title_abstract,strict,1097,787,1884,50071.5,strong_candidate,4,"The study directly estimates the incubation period of mpox using primary data from European outbreaks, making it highly relevant to the research question on serial intervals and incubation period.",4,"The title, abstract, and keywords explicitly state mpox (monkeypox virus, MPXV). MeSH term 'Mpox, Monkeypox' confirms disease focus.",4,The study concerns human cases; MeSH includes 'Humans' and abstract describes men who have sex with men (MSM) and outbreak cases.,4,"Real-world geographic settings are specified: festivals in Antwerp (Belgium), Gran Canaria (Spain), and a club in Berlin (Germany).",4,"The abstract reports original analysis of 122 laboratory-confirmed cases with doubly censored models to estimate incubation period. It is a primary observational study, not a review or editorial.",4,"The title and abstract explicitly state estimation of incubation period distributions, with results including median and percentiles. MeSH term 'Infectious Disease Incubation Period' directly matches the target parameter.",,,
37386209,,A systematic review to identify novel clinical characteristics of monkeypox virus infection and therapeutic and preventive strategies to combat the virus.,"Santenna Chenchula, Mohan Krishna Ghanta, Krishna Chaitanya Amerneni, Padmavathi Rajakarunakaran, Madhu Bhargavi Chandra, Madhavrao Chavan, Rupesh Gupta",Archives of virology. 2023. doi: 10.1007/s00705-023-05808-4..,Chenchula,Archives of virology,2023,2023/06/29,,,10.1007/s00705-023-05808-4,"Since May 2022, there has been a global increase in the number of Mpox virus (MPXV) cases in countries that were previously considered non-endemic. In July 2022, the World Health Organization (WHO) declared this outbreak a public health emergency of international concern. The objective of this systematic review is to examine the novel clinical features of Mpox and to assess the available treatment options for managing the disease in patients who are afflicted with it. We conducted a systematic search in several databases, including PubMed, Google Scholar, Cochrane Library, and the grey literature, from May 2022 to February 2023. We identified 21 eligible studies, which included 18,275 Mpox cases, for final qualitative analysis. The majority of cases were reported in men who have sex with men (MSM) and immunocompromised individuals with HIV (36.1%). The median incubation period was 7 days (IQR: 3-21). The novel clinical manifestations include severe skin lesions on the palms, oral and anogenital regions, as well as proctitis, penile edema, tonsillitis, ocular disease, myalgia, lethargy, and sore throat, without any preceding prodromal symptoms or systemic illness. In addition, fully asymptomatic cases were documented, and various complications, including encephalomyelitis and angina, were noted. Clinicians must be familiar with these novel clinical characteristics, as they can aid in testing and tracing such patients, as well as asymptomatic high-risk populations such as heterosexuals and MSM. In addition to supportive care, currently, there are several effective prophylactic and treatment strategies available to combat Mpox, including the vaccines ACAM2000 and MVA-BN7, as well as the immunoglobulin VIGIV and the antivirals tecovirimat, brincidofovir, and cidofovir against severe Mpox infection.",Clinical manifestations; Monkeypox; Monkeypox outbreak 2022; Mpox; Tecovirimat; Vaccines,Systematic Review; Journal Article,"[MeSH] Male; [MeSH] Humans; [MeSH] Monkeypox virus; [MeSH] Homosexuality, Male; [MeSH] Mpox, Monkeypox; [MeSH] Sexual and Gender Minorities; [MeSH] Immunoglobulin G; [MeSH] Immunoglobulins, Intravenous",title_abstract,strict,1179,1082,2261,64747.4,unlikely_candidate,3,"This systematic review provides a relevant incubation period estimate for mpox, but it does not address serial interval. As a review, it lacks original empirical data, making it unsuitable as a primary source for parameter extraction. It may serve as background or for identifying primary studies.",4,"The title and abstract explicitly focus on monkeypox virus infection (Mpox). The abstract discusses Mpox cases, MPXV, and the 2022 outbreak.",4,"The study concerns human populations. MeSH terms include 'Humans', and the abstract describes cases in men who have sex with men, immunocompromised individuals with HIV, and other human groups.",3,"The abstract mentions a global increase in cases in previously non-endemic countries, indicating a real-world geographic context. However, as a systematic review, it synthesizes data from multiple locations rather than reporting a single field study.",1,"PubMed Publication Types include 'Systematic Review', indicating this is a synthesis of existing studies, not original empirical research. The abstract states it identified 21 eligible studies for qualitative analysis. Reviews score low on original evidence.",3,"The abstract explicitly reports a median incubation period of 7 days (IQR: 3-21), which is directly relevant to the incubation period parameter. However, serial interval is not mentioned, and the study's main focus is broader clinical characteristics and treatments.",,,
37200216,,Comparative evaluation of the clinical presentation and epidemiology of the 2022 and previous Mpox outbreaks: a rapid review and meta-analysis.,"George N Okoli, Paul Van Caeseele, Nicole Askin, Ahmed M Abou-Setta","Infectious diseases (London, England). 2023. doi: 10.1080/23744235.2023.2214609..",Okoli,"Infectious diseases (London, England)",2023,2023/05/18,,,10.1080/23744235.2023.2214609,"BACKGROUND: In 2022, there were outbreaks of Mpox where the disease is not endemic. We summarised and compared the findings from published observational studies on the clinical presentation and epidemiology of the 2022 and previous outbreaks of Mpox. METHODS: We registered a review protocol with the Open Science Framework (osf.io/j3kb7). We searched MEDLINE, Embase, CENTRAL, CINAHL and Scopus databases, and relevant websites up to August 30, 2022. Retrieved literature citations were screened for eligibility, and summary clinical presentation and epidemiological data from the included studies were pooled, when possible, using an inverse variance, random-effects model. RESULTS: Seventy-nine studies met the eligibility. Irrespective of outbreak, fever, headache, myalgia, lymphadenopathy, pleomorphic skin lesions, oral lesions, and sore throat were potentially highly relevant Mpox manifestations, while conjunctivitis, cough, and possibly reactivation of varicella zoster virus may be part of the clinical presentation. The mean incubation period for the 2022 outbreaks was 7.4 d (6.4-8.4 d, I2 64.2%; 4 studies: 270 cases) and for previous outbreaks, 12.9 d (10.4-15.5 d; one study: 31 cases), p < .001. None of the male cases from previous outbreaks was reported to have sex with men (MSM) whereas almost all reported male cases from the 2022 outbreak were MSM. Concomitant sexually transmitted infections and perianal lesions were reported only among male cases from the 2022 outbreak, with the cases mostly presenting with genital lesions. CONCLUSIONS: The 2022 Mpox outbreaks appear to be mostly among MSM and have a lower incubation period compared with previous outbreaks.Key messages79 studies met the review's inclusion criteria.The 2022 Mpox outbreaks appear to have shorter incubation period compared with previous outbreaks.Established clinical presentation of Mpox includes fever, headache, myalgia, lymphadenopathy, pleomorphic skin lesions, oral lesions, and sore throat.Almost all reported cases from the 2022 Mpox outbreaks were men who had sex with men (MSM).Concomitant sexually transmitted infections and perianal lesions were only reported among cases from the 2022 Mpox outbreaks.A significantly higher proportion of Mpox cases from the 2022 outbreaks had genital lesions compared with cases from previous outbreaks.The 2022 Mpox outbreaks appear to be mostly among MSM.",Mpox; clinical presentation; epidemiology; meta-analysis; systematic review,Review; Meta-Analysis; Journal Article,"[MeSH] Humans; [MeSH] Male; [MeSH] Disease Outbreaks; [MeSH] Fever; [MeSH] Headache; [MeSH] Homosexuality, Male; [MeSH] Lymphadenopathy; [MeSH] Mpox, Monkeypox; [MeSH] Myalgia; [MeSH] Pharyngitis; [MeSH] Sexual and Gender Minorities",title_abstract,strict,1323,920,2243,69899.3,unlikely_candidate,3,"The study directly addresses the incubation period of mpox, making it highly relevant for the parameter of interest. However, it is a meta-analysis and not original empirical research, so it would not provide primary data. Disease and population relevance are clear, but location relevance is minimal. The evidence score is low due to the review design.",4,"The title, abstract, keywords, and MeSH terms all explicitly focus on Mpox (monkeypox). The study is entirely about Mpox outbreaks.",4,"MeSH includes 'Humans', and the abstract discusses human cases, male patients, and MSM. The study is clearly about human populations.",1,This is a rapid review and meta-analysis synthesizing multiple studies; it does not provide a real-world geographic or field context. No specific location is studied.,1,"PubMed Publication Types include 'Review' and 'Meta-Analysis', indicating this is not original empirical research. It synthesizes existing data rather than presenting new primary data.",4,"The abstract explicitly reports mean incubation periods for the 2022 and previous outbreaks (7.4 days and 12.9 days), which is a target parameter. Incubation period is central to the findings.",,,
39270677,,Emulating target trials of postexposure vaccines using observational data.,"Christopher Boyer, Marc Lipsitch",American journal of epidemiology. 2024. doi: 10.1093/aje/kwae350..,Boyer,American journal of epidemiology,2024,2024/09/12,,,10.1093/aje/kwae350,"Postexposure vaccination has the potential to prevent or modify the course of clinical disease among those exposed to a pathogen. However, due to logistical constraints, postexposure vaccine trials have been difficult to implement in practice. In place of trials, investigators have used observational data to estimate the effectiveness or optimal timing window for postexposure vaccines, but the relationship between these analyses and those that would be conducted in a trial is often unclear. Here, we define several possible target trials for postexposure vaccination and show how, under certain conditions, they can be emulated using observational data. We emphasize the importance of the incubation period and the timing of vaccination in trial design and emulation. As an example, we specify a protocol for postexposure vaccination against mpox and provide a step-by-step description of how to emulate it using data from a healthcare database or contact tracing program. We further illustrate some of the benefits of the target trial approach through simulation.",effectiveness; immortal time bias; infectious disease; monkeypox; postexposure prophylaxis; target trial; vaccines,Journal Article,,title_abstract,strict,906,1220,2126,30736.5,unlikely_candidate,3,"The study is highly relevant to mpox and discusses the incubation period in the context of trial design. However, it is a methodological paper that does not provide original empirical estimates of the serial interval or incubation period, making it of low relevance for extracting primary data on these parameters.",4,"The abstract explicitly mentions 'postexposure vaccination against mpox' and the keywords include 'monkeypox', confirming the study investigates mpox.",4,The context of postexposure vaccination and contact tracing programs strongly implies a human population. The abstract does not mention animals or in vitro studies.,3,"The abstract mentions using data from a 'healthcare database or contact tracing program', implying a real-world field context, though no specific geographic location is named.",1,"The publication type is 'Journal Article', which is not a primary-research type. The abstract describes a methodological framework for emulating target trials and uses simulation for illustration, rather than reporting original empirical data from an observational study or clinical trial.",3,"The abstract states 'We emphasize the importance of the incubation period... in trial design and emulation.' The incubation period is a central concept in the methodology, but the study does not report an empirical estimate of it.",,,
36089749,,Rapid and reliable inactivation protocols for the diagnostics of emerging viruses: The example of SARS-CoV-2 and monkeypox virus.,"Grégory Quéromès, Emilie Frobert, Maude Bouscambert-Duchamp, Antoine Oblette, Martine Valette, Geneviève Billaud, Vanessa Escuret, Bruno Lina, Florence Morfin, Alexandre Gaymard",Journal of medical virology. 2022. doi: 10.1002/jmv.28126..,Quéromès,Journal of medical virology,2023,2022/09/21,,,10.1002/jmv.28126,"The emergence and sustained transmission of novel pathogens are exerting an increasing demand on the diagnostics sector worldwide, as seen with the ongoing severe acute respiratory coronavirus 2 (SARS-CoV-2) pandemic and the more recent public health concern of monkeypox virus (MPXV) since May 2022. Appropriate and reliable viral inactivation measures are needed to ensure the safety of personnel handling these infectious samples. In the present study, seven commercialized diagnosis buffers, heat (56°C and 60°C), and sodium dodecyl sulfate detergent (2.0%, 1.0%, and 0.5% final concentrations) were tested against infectious SARS-CoV-2 and MPXV culture isolates on Vero cell culture. Cytopathic effects were observed up to 7 days postinoculation and viral load evolution was measured by semiquantitative polymerase chain reaction. The World Health Organization recommends an infectious titer reduction of at least 4 log10 . As such, the data show efficacious SARS-CoV-2 inactivation by all investigated methods, with >6.0 log10 reduction. MPXV inactivation was also validated with all investigated methods with 6.9 log10 reductions, although some commercial buffers required a longer incubation period to yield complete inactivation. These results are valuable for facilities, notably those without biosafety level-3 capabilities, that need to implement rapid and reliable protocols common against both SARS-CoV-2 and MPXV.",SARS-CoV-2; emerging pathogen; inactivation; monkeypox virus; risk management,Journal Article,[MeSH] Animals; [MeSH] Chlorocebus aethiops; [MeSH] Humans; [MeSH] SARS-CoV-2; [MeSH] COVID-19; [MeSH] Monkeypox virus; [MeSH] Virus Inactivation; [MeSH] Vero Cells; [MeSH] COVID-19 Testing,title_abstract,strict,1079,926,2005,23573.6,unlikely_candidate,2,"The study is highly relevant for disease (monkeypox virus) and provides original empirical evidence. However, it is a laboratory-based inactivation study with no geographic field context and does not report serial intervals or incubation periods. Therefore, it is not relevant to the research question.",4,"The title and abstract explicitly mention monkeypox virus (MPXV) and SARS-CoV-2, with MPXV being a primary focus alongside SARS-CoV-2.",1,"The study involves human pathogens and mentions 'Humans' in MeSH terms, but the actual experiments are conducted on Vero cells (animal cell line). The focus is on diagnostic safety for human samples, not on human populations or epidemiological parameters.",0,The study is a laboratory-based experiment using cell cultures (Vero cells) and does not involve a real-world geographic or field context.,4,"The study reports original experimental data on viral inactivation protocols, testing various methods on SARS-CoV-2 and MPXV culture isolates. The publication type is 'Journal Article', and the abstract describes primary data collection (cytopathic effects, viral load evolution).",0,"The abstract focuses on viral inactivation protocols and does not mention, measure, or report serial intervals, incubation periods, or latent periods. The MeSH terms do not include any target parameter indicators.",,,
36787016,,Mpox outbreak 2022: an overview of all cases reported to the Cologne Health Department.,"Sophia Toya Kröger, Max Christian Lehmann, Melanie Treutlein, Achim Fiethe, Annelene Kossow, Annika Küfer-Weiß, Johannes Nießen, Barbara Grüne",Infection. 2023. doi: 10.1007/s15010-023-01997-x..,Kröger,Infection,2023,2023/02/14,,,10.1007/s15010-023-01997-x,"PURPOSE: The worldwide mpox outbreak starting in May 2022 marks the occurrence of another previously atypical infectious disease in Europe. This study's objective was to present a comprehensive overview based on the gathered data and to illustrate the approach of the Cologne Health Department to contain the mpox outbreak. METHODS: In this retrospective observational study, 368 individuals reported to the Cologne Health Department as PCR-positive for mpox were included. Data were collected in structured telephone interviews and digitally processed. RESULTS: The first mpox case in Cologne was recorded on May 24, 2022. The local outbreak lasted approximately 4 months and reached its peak in July. The last reported case in Cologne occurred on September 17. Transmissions mostly occurred through sexual contacts (67.4%) or other close physical contacts (4.6%) between men, but also through fomites, in the context of events or occasionally in the work environment. In 21.5% of cases, no route of infection could be determined. The mean incubation period was 8.2 days. Clinically, mpox infections usually presented with skin and/or mucosal lesions accompanied by general symptoms. In 74.8% of cases, a prodromal stage was absent. Initially, the rash often had an unspecific appearance, but in the further clinical course, it usually passed through the typical stages. Most infections resolved spontaneously under home care. In 3.5% of cases, however, inpatient hospitalisation was required. Infected persons with a previous smallpox vaccination had 0.43 times the odds of unvaccinated persons to be affected by lesions in 3 or more body regions and 0.30 times the odds to develop lesions in all 5 body regions. Previous vaccination statistically reduced the total duration of symptoms by 2.0 days. CONCLUSIONS: The mpox outbreak 2022 in Cologne primarily affected men who have sex with men and have reported recent sexual encounters. The observed average incubation period was shorter than initially assumed. Mucosal involvement and associated symptoms occur in a relevant number of cases and can lead to more severe clinical courses. Previous smallpox vaccination was statistically significantly associated with milder courses of mpox. In the case of an unclear rash or symptoms suggesting mucosal involvement, mpox should be considered as a differential diagnosis. An equally rapid and well-orchestrated public health response are crucial for infection control.",Health department; Incubation period; Mpox; Outbreak management; Public health; Routes of transmission; Smallpox vaccination,Observational Study; Journal Article,"[MeSH] Male; [MeSH] Humans; [MeSH] Homosexuality, Male; [MeSH] Mpox, Monkeypox; [MeSH] Smallpox; [MeSH] Sexual and Gender Minorities; [MeSH] Disease Outbreaks; [MeSH] Exanthema",title_abstract,strict,1270,850,2120,30780.2,strong_candidate,4,"This observational study directly provides original empirical data on the incubation period of mpox in a human outbreak setting in Cologne. It meets all relevance dimensions with high scores, making it highly pertinent to the research question, despite not addressing serial intervals.",4,"The title, abstract, and keywords explicitly state the study investigates mpox (monkeypox). The MeSH term 'Mpox, Monkeypox' confirms this focus.",4,The study includes 368 PCR-positive human cases. MeSH terms 'Humans' and 'Male' confirm human population; abstract describes men who have sex with men.,4,"The study is set in Cologne, Germany, with data from the Cologne Health Department, providing a real-world geographic context.",4,"PubMed Publication Type is 'Observational Study', indicating primary research. The abstract describes a retrospective observational study with original data collection from 368 cases.",4,"The abstract explicitly reports the mean incubation period (8.2 days). The keyword 'Incubation period' and the detailed analysis in the results make this parameter central. Serial interval is not mentioned, but incubation period alone satisfies the target parameter criterion.",,,
