PMID,is_ground_truth,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Abstract,Keywords,screening_stage,llm_suggest,overall_score,overall_justification,disease_score,disease_justification,population_score,population_justification,location_score,location_justification,evidence_score,evidence_justification,transmission_score,transmission_justification,fulltext_status,fulltext_path
32703079,,The Coronavirus Disease 2019 (COVID-19) and Alcohol Use Disorders in Iran.,Rostami M.,Am J Mens Health. 2020 Jul-Aug;14(4):1557988320938610. doi: 10.1177/1557988320938610.,Rostami,American journal of men's health,2020,2020/07/25,PMC7383685,,10.1177/1557988320938610,,"[MeSH] Adolescent; [MeSH] Adult; [MeSH] Aged; [MeSH] Alcohol Drinking; [MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] Coronavirus Infections; [MeSH] Humans; [MeSH] Iran; [MeSH] Male; [MeSH] Middle Aged; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] Prevalence; [MeSH] SARS-CoV-2",pending_fulltext,needs_full_text,,,,,,,,,,,,,pending,
33004713,,COVID-19 deaths can be reduced - simply and safely!,"Ylikoski J, Markkanen M.",Med Gas Res. 2020 Jul-Sep;10(3):139. doi: 10.4103/2045-9912.288477.,Ylikoski,Medical gas research,2020,2020/10/02,PMC8086625,,10.4103/2045-9912.288477,,"[MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] Coronavirus; [MeSH] Coronavirus Infections; [MeSH] Humans; [MeSH] Hyperbaric Oxygenation; [MeSH] Oxygen; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] Respiratory Insufficiency; [MeSH] SARS-CoV-2",pending_fulltext,needs_full_text,,,,,,,,,,,,,pending,
32536420,,A Surge in Methanol Poisoning Amid COVID-19 Pandemic: Why Is This Occurring?,"Arasteh P, Pakfetrat M, Roozbeh J.",Am J Med Sci. 2020 Aug;360(2):201. doi: 10.1016/j.amjms.2020.05.019. Epub 2020 May 20.,Arasteh,The American journal of the medical sciences,2020,2020/06/16,PMC7237356,,10.1016/j.amjms.2020.05.019,,"[MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] Coronavirus Infections; [MeSH] Female; [MeSH] Humans; [MeSH] Iran; [MeSH] Male; [MeSH] Methanol; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] SARS-CoV-2; [MeSH] Self Medication",pending_fulltext,needs_full_text,,,,,,,,,,,,,pending,
32457038,,Potential COVID-19 therapeutics from a rare disease: weaponizing lipid dysregulation to combat viral infectivity.,"Sturley SL, Rajakumar T, Hammond N, Higaki K, Márka Z, Márka S, Munkacsi AB.",J Lipid Res. 2020 Jul;61(7):972-982. doi: 10.1194/jlr.R120000851. Epub 2020 May 26.,Sturley,Journal of lipid research,2020,2020/05/28,PMC7328045,,10.1194/jlr.R120000851,"The coronavirus disease 2019 (COVID-19) pandemic caused by severe acute respiratory syndrome coronavirus (SARS-CoV)-2 has resulted in the death of more than 328,000 persons worldwide in the first 5 months of 2020. Herculean efforts to rapidly design and produce vaccines and other antiviral interventions are ongoing. However, newly evolving viral mutations, the prospect of only temporary immunity, and a long path to regulatory approval pose significant challenges and call for a common, readily available, and inexpensive treatment. Strategic drug repurposing combined with rapid testing of established molecular targets could provide a pause in disease progression. SARS-CoV-2 shares extensive structural and functional conservation with SARS-CoV-1, including engagement of the same host cell receptor (angiotensin-converting enzyme 2) localized in cholesterol-rich microdomains. These lipid-enveloped viruses encounter the endosomal/lysosomal host compartment in a critical step of infection and maturation. Niemann-Pick type C (NP-C) disease is a rare monogenic neurodegenerative disease caused by deficient efflux of lipids from the late endosome/lysosome (LE/L). The NP-C disease-causing gene (NPC1) has been strongly associated with viral infection, both as a filovirus receptor (e.g., Ebola) and through LE/L lipid trafficking. This suggests that NPC1 inhibitors or NP-C disease mimetics could serve as anti-SARS-CoV-2 agents. Fortunately, there are such clinically approved molecules that elicit antiviral activity in preclinical studies, without causing NP-C disease. Inhibition of NPC1 may impair viral SARS-CoV-2 infectivity via several lipid-dependent mechanisms, which disturb the microenvironment optimum for viral infectivity. We suggest that known mechanistic information on NPC1 could be utilized to identify existing and future drugs to treat COVID-19.",Ebola; Niemann-Pick disease; cholesterol; cholesterol trafficking; coronavirus disease 2019; drug repurposing; dyslipidemias; lysosomal storage disease; pandemic; severe acute respiratory syndrome coronavirus 2,title_abstract,unlikely_candidate,2,"Although SARS-CoV-2/COVID-19 is central, the article is a mechanistic therapeutic proposal without original human empirical data. It does not estimate fatality or severity outcomes (mortality/ICU/ventilation) in an analyzed population, so it is unlikely to address the review question.",4,Explicitly focuses on COVID-19/SARS-CoV-2 throughout (mechanisms of infectivity and proposed therapeutics targeting NPC1).,1,"No defined human study population; discusses mechanisms, rare disease biology, and preclinical antiviral activity rather than human cases or cohorts.",0,No geographic study setting or real-world location is described; this is a general mechanistic/therapeutic discussion.,0,Appears to be a hypothesis/perspective/review on drug repurposing and mechanisms; the abstract does not report original empirical data or new analyses.,1,Mentions global COVID-19 deaths in passing but does not report mortality/fatality/ICU/ventilation outcomes or severity estimates from a study.,,
32501145,,Venous thromboembolism in patients with COVID-19 (SARS-CoV-2 infection) - a position paper of the German Society of Angiology (DGA).,"Linnemann B, Bauersachs R, Grebe M, Klamroth R, Müller O, Schellong S, Lichtenberg M.",Vasa. 2020 Jun;49(4):259-263. doi: 10.1024/0301-1526/a000885. Epub 2020 Jun 5.,Linnemann,VASA. Zeitschrift fur Gefasskrankheiten,2020,2020/06/06,,,10.1024/0301-1526/a000885,"As observed in other infections with a systemic inflammatory response, severe COVID-19 is associated with hypercoagulability and a prothrombotic state. Currently, there is growing evidence that pulmonary embolism and thrombosis contribute to adverse outcomes and increased mortality in critically ill patients with COVID-19. The optimal thromboprophylactic regimen for patients with COVID-19 is not known. Whereas pharmacologic thromboprophylaxis is generally recommended for all hospitalized COVID-19 patients, adequate dosing of anticoagulants remains a controversial issue. Therefore, we summarize current evidence from the available literature and, on behalf of the German Society of Angiology (DGA), we aim to provide advice to establish an improved and more uniform strategy for thromboprophylaxis in patients with COVID-19.",COVID-19; D-dimers; Thromboembolism; deep vein thrombosis; pulmonary embolism,title_abstract,unlikely_candidate,2,"Although it is clearly about SARS-CoV-2 and references mortality in severe/critically ill patients, it is a position paper summarizing literature without original empirical outcome estimates. Outcome mentions are contextual rather than reported severity/fatality results from primary data.",4,Title and abstract explicitly focus on COVID-19 / SARS‑CoV‑2 infection and related complications (venous thromboembolism) in COVID-19 patients.,3,"Discusses hospitalized and critically ill patients with COVID-19, implying a human clinical population (no animal/in vitro focus mentioned).",2,"Issued by the German Society of Angiology, but the content appears to be general guidance rather than a study conducted in a defined geographic setting; location of underlying evidence is not specified.",1,Described as a position paper summarizing available literature and providing advice; no indication of new/primary empirical data collection or original analyses.,2,"Mentions increased mortality and adverse outcomes in critically ill COVID-19 patients, but does not appear to report empirical estimates of mortality/ICU/ventilation outcomes from original data.",,
32281517,,The daily impact of COVID-19 in gastroenterology.,"Magro F, Abreu C, Rahier JF.",United European Gastroenterol J. 2020 Jun;8(5):520-527. doi: 10.1177/2050640620920157. Epub 2020 Apr 11.,Magro,United European gastroenterology journal,2020,2020/04/14,PMC7268943,,10.1177/2050640620920157,"A new strain of coronavirus, called SARS-CoV-2, emerged in Wuhan, China, in December 2019, probably originating from a wild-animal contamination. Since then, the situation rapidly evolved from a cluster of patients with pneumonia, to a regional epidemic and now to a pandemic called COrona VIrus Disease 2019 (COVID-19). This evolution is related to the peculiar modes of transmission of the disease and to the globalization and lifestyle of the 21st century that created the perfect scenario for virus spread. Even though research has not evidenced particular susceptibility of inflammatory bowel disease (IBD) patients to SARS-CoV-2 infection, immunosuppressive and immunomodulatory treatments were considered potential risk factors. In this context, initiating treatments with these agents should be cautiously weighted and regular ongoing treatments shall be continued, while the dose of corticosteroids should be reduced whenever possible. Due to the increased risk of contamination, elective endoscopic procedures and surgeries should be postponed and IBD online appointments shall be considered. IBD patients shall also follow the recommendations provided to the general population, such as minimization of contact with infected or suspected patients and to wash hands frequently. In the absence of effective treatments and vaccines, this pandemic can only be controlled through prevention of SARS-CoV-2 transmission with the main objectives of providing patients the best healthcare possible and reduce mortality.",Gastroenterology; endoscopy; epidemiology; immunology; inflammatory bowel disease,title_abstract,unlikely_candidate,2,"The paper is clearly about COVID-19 in a clinical specialty context, but it is not an original empirical study and does not provide fatality or severity outcome data/estimates (only general discussion of reducing mortality). Therefore it is unlikely to directly inform fatality/severity outcomes of SARS-CoV-2 infection.",4,"Title and abstract explicitly discuss SARS-CoV-2/COVID-19, its emergence, transmission, and implications for gastroenterology/IBD care.",3,"Focuses on human patients, particularly those with inflammatory bowel disease and those undergoing endoscopy/surgery.",2,"Mentions Wuhan/China origin and global pandemic context, but no specific study setting or defined geographic study population is described.",0,"Appears to be a narrative overview/guidance piece (recommendations about immunosuppressants, endoscopy postponement) with no original data or new empirical estimates reported in the abstract.",1,"Although it mentions transmission modes and the goal to ""reduce mortality,"" it does not report measured mortality/fatality, ICU admission, mechanical ventilation, or severity outcome estimates.",,
32653819,,The autopsy at the time of SARS-CoV-2: Protocol and lessons.,"Carpenito L, D'Ercole M, Porta F, Di Blasi E, Doi P, Fagara GR, Rey R, Bulfamante G.",Ann Diagn Pathol. 2020 Oct;48:151562. doi: 10.1016/j.anndiagpath.2020.151562. Epub 2020 Jul 4.,Carpenito,Annals of diagnostic pathology,2020,2020/07/13,PMC7334655,,10.1016/j.anndiagpath.2020.151562,"A new viral disease named COVID-19 has recently turned into a pandemic. Compared to a common viral pneumonia it may evolve in an atypical way, causing the rapid death of the patient. For over two centuries, autopsy has been recognized as a fundamental diagnostic technique, particularly for new or little-known diseases. To date, it is often considered obsolete giving the inadequacy to provide samples of a quality appropriate to the sophisticated diagnostic techniques available today. This is probably one of the reasons why during this pandemic autopsies were often requested only in few cases, late and discouraged, if not prohibited, by more than one nation. This is in contrast with our firm conviction: to understand the unknown we must look at it directly and with our own eyes. This has led us to implement an autopsy procedure that allows the beginning of the autopsy shortly after death (within 1-2 h) and its rapid execution, also including sampling for ultrastructural and molecular investigations. In our experience, the tissue sample collected for diagnosis and research were of quality similar to biopsy or surgical resections. This procedure was performed ensuring staff and environmental safety. We want to propose our experience, our main qualitative results and a few general considerations, hoping that they can be an incentive to use autopsy with a new procedure adjusted to match the diagnostic challenges of the third millennium.",Autopsy; COVID-19; Early performed autopsy; SARS-CoV-2; Samples,title_abstract,unlikely_candidate,2,"The paper is clearly about COVID-19, but it primarily describes an autopsy protocol and procedural lessons. It does not explicitly report mortality/fatality or clinical severity outcomes (nor ICU/ventilation metrics), and the empirical evidence is presented only as qualitative experience without clear outcome estimation.",4,Title/abstract explicitly focus on SARS-CoV-2/COVID-19 and autopsy procedures during the pandemic.,3,"Concerns autopsies of deceased COVID-19 patients, implying a human clinical population, though no cohort details are provided.",2,"Real-world practice setting is implied (their implemented autopsy procedure), but no geographic location or setting specifics are stated.",2,"Mentions 'our experience' and 'main qualitative results' about sample quality and safety, but does not clearly report quantitative original data or a defined study design.",1,"Although death is mentioned as a motivation for autopsy, the paper appears focused on autopsy protocol/lessons rather than reporting mortality/fatality rates, ICU, mechanical ventilation, or severity outcomes.",,
33091905,,COVID-19-Associated Systemic Thromboembolism: A Case Report and Review of the Literature.,"Mahajan P, Dass B, Radhakrishnan N, McCullough PA.",Cardiorenal Med. 2020;10(6):462-469. doi: 10.1159/000511800. Epub 2020 Oct 22.,Mahajan,Cardiorenal medicine,2020,2020/10/22,PMC7649692,,10.1159/000511800,"INTRODUCTION: Coronavirus disease 2019 (COVID-19) is a pandemic that has affected >188 countries, involved >24 million people, and caused >840,000 deaths. COVID-19, in its severe form, presents as acute respiratory distress syndrome (ARDS), shock, and multiorgan failure. Thrombotic microangiopathy of the lungs and kidneys has been observed in these patients. Elevated D-dimer levels have been observed in people with serious COVID-19 illness, and this could be helpful in guiding treatment with anticoagulation in these patients. OBJECTIVE: To analyze the role of anticoagulation as a treatment modality for COVID-19. METHODS: We present the unique case of a COVID-19 patient who developed sepsis, ARDS, acute kidney injury, and deep-vein thrombosis (DVT), who was deteriorating clinically. She was treated with anticoagulation. RESULTS: There was rapid recovery after treatment with systemic anticoagulation. CONCLUSIONS: Systemic anticoagulation could prove to be essential in the treatment of CO-VID-19. Further studies are required to assess its role in improving long-term morbidity and mortality in these patients.",AKI; ARDS; Anticoagulation; COVID-19; COVID-19-associated coagulopathy; Cytokine release syndrome; D-dimer; SARS-CoV-2; Thromboembolism; Thrombotic microangiopathy,title_abstract,unlikely_candidate,3,"Although it is clearly about COVID-19 in humans, the study is a single-case report with a treatment focus and lacks explicit fatality/ICU/IMV outcome reporting. As such, it provides limited eligible empirical evidence for estimating fatality or severity outcomes at the population level.",4,"Title, keywords, and abstract explicitly focus on COVID-19/SARS-CoV-2 and COVID-19-associated coagulopathy/thromboembolism in a COVID-19 patient.",4,"Reports on a human COVID-19 patient (clinical case), clearly within a human population context.",2,The abstract does not specify the country/setting; it is clinical but the geographic location is unclear.,1,Primarily a single-patient case report (and a narrative literature review); case reports with <2 cases are not considered eligible original empirical evidence for this review.,2,"Describes severe clinical manifestations (ARDS, sepsis, AKI, DVT) but does not clearly report fatality/death, ICU admission, or invasive mechanical ventilation outcomes; mortality is only mentioned generally as a rationale.",,
34077058,,Coronavirus (COVID-19) Pandemic in Nigeria: Preventive and Control Challenges within the First Two Months of Outbreak.,"Omaka-Amari LN, Aleke CO, Obande-Ogbuinya NE, Ngwakwe PC, Nwankwo O, Afoke EN.",Afr J Reprod Health. 2020 Jun;24(s1):87-97. doi: 10.29063/ajrh2020/v24i2s.13.,Omaka-Amari,African journal of reproductive health,2020,2021/06/02,,,10.29063/ajrh2020/v24i2s.13,"The spread of the novel Coronavirus disease (COVID-19) has continued to rise in Nigeria despite all scientifically proven preventive measures. Factors militating against preventive and control efforts are yet to be addressed thus the study examined COVID-19 pandemic in Nigeria within the first two months of outbreak and its preventive and control challenges. Data from the daily updates of Nigeria Centre for Disease Control (NCDC) were graphically used to describe the trend of spread while facts from both verified online and print media reports on COVID-19 were used to assess the challenges. Outcome of the study showed a steady increase in COVID-19 from one case on the 27thof February 2020 to 1,932 confirmed cases, 58 fatalities, and 319 discharged cases by 30th April 2020. COVID-19 preventive measures in the country include hand washing, use of sanitizers, wearing of face masks, lockdown and social distancing. Factors which undermined government preventive efforts were poor compliance attitude, selective lockdown, social media interference, misconceptions and myths, stigmatization, fear, inadequate health facilities, and distrust for government. It is recommended among others that there is need to ameliorate the adverse effects of COVID-19 misconceptions and myths through evidence-based campaigns using all sources of information.",COVID-19; Challenge; Nigeria; Prevention and Control,title_abstract,unlikely_candidate,3,"Although it is clearly about COVID-19 and includes empirical outbreak counts (including deaths), the paper’s main focus is prevention/control challenges rather than estimating fatality or severity outcomes. Outcome reporting appears limited to brief cumulative totals without deeper severity/fatality analysis.",4,"Title and abstract explicitly focus on COVID-19 in Nigeria, describing the early outbreak period and related public health measures.",3,"Uses national surveillance updates (NCDC) describing confirmed cases and outcomes in the Nigerian population (human cases), though without individual-level characteristics.",4,Clearly conducted in a real-world geographic setting (Nigeria) using Nigeria Centre for Disease Control reporting and local media sources.,3,"Presents an original descriptive analysis/summary of empirical surveillance data (NCDC daily updates) and documented reports for challenges, rather than a purely narrative commentary.",2,"Mentions cumulative fatalities (58 deaths) as part of a general trend summary, but fatality/severity outcomes are not a central analytic focus (no CFR estimation, ICU/ventilation, or severity stratification).",,
32324441,,Use of Disinfectant Wipes to Sanitize Milk's Containers of Human Milk Bank During COVID-19 Pandemic.,"De Rose DU, Reposi MP, Amadio P, Auriti C, Dall'Oglio I, Corsetti T, Dotta A, Salvatori G.",J Hum Lact. 2020 Aug;36(3):547-549. doi: 10.1177/0890334420924639. Epub 2020 Apr 23.,De,Journal of human lactation : official journal of International Lactation Consultant Association,2020,2020/04/24,,,10.1177/0890334420924639,,"[MeSH] Animals; [MeSH] Betacoronavirus; [MeSH] Breast Feeding; [MeSH] COVID-19; [MeSH] Coronavirus Infections; [MeSH] Disinfectants; [MeSH] Female; [MeSH] Humans; [MeSH] Milk, Human; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] SARS-CoV-2",pending_fulltext,needs_full_text,,,,,,,,,,,,,pending,
33490013,,"The Many Faces of Covid-19 at a Glance: A University Hospital Multidisciplinary Account From Milan, Italy.","Priori A, Baisi A, Banderali G, Biglioli F, Bulfamante G, Canevini MP, Cariati M, Carugo S, Cattaneo M, Cerri A, Chiumello D, Colosio C, Cozzolino M, D'Arminio Monforte A, Felisati G, Ferrari D, Gambini O, Gardinali M, Marconi AM, Olivari I, Orfeo NV, Opocher E, Pietrogrande L, Previtera A, Rossetti L, Vegni E, Toschi V, Zuin M, Centanni S.",Front Public Health. 2021 Jan 8;8:575029. doi: 10.3389/fpubh.2020.575029. eCollection 2020.,Priori,Frontiers in public health,2020,2021/01/25,PMC7820812,,10.3389/fpubh.2020.575029,"In March 2020, northern Italy became the second country worldwide most affected by Covid-19 and the death toll overtook that in China. Hospital staff soon realized that Covid-19 was far more severe than expected from the few data available at that time. The Covid-19 pandemic forced hospitals to adjust to rapidly changing circumstances. We report our experience in a general teaching hospital in Milan, the capital of Lombardy, the most affected area in Italy. First, we briefly describe Lombardy's regional Covid-19-related health organizational changes as well as general hospital reorganization. We also provide a multidisciplinary report of the main clinical, radiological and pathological Covid-19 findings we observed in our patients.",COVID-19; gynecology; infectious diseases respiratory medicine; internal medicine; neurology; pathology; psychology,title_abstract,unlikely_candidate,2,"While the paper is clearly about COVID-19 in hospitalized patients in Milan, the abstract does not explicitly report fatality or key severity outcomes (ICU/ventilation/death). It also reads more like an institutional/multidisciplinary narrative than a clearly defined original empirical outcomes study.",4,Title/abstract explicitly focus on COVID-19 (pandemic impact in Lombardy; hospital experience with Covid-19 patients).,3,"Discusses findings observed in ""our patients"" in a university hospital, implying a human clinical population, though no specific cohort details are provided.",4,"Clearly set in a real-world healthcare setting in Milan/Lombardy, Italy (general teaching hospital and regional organizational changes).",2,"Described as reporting the hospital's ""experience"" and observed clinical/radiological/pathological findings, but the abstract does not clearly indicate original quantitative data, sample size, or analytic results.",1,"Mentions severity in general terms and summarizes clinical/radiological/pathological findings, but does not explicitly report mortality/deaths, ICU admission, or mechanical ventilation outcomes.",,
33370384,,"Epidemiology, clinical characteristics, household transmission, and lethality of severe acute respiratory syndrome coronavirus-2 infection among healthcare workers in Ontario, Canada.","Schwartz KL, Achonu C, Buchan SA, Brown KA, Lee B, Whelan M, Wu JH, Garber G.",PLoS One. 2020 Dec 28;15(12):e0244477. doi: 10.1371/journal.pone.0244477. eCollection 2020.,Schwartz,PloS one,2020,2020/12/28,PMC7769426,,10.1371/journal.pone.0244477,"INTRODUCTION: Protecting healthcare workers (HCWs) from Severe Acute Respiratory Syndrome Coronavirus-2 (SARS-CoV-2) is a priority to maintain a safe and functioning healthcare system. Our objective was to describe and compare the epidemiology, clinical characteristics, and lethality of SARS-CoV-2 infections among HCWs compared to non-HCWs. METHODS: Using reportable disease data at Public Health Ontario, we conducted a population-based cross-sectional study comparing demographic, exposure, and clinical variables between HCWs and non-HCWs with SARS-CoV-2 infections as of 30 September 2020. We calculated rates of infections over time and determined the frequency of within household transmissions using natural language processing based on residential address. We evaluated the risk of death using a multivariable logistic regression model adjusting for age, sex, comorbidities, symptoms, and long-term care home exposure. RESULTS: There were 7,050 (12.5%) HCW SARS-CoV-2 infections in Ontario, Canada, of whom 24.9% were nurses, 2.3% were physicians, and the remaining 72.8% other specialties, including personal support workers. Overall HCWs had an infection rate of 1,276 per 100,000 compared to non-HCWs of 346 per 100,000 (3.7 times higher). This difference decreased from a 7 times higher rate in April to no difference in September 2020. Twenty-six percent of HCWs had a household member with SARS-CoV-2 infection; 6.8% were probable acquisitions, 12.3% secondary transmissions, and 6.9% unknown direction of transmission. Death among HCWs was 0.2% compared to 6.1% of non-HCWs. The risk of death in HCWs remained significantly lower than non-HCWs after adjustment (adjusted odds ratio 0.09; 95%CI 0.05-0.17). CONCLUSION: HCWs represent a disproportionate number of diagnosed SARS-CoV-2 infections in Ontario, however this discrepancy is at least partially explained by limitations in testing earlier in the pandemic for non-HCWs. We observed a low risk of death in HCWs which could not be completely explained by other factors.","[MeSH] Adult; [MeSH] Aged; [MeSH] COVID-19; [MeSH] Cross-Sectional Studies; [MeSH] Female; [MeSH] Health Personnel; [MeSH] Humans; [MeSH] Infectious Disease Transmission, Patient-to-Professional; [MeSH] Male; [MeSH] Middle Aged; [MeSH] Ontario; [MeSH] Pandemics; [MeSH] Risk Factors; [MeSH] SARS-CoV-2",title_abstract,strong_candidate,4,"This study centrally investigates SARS-CoV-2 and directly reports fatality (death risk/lethality) with original population-based data in humans. Outcomes are explicit and quantified (death percentages and adjusted odds ratio), making it highly relevant to fatality/severity outcomes of infection.",4,"Title and abstract explicitly study SARS-CoV-2/COVID-19 infections among healthcare workers in Ontario, with direct comparisons to non-HCWs.",4,"Uses human, population-based reportable disease data including healthcare workers and non-healthcare workers.",4,"Clearly set in Ontario, Canada using Public Health Ontario surveillance/reportable disease data.",4,"Reports original empirical results from a population-based cross-sectional analysis (counts, rates, household transmission classification, multivariable logistic regression).",4,"Explicitly reports lethality/death outcomes (death %, adjusted odds ratio for death) and addresses severity via lethality; also includes household transmission frequencies.",,
32422179,,Walking the line between benefit and harm from tracheostomy in COVID-19.,"Schultz MJ, Pattnaik R, Dondorp AM.",Lancet Respir Med. 2020 Jul;8(7):656-657. doi: 10.1016/S2213-2600(20)30231-9. Epub 2020 May 15.,Schultz,The Lancet. Respiratory medicine,2020,2020/05/19,PMC7228697,,10.1016/S2213-2600(20)30231-9,,"[MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] Coronavirus Infections; [MeSH] Humans; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] SARS-CoV-2; [MeSH] Tracheostomy",pending_fulltext,needs_full_text,,,,,,,,,,,,,pending,
32659609,,Sex differences in the relationship between digit ratio (2D:4D) and national case fatality rates for COVID-19: A reply to Sahin (2020).,"Manning JT, Fink B.",Early Hum Dev. 2020 Sep;148:105120. doi: 10.1016/j.earlhumdev.2020.105120. Epub 2020 Jul 6.,Manning,Early human development,2020,2020/07/14,PMC7336120,,10.1016/j.earlhumdev.2020.105120,,"[MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] Coronavirus Infections; [MeSH] Female; [MeSH] Fingers; [MeSH] Humans; [MeSH] Male; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] SARS-CoV-2; [MeSH] Sex Characteristics",pending_fulltext,needs_full_text,,,,,,,,,,,,,pending,
32531538,,Is hesperidin essential for prophylaxis and treatment of COVID-19 Infection?,"Haggag YA, El-Ashmawy NE, Okasha KM.",Med Hypotheses. 2020 Nov;144:109957. doi: 10.1016/j.mehy.2020.109957. Epub 2020 Jun 6.,Haggag,Medical hypotheses,2020,2020/06/13,PMC7274964,,10.1016/j.mehy.2020.109957,"SARS-CoV-2 or COVID-19 is representing the major global burden that implicated more than 4.7 million infected cases and 310 thousand deaths worldwide in less than 6 months. The prevalence of this pandemic disease is expected to rise every day. The challenge is to control its rapid spread meanwhile looking for a specific treatment to improve patient outcomes. Hesperidin is a classical herbal medicine used worldwide for a long time with an excellent safety profile. Hesperidin is a well-known herbal medication used as an antioxidant and anti-inflammatory agent. Available shreds of evidence support the promising use of hesperidin in prophylaxis and treatment of COVID 19. Herein, we discuss the possible prophylactic and treatment mechanisms of hesperidin based on previous and recent findings. Hesperidin can block coronavirus from entering host cells through ACE2 receptors which can prevent the infection. Anti-viral activity of hesperidin might constitute a treatment option for COVID-19 through improving host cellular immunity against infection and its good anti-inflammatory activity may help in controlling cytokine storm. Hesperidin mixture with diosmin co-administrated with heparin protect against venous thromboembolism which may prevent disease progression. Based on that, hesperidin might be used as a meaningful prophylactic agent and a promising adjuvant treatment option against SARS-CoV-2 infection.",Anti-viral activity; COVID-19; Hesperidin; Immunity; Prophylaxis; SARS-CoV-2; Treatment; Viral entry,title_abstract,unlikely_candidate,2,"Although COVID-19 is the central topic, the article appears to be a non-empirical narrative overview of hesperidin as prophylaxis/treatment. It does not provide original human data nor report severity/fatality outcomes (death, ICU, mechanical ventilation) relevant to estimating fatality/severity outcomes of SARS-CoV-2 infection.",4,"Title, keywords, and abstract explicitly focus on SARS-CoV-2/COVID-19 and discuss hesperidin for prophylaxis/treatment.",2,"The topic is human COVID-19 prevention/treatment, but no specific human study population or participant data are described.",2,No specific setting/country is reported; the discussion is general/global rather than tied to a particular geographic study.,0,This is a narrative discussion of mechanisms and 'available evidence' without reporting original empirical data or new analyses.,1,"Mentions general concepts like disease progression and cytokine storm, but does not report mortality/fatality, ICU admission, or mechanical ventilation outcomes from a study.",,
32613447,,SARS-CoV-2-related deaths in routine forensic autopsy practice: histopathological patterns.,"Tombolini A, Scendoni R.",Int J Legal Med. 2020 Nov;134(6):2205-2208. doi: 10.1007/s00414-020-02354-5. Epub 2020 Jun 29.,Tombolini,International journal of legal medicine,2020,2020/07/03,PMC7327488,,10.1007/s00414-020-02354-5,"""Severe acute respiratory syndrome"" (SARS) due to coronavirus (SARS-CoV-2) infection is a well-known cause of death. Sometimes, demise can occur unexpectedly in apparently previous healthy individual after a brief period of trivial flu-like symptoms. In these doubtful cases, the forensic pathologist could be requested to define the cause of death occurred outside the hospital. In this report, the authors describe two autopsied cases of SARS-CoV-2-related deaths which occurred suddenly at home and were not preceded by hospitalization, highlighting associated histopathologic patterns and correlating them to pathophysiology of viral infection.",Forensic autopsy; Histopathology; SARS-CoV-2,title_abstract,strong_candidate,4,"This is explicitly about SARS-CoV-2-related deaths (fatality outcome) in humans and reports original autopsy findings from two cases. While it does not estimate population-level fatality rates, it directly addresses fatal outcomes and severity pathology, making it a strong candidate for extraction focused on fatality/severity outcomes.",4,"Title/abstract explicitly focus on SARS-CoV-2 infection and related deaths, describing SARS-CoV-2-related fatal cases confirmed/attributed to COVID-19.",4,"Reports human forensic autopsy cases (people who died at home), not animal or in vitro work.",2,"The setting is routine forensic autopsy practice, but no explicit country/region is provided in the title/abstract.",3,"Describes original empirical findings from two autopsied SARS-CoV-2-related deaths with histopathological patterns (a small case series, but still primary data).",4,"Fatal outcome (death) is the central focus, with explicit discussion of SARS-CoV-2-related deaths occurring suddenly and autopsy-confirmed pathology.",,
