PMID,is_ground_truth,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Abstract,Keywords,screening_stage,screening_mode,llm_suggest,overall_score,overall_justification,disease_score,disease_justification,population_score,population_justification,location_score,location_justification,evidence_score,evidence_justification,parameter_score,parameter_justification,fulltext_status,fulltext_path,fulltext_eligible,fulltext_markdown
32843121,,Antibody evidence of SARS-CoV-2 infection in healthcare workers in the Bronx.,"Sydney ER, Kishore P, Laniado I, Rucker LM, Bajaj K, Zinaman MJ.",Infect Control Hosp Epidemiol. 2020 Nov;41(11):1348-1349. doi: 10.1017/ice.2020.437. Epub 2020 Aug 26.,Sydney,Infection control and hospital epidemiology,2020,2020/08/27,PMC7503039,,10.1017/ice.2020.437,,"[MeSH] Adult; [MeSH] Black or African American; [MeSH] Aged; [MeSH] Antibodies, Viral; [MeSH] Asymptomatic Infections; [MeSH] Behavioral Medicine; [MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] Coronavirus Infections; [MeSH] Critical Care; [MeSH] Emergency Service, Hospital; [MeSH] Female; [MeSH] Health Personnel; [MeSH] Humans; [MeSH] Immunoglobulin G; [MeSH] Male; [MeSH] Middle Aged; [MeSH] New York City; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] Polymerase Chain Reaction; [MeSH] Prevalence; [MeSH] Psychiatry; [MeSH] Retrospective Studies; [MeSH] SARS-CoV-2; [MeSH] Trauma Centers; [MeSH] Young Adult",full_text,lenient,strong_candidate,4,"The full text clearly confirms this is an original SARS-CoV-2 antibody prevalence study in a defined human population. It reports concrete seropositivity estimates in the body text and table, making it strongly relevant for evidence synthesis on seroprevalence studies that could inform infection fatality rate inference, even though the population is healthcare workers rather than the general community.",4,"The full text is explicitly about SARS-CoV-2/COVID-19, including PCR testing, SARS-CoV-2 IgG antibody testing, and discussion of COVID-19 cases and deaths in New York City and the Bronx.",4,"This is a human study of 1,700 healthcare workers at Jacobi Medical Center in the Bronx, with analyses by demographics, symptoms, department, and prior PCR status.",4,"The study is set in a real-world geographic and institutional context: Jacobi Medical Center in the Bronx, New York, with testing conducted among employees between April 28 and May 4, 2020.",4,"The paper reports original empirical data from a retrospective chart review of 1,700 healthcare workers tested for SARS-CoV-2 IgG antibodies, including new tabulated results by department, symptoms, and PCR history.",4,"The target parameter is directly reported: 'Of the 1,700 individuals tested, SARS-CoV-2 IgG antibodies were detected in 327 individuals (19%).' Table 1 further provides antibody positivity/prevalence across departments and symptom/PCR strata, including 28% in symptomatic workers and 9% in asymptomatic workers.",screened,D:\AILab\MAS\Meta-Analysis\MetaAgent-Epi\dev\paper_pool\markdown\PMID_32843121\PMID_32843121.md,yes,
32686766,,Serosurvey of SARS-CoV-2 among hospital visitors in China.,"Liang W, Lin Y, Bi J, Li J, Liang Y, Wong SS, Zanin M, Yang Z, Li C, Zhong R, Jiang G, Han G, Hu D, He J, Zhong N.",Cell Res. 2020 Sep;30(9):817-818. doi: 10.1038/s41422-020-0371-0. Epub 2020 Jul 20.,Liang,Cell research,2020,2020/07/21,PMC7369564,,10.1038/s41422-020-0371-0,,"[MeSH] Adult; [MeSH] Aged; [MeSH] Antibodies, Viral; [MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] China; [MeSH] Cohort Studies; [MeSH] Coronavirus Infections; [MeSH] Hospitalization; [MeSH] Humans; [MeSH] Immunoglobulin G; [MeSH] Immunoglobulin M; [MeSH] Middle Aged; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] SARS-CoV-2; [MeSH] Visitors to Patients",full_text,lenient,strong_candidate,4,"The full text strongly supports relevance to the review question. It is an original human serosurvey of SARS-CoV-2 in real-world Chinese cohorts and directly reports antibody seroprevalence estimates, which are the key parameter needed for infection fatality rate inference.",4,"The full text is explicitly about SARS-CoV-2/COVID-19, e.g., the title is 'Serosurvey of SARS-CoV-2 among hospital visitors in China' and the paper discusses 'the epidemic of COVID-19' and testing for 'SARS-CoV-2 RNA'.",4,"This is a human population study of 'hospital visitors,' including 'inpatients and their healthy companions,' with 8272 individuals in Wuhan and 8782 in Guangzhou. The participants are clearly real human cohorts rather than animals or laboratory specimens only.",4,"The study is conducted in real-world geographic settings in China, specifically 'the First Affiliated Hospital of Guangzhou Medical University in Guangzhou' and 'the Hubei Cancer Hospital in Wuhan.' It also compares an epicenter and non-epicenter context.",4,"The letter reports original empirical data collected by the authors: they 'studied the seroprevalence of IgM/IgG antibodies' in two cohorts and provide sample sizes, subgroup analyses, and figure-based results. Author contributions also note that data were collected, cleaned, and analyzed.",4,"The target parameter is explicit and central: 'Here, we studied the seroprevalence of IgM/IgG antibodies to SARS-CoV-2' and report 'The seroprevalence of IgM/IgG was 2.1% in Wuhan and 0.6% in Guangzhou.' The figure caption further summarizes 'SARS-CoV-2 seroprevalence among hospital visitors.'",screened,D:\AILab\MAS\Meta-Analysis\MetaAgent-Epi\dev\paper_pool\markdown\PMID_32686766\PMID_32686766.md,yes,
32442248,,Testing for Novel Coronavirus Antibodies: A Necessary Adjunct.,"Daverio M, Amigoni A, Cavicchiolo ME.",J Infect Dis. 2020 Jul 6;222(3):517-518. doi: 10.1093/infdis/jiaa283.,Daverio,The Journal of infectious diseases,2020,2020/05/23,PMC7313906,,10.1093/infdis/jiaa283,,"[MeSH] Antibodies, Viral; [MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] Coronavirus; [MeSH] Coronavirus Infections; [MeSH] Humans; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] Public Health; [MeSH] SARS-CoV-2",full_text,lenient,unlikely_candidate,2,"The full text confirms strong topical relevance to COVID-19 and discusses antibody testing and serosurveys conceptually, which explains the stage-1 signal. However, this article is an opinion/commentary without original empirical evidence and without any reported seroprevalence or antibody prevalence estimates, so the key second-stage confirmation for the target parameter is not present.",4,"The full text is explicitly about SARS-CoV-2/COVID-19 throughout, including discussion of the pandemic, asymptomatic infection, and SARS-CoV-2 antibody testing.",3,"The article discusses human populations and subpopulations such as asymptomatic individuals, symptomatic self-isolating individuals, and 'young and healthy persons who can actively work,' but it is not a population study with enrolled participants.",2,"The discussion references real-world settings such as Wuhan, China, Italy, and heavily infected areas, but it is a general commentary rather than a field study conducted in a defined geographic population.",0,"This is a short commentary/letter proposing antibody testing and serosurveys; it presents no original data, no study sample, and no primary empirical analysis.",1,"The paper explicitly mentions 'large-scale serosurveys' and testing for SARS-CoV-2 antibodies, but only as a recommendation. It does not report or estimate seroprevalence, seropositivity, antibody prevalence, or any survey results.",screened,D:\AILab\MAS\Meta-Analysis\MetaAgent-Epi\dev\paper_pool\markdown\PMID_32442248\PMID_32442248.md,yes,
33521714,,Seroprevalence of SARS-CoV-2 in Hong Kong returnees - Authors' reply.,"To KK, Yuen KY.",Lancet Microbe. 2020 Aug;1(4):e148. doi: 10.1016/S2666-5247(20)30092-6. Epub 2020 Aug 6.,To,The Lancet. Microbe,2020,2021/02/01,PMC7834862,,10.1016/S2666-5247(20)30092-6,,[MeSH] COVID-19; [MeSH] China; [MeSH] Hong Kong; [MeSH] Humans; [MeSH] SARS-CoV-2; [MeSH] Seroepidemiologic Studies,full_text,lenient,possible_candidate,3,"The full text confirms strong relevance to SARS-CoV-2, humans, and a real-world geographic population, and it clearly indicates that the underlying study concerns seroprevalence among Hong Kong returnees from Hubei. However, this specific document is a brief authors' reply, so concrete parameter reporting and original empirical detail are limited within the text itself rather than fully presented here.",4,"The full text is explicitly about SARS-CoV-2/COVID-19, discussing seroprevalence, deaths in Wuhan, and implications for COVID-19 waves and mortality.",4,This is a human study context: the reply refers to 452 HKSAR residents evacuated from Hubei Province and seroprevalence among these returnees.,4,"The paper is set in real-world geographic settings, specifically Hubei Province, Wuhan city, and Hong Kong Special Administrative Region.",2,"This item is an authors' reply rather than a full original research article, but it directly references the authors' underlying empirical study and sample of 452 evacuees with blood samples collected in March 2020.",3,"The full text explicitly discusses 'seroprevalence rates among evacuees' and 'estimated the number of seropositive individuals in Hubei province' based on those rates, confirming the target parameter is part of the underlying study. However, this reply does not itself present detailed seroprevalence estimates, tables, or new results.",screened,D:\AILab\MAS\Meta-Analysis\MetaAgent-Epi\dev\paper_pool\markdown\PMID_33521714\PMID_33521714.md,yes,
33521713,,Seroprevalence of SARS-CoV-2 in Hong Kong returnees.,"Hanage WP, Vincent VI, Low NM.",Lancet Microbe. 2020 Aug;1(4):e147. doi: 10.1016/S2666-5247(20)30099-9. Epub 2020 Aug 6.,Hanage,The Lancet. Microbe,2020,2021/02/01,PMC7834388,,10.1016/S2666-5247(20)30099-9,,[MeSH] COVID-19; [MeSH] China; [MeSH] Hong Kong; [MeSH] Humans; [MeSH] SARS-CoV-2; [MeSH] Seroepidemiologic Studies,full_text,lenient,unlikely_candidate,3,"The full text is highly relevant to SARS-CoV-2 and directly discusses human seroprevalence data in a real geographic population context, with explicit linkage to infection fatality rate inference. Its main limitation is that it is not a primary empirical serosurvey but a commentary that reanalyzes published seroprevalence figures rather than presenting original data.",4,"The full text is explicitly about SARS-CoV-2/COVID-19, repeatedly referring to “prevalence of antibodies to SARS-CoV-2,” “COVID-19,” and infection fatality rate estimates for Wuhan/Hubei.",3,"The discussion concerns human participants—“452 returning travellers,” including “364… were from Wuhan” and “17 people whom they classified as seropositive.” However, this letter comments on another study rather than presenting a full primary human cohort analysis itself.",4,"The paper is set in real-world geographic settings, specifically Hong Kong, Hubei province, and Wuhan City, and interprets seroprevalence and deaths in those populations.",1,"This is a commentary/letter critiquing a published study rather than reporting a new empirical study. Although it recomputes seroprevalence and IFR from published numbers (“16 (4.4%) of 364”), the data are not original.",3,"Seroprevalence is central to the letter: it discusses the “reported seroprevalence of 4%” and recalculates “16 (4.4%) of 364 (95% CI 2.5–7.0%).” However, these are secondary calculations from another paper, not newly reported population seroprevalence estimates.",screened,D:\AILab\MAS\Meta-Analysis\MetaAgent-Epi\dev\paper_pool\markdown\PMID_33521713\PMID_33521713.md,yes,
32553187,,Seroconversion in household members of COVID-19 outpatients.,"Cox RJ, Brokstad KA, Krammer F, Langeland N; Bergen COVID-19 Research Group.",Lancet Infect Dis. 2021 Feb;21(2):168. doi: 10.1016/S1473-3099(20)30466-7. Epub 2020 Jun 15.,Cox,The Lancet. Infectious diseases,2021,2020/06/20,PMC7295487,,10.1016/S1473-3099(20)30466-7,,"[MeSH] Antibodies, Viral; [MeSH] COVID-19; [MeSH] China; [MeSH] Humans; [MeSH] Outpatients; [MeSH] Retrospective Studies; [MeSH] SARS-CoV-2; [MeSH] Seroconversion",full_text,lenient,possible_candidate,4,"The full text confirms that this is an original SARS-CoV-2 antibody study in humans conducted in a real-world setting. It reports concrete serological positivity data in household members of outpatient cases, which is relevant to antibody prevalence/seroconversion, though the scope is a targeted household cohort rather than a general-population serosurvey.",4,"The letter explicitly studies COVID-19 and SARS-CoV-2, stating that index patients were RT-PCR positive for SARS-CoV-2 and that household members were tested for specific antibodies to the receptor binding domain of SARS-CoV-2.",4,"This is a human study of COVID-19 outpatients and their household members in Bergen, Norway; the text reports numbers of cases and household contacts tested.",4,"The study is set in a real-world geographic context in Bergen, western Norway, using cases referred to the Bergen municipality emergency room during Feb 28 to April 4, 2020.",4,"The full text reports original empirical data from a primary analysis: among 158 cases, 125 were antibody positive and 12 borderline; among 77 household members, 24 were positive and two borderline.",3,"The paper directly reports antibody positivity/seroconversion in cases and household members, using serological testing 6 weeks after index RT-PCR positivity. However, it is a household-contact seroconversion study rather than a broader population seroprevalence survey designed to estimate community prevalence.",screened,D:\AILab\MAS\Meta-Analysis\MetaAgent-Epi\dev\paper_pool\markdown\PMID_32553187\PMID_32553187.md,yes,
32739486,,Characterising differential antibody response is integral to future SARS-CoV-2 serostudies.,"Pallett SJC, Jones R, Pallett MA, Rayment M, Mughal N, Davies GW, Moore LSP.",J Infect. 2020 Dec;81(6):e28-e30. doi: 10.1016/j.jinf.2020.07.029. Epub 2020 Jul 31.,Pallett,The Journal of infection,2020,2020/08/03,PMC7392850,,10.1016/j.jinf.2020.07.029,,"[MeSH] Antibodies, Viral; [MeSH] Antibody Formation; [MeSH] COVID-19; [MeSH] Humans; [MeSH] Kinetics; [MeSH] SARS-CoV-2",full_text,lenient,unlikely_candidate,3,"The full text clearly confirms relevance to SARS-CoV-2 and contains some original empirical content, but the main contribution is a commentary plus descriptive review of assay target information. It does not actually report a seroprevalence or antibody prevalence estimate from a human population, so the key target-parameter requirement for informing infection fatality rate inference is not confirmed.",4,"The full text is explicitly about SARS-CoV-2/COVID-19 serological testing, antibody targets, and interpretation of SARS-CoV-2 assay results throughout the letter.",2,"Humans are discussed indirectly (e.g., healthcare workers, general public, symptomatic/asymptomatic individuals), but this piece does not present a defined human study population with participant-level data.",3,"The discussion is anchored in real-world testing contexts, including community use, healthcare workers, and commercially available assays cross-referenced with regulatory lists from multiple jurisdictions, though no single field site is the main study setting.",3,"Although this is a Letter to the Editor, the authors report a primary descriptive analysis of 284 commercially available SARS-CoV-2 serological assays based on product descriptions, inserts, and regulatory documents, summarized quantitatively in the text and figure.",1,"The paper discusses serostudies and mentions low-seroprevalence populations as context, but it does not report or estimate seroprevalence/seropositivity/antibody prevalence in a population. Its original data concern assay target characteristics, not population-level antibody prevalence.",screened,D:\AILab\MAS\Meta-Analysis\MetaAgent-Epi\dev\paper_pool\markdown\PMID_32739486\PMID_32739486.md,yes,
32721505,,Immunological detection of serum antibodies in pediatric medical workers exposed to varying levels of SARS-CoV-2.,"Tu D, Shu J, Wu X, Li H, Xia Z, Zhang Y, Fang Y, Shen S, Guan W, Wang H, Huang Z, Wang G, Zhou X, Deng F.",J Infect. 2021 Jan;82(1):159-198. doi: 10.1016/j.jinf.2020.07.023. Epub 2020 Jul 25.,Tu,The Journal of infection,2021,2020/07/30,PMC7382336,,10.1016/j.jinf.2020.07.023,,"[MeSH] Antibodies, Viral; [MeSH] COVID-19; [MeSH] Child; [MeSH] Health Personnel; [MeSH] Humans; [MeSH] Prevalence; [MeSH] SARS-CoV-2",full_text,lenient,possible_candidate,4,"The full text confirms that this is an original SARS-CoV-2 antibody study in humans conducted in a real-world setting, and it does report concrete antibody prevalence/positivity estimates in the body text and Table 1. The main limitation for the review question is that it is a specialized hospital-worker study with emphasis on assay performance and short-term antibody decline, so its usefulness for infection-fatality-rate inference is more limited than a broad population seroprevalence study.",4,"The target paper explicitly studies SARS-CoV-2/COVID-19: the title is “Immunological detection of serum antibodies in pediatric medical workers exposed to varying levels of SARS-CoV-2,” and the text repeatedly discusses infection status with SARS-CoV-2 in Wuhan pediatric medical workers.",4,"This is a human study of 325 pediatric medical workers in a Wuhan hospital, divided by exposure level to COVID-19 patients. The participants are clearly a real human occupational population rather than animals or purely laboratory specimens.",4,"The study was conducted in a real-world geographic setting in Wuhan, China, recruiting pediatric medical workers from one hospital on March 19–20, 2020. Exposure groups are based on actual clinical contact with confirmed/suspected COVID-19 cases.",4,"The paper reports original empirical data: 325 workers were recruited, tested with three antibody methods (DTFA, ELISA, colloidal gold), analyzed with multivariable logistic regression, and 70 positive participants were retested one month later.",3,"The full text reports antibody positivity/prevalence estimates in a defined population, e.g., an overall positive rate for SARS-CoV-2 IgG of 43.08% and IgM of 5.85%, with subgroup rates in Table 1 by exposure level. However, this is a hospital worker occupational sample and focuses heavily on assay comparison and antibody kinetics rather than a general-population serosurvey directly suited to IFR inference.",screened,D:\AILab\MAS\Meta-Analysis\MetaAgent-Epi\dev\paper_pool\markdown\PMID_32721505\PMID_32721505.md,yes,
32653078,,Pandemic peak SARS-CoV-2 infection and seroconversion rates in London frontline health-care workers.,"Houlihan CF, Vora N, Byrne T, Lewer D, Kelly G, Heaney J, Gandhi S, Spyer MJ, Beale R, Cherepanov P, Moore D, Gilson R, Gamblin S, Kassiotis G, McCoy LE, Swanton C; Crick COVID-19 Consortium; Hayward A, Nastouli E; SAFER Investigators.",Lancet. 2020 Jul 25;396(10246):e6-e7. doi: 10.1016/S0140-6736(20)31484-7. Epub 2020 Jul 9.,Houlihan,"Lancet (London, England)",2020,2020/07/13,PMC7347344,,10.1016/S0140-6736(20)31484-7,,"[MeSH] Adult; [MeSH] Antibodies, Viral; [MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] Coronavirus Infections; [MeSH] Cross Infection; [MeSH] Health Personnel; [MeSH] Humans; [MeSH] Infectious Disease Transmission, Patient-to-Professional; [MeSH] London; [MeSH] Occupational Exposure; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] Prospective Studies; [MeSH] Risk Assessment; [MeSH] SARS-CoV-2; [MeSH] Seroconversion",full_text,lenient,strong_candidate,4,"The full text strongly confirms relevance for this review question. It is an original human field study of SARS-CoV-2 in London health-care workers and explicitly reports seropositivity at baseline and follow-up, as well as seroconversion during follow-up. Although the population is occupational rather than general-population based, the serological parameter of interest is directly measured and reported with primary empirical data.",4,"The full text is explicitly about SARS-CoV-2/COVID-19 in frontline health-care workers, with repeated reporting of SARS-CoV-2 infection by RT-PCR and serology. Disease focus is central throughout the study.",4,This is a prospective cohort of 200 patient-facing human health-care workers in a London NHS hospital trust. The study population is clearly human and directly observed.,4,The study is set in a real-world acute National Health Service hospital trust in London and references infection timing relative to the London epidemic peak. This is a concrete geographic field setting.,4,"The paper reports original prospective cohort data with repeated nasopharyngeal RT-PCR, symptom surveys, and monthly blood sampling using ELISA and flow-cytometry serology assays. It provides primary empirical results rather than a review or commentary.",4,"The full text directly reports antibody prevalence/serostatus outcomes: '82 (45%) of 181 HCWs were seropositive after 1 month,' '36 (20%) seroconverted during the study,' and '46 (25%) were already seropositive at study entry.' These are explicit seroprevalence/seroconversion estimates from a defined population.",screened,D:\AILab\MAS\Meta-Analysis\MetaAgent-Epi\dev\paper_pool\markdown\PMID_32653078\PMID_32653078.md,yes,
32909272,,Prevalence of SARS-COVID-19 serum IgG antibodies amongst staff on an acute surgical unit.,"Isherwood J, Winyard J, Karki B, Chung WY, Layton G, Issa E, Garcea G, Dennison AR.",Br J Surg. 2020 Nov;107(12):e576-e577. doi: 10.1002/bjs.11976. Epub 2020 Sep 9.,Isherwood,The British journal of surgery,2020,2020/09/10,PMC7929108,,10.1002/bjs.11976,,"[MeSH] Acute Disease; [MeSH] Adult; [MeSH] Aged; [MeSH] Biomarkers; [MeSH] COVID-19; [MeSH] Comorbidity; [MeSH] Female; [MeSH] Humans; [MeSH] Immunoglobulin G; [MeSH] Male; [MeSH] Middle Aged; [MeSH] Pandemics; [MeSH] Prevalence; [MeSH] SARS-CoV-2; [MeSH] Surgical Procedures, Operative; [MeSH] Young Adult",full_text,lenient,strong_candidate,4,"The full text strongly supports relevance. It is an original human study in a real-world UK hospital setting that directly measures and reports SARS-CoV-2 IgG antibody prevalence among staff (15/215; 7%), which is the key target parameter for seroprevalence evidence.",4,"The full text is explicitly about SARS-CoV-2/COVID-19, e.g., 'We present the results of SARS-CoV-2 antibody testing' and reports staff with 'positive PCR result' and 'COVID-19 positive patients'.",4,This is a human study of healthcare workers in a surgical unit: 'We surveyed 215 staff including a wide spectrum of healthcare workers from a variety of age ranges' with demographic breakdowns in Table 1.,4,"The study is set in a real hospital and community context: a 'tertiary acute general surgical unit' at 'Leicester General Hospital, Leicester, UK,' with dates and local hospital/community case counts provided.",4,"It reports original empirical data from antibody and PCR testing among 215 staff, including counts of positive antibody tests (15/215) and positive PCR tests (6/215) in Table 1.",4,"The target parameter is directly reported as antibody prevalence/seroprevalence: the title states 'Prevalence of SARS-COVID-19 serum IgG antibodies,' the text reports '15/215 reported a positive antibody test,' and describes an 'immunity rate of 7%'.",screened,D:\AILab\MAS\Meta-Analysis\MetaAgent-Epi\dev\paper_pool\markdown\PMID_32909272\PMID_32909272.md,yes,
32845861,,SARS-CoV-2 serosurvey in health care workers of the Veneto Region.,"Plebani M, Padoan A, Fedeli U, Schievano E, Vecchiato E, Lippi G, Lo Cascio G, Porru S, Palù G.",Clin Chem Lab Med. 2020 Aug 26;58(12):2107-2111. doi: 10.1515/cclm-2020-1236.,Plebani,Clinical chemistry and laboratory medicine,2020,2020/08/27,,,10.1515/cclm-2020-1236,"Objectives The ongoing outbreak of coronavirus disease (COVID-19) caused by the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) poses formidable challenges to all health care systems. Serological assays may be used for improving disease management when appropriately applied, for investigating the antibody responses mounted against SARS-CoV-2 infection and for assessing its real prevalence. Although testing the whole population is impractical, well-designed serosurveys in selected subpopulations in specific risk groups may provide valuable information. We evaluated the prevalence of SARS-CoV-2 infection in health care workers (HCW) who underwent molecular testing with reverse transcription real-time polymerase chain reaction (rRT-PCR) in the main hospitals of the Veneto Region of Italy by measuring specific antibodies (Abs). Methods Both immunoglobulin (Ig)M and IgG antibodies against SARS-Cov-2 S-antigen and N-protein were measured using a validated chemiluminescent analytical system (CLIA) called Maglumi™ 2000 Plus (New Industries Biomedical Engineering Co., Ltd [Snibe], Shenzhen, China). Results A total of 8,285 HCW were tested. SARS-CoV-2 specific antibodies (IgM, IgG or both) were detectable in 378 cases (4.6%, 95% CI 4.1-5.0%). Seroconversion was observed in 4.4% of women vs. 5.0% of men, but this difference was not significant. Although detectable antibodies were found in all HCW who developed severe COVID-19 infection (100%), lower seropositivity was found in mild disease (83%) and the lowest prevalence (58%) was observed in asymptomatic subjects. Conclusions Seroprevalence surveys are of utmost importance for understanding the rate of population that has already developed antibodies against SARS-CoV-2. The present study defined precisely the circulation of SARS-CoV-2 in a cohort of HCW in the Veneto Region, with its prevalence (4.6%) reflecting a relatively low circulation. Symptomatic individuals or those hospitalized for medical care were 100% antibody positive, whilst Abs were only detectable in 58% of asymptomatic carriers.",COVID-19; SARS-CoV-2 antibody; health care workers; seroprevalence,title_abstract,strict,strong_candidate,4,"This is a highly relevant SARS-CoV-2 serosurvey in a defined human population with a real geographic setting and original empirical results. It explicitly reports antibody prevalence/seroprevalence, making it directly useful for evidence on infection spread that could inform infection fatality rate inference.",4,"The title and abstract explicitly focus on SARS-CoV-2/COVID-19, including antibody detection against SARS-CoV-2 in health care workers.",4,"The study concerns a human population: 8,285 health care workers in hospitals in the Veneto Region of Italy.",4,"A clear real-world geographic setting is given: the main hospitals of the Veneto Region, Italy.",4,"The abstract reports original empirical data, including methods, sample size, antibody measurements, and seroprevalence results.",4,"Seroprevalence is explicit and central: the title says 'serosurvey,' keywords include 'seroprevalence,' and the abstract reports antibody prevalence of 4.6%.",pmc_unavailable,,pmc_unavailable,
32790206,,"Low postpandemic wave SARS-CoV-2 seroprevalence in Kuala Lumpur and Selangor, Malaysia.","Sam IC, Chong YM, Tan CW, Chan YF.",J Med Virol. 2021 Feb;93(2):647-648. doi: 10.1002/jmv.26426. Epub 2020 Aug 21.,Sam,Journal of medical virology,2021,2020/08/14,PMC7436669,,10.1002/jmv.26426,,"[MeSH] Adolescent; [MeSH] Adult; [MeSH] Aged; [MeSH] COVID-19; [MeSH] COVID-19 Serological Testing; [MeSH] Child; [MeSH] Child, Preschool; [MeSH] Female; [MeSH] Humans; [MeSH] Malaysia; [MeSH] Male; [MeSH] Mass Screening; [MeSH] Middle Aged; [MeSH] Seroepidemiologic Studies; [MeSH] Young Adult",full_text,lenient,strong_candidate,4,"The full text strongly supports relevance across all screening dimensions. It is an original human seroepidemiologic study of SARS-CoV-2 in a defined Malaysian population and reports explicit crude and age-standardized seroprevalence estimates from field-collected residual sera, making it highly pertinent for informing infection fatality rate inference.",4,"The full text is explicitly about COVID-19/SARS-CoV-2, stating the aim was to determine 'severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) seroprevalence' in Malaysia. COVID-19 cases, epidemic waves, and PCR-confirmed COVID-19 patients are central throughout the paper.",4,This is a human study using 816 residual human serum samples from patients across age groups in Kuala Lumpur and Selangor; the text reports samples from '368 females and 448 males.' It also standardizes estimates to the regional human population using age- and gender-stratified population data.,4,"The study is set in a real-world geographic context: a teaching hospital serving 'Kuala Lumpur and Selangor state' in Malaysia, with estimates compared against regional and national reported case counts. The paper provides a direct age-standardized seroprevalence estimate for these named locations.",4,"The article reports original empirical data from archived serum samples, laboratory testing with ELISA and sVNT, assay performance evaluation, and calculated crude and age-standardized seroprevalence estimates. This is a primary analysis rather than a review or commentary.",4,"The target parameter is explicit and central: the study repeatedly reports 'seroprevalence' and gives numerical estimates, including crude seroprevalence of '0.5% (95% CI, 0.1%-1.5%)' and direct age-standardized seroprevalence of '0.4% (95% CI, 0%-0.93%).' These are population antibody prevalence estimates relevant to infection fatality rate inference.",screened,D:\AILab\MAS\Meta-Analysis\MetaAgent-Epi\dev\paper_pool\markdown\PMID_32790206\PMID_32790206.md,yes,
32663041,,Anti-SARS-CoV-2 antibody testing in IBD healthcare professionals: are we currently able to provide COVID-free IBD clinics?,"Malickova K, Kratka Z, Luxova S, Bortlik M, Lukas M.",Scand J Gastroenterol. 2020 Aug;55(8):917-919. doi: 10.1080/00365521.2020.1791244. Epub 2020 Jul 14.,Malickova,Scandinavian journal of gastroenterology,2020,2020/07/15,,,10.1080/00365521.2020.1791244,"Coronavirus disease 2019 (COVID-19), caused by Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2), has spread worldwide triggering a pandemic during the year 2020. The proportion of persons infected with SARS-CoV-2 whose infection remained subclinical is not known. However, such information is important to determine whether the control measures currently employed are sufficient to halt the spread of the virus. Current study has examined the seroprevalence of anti-SARS-CoV-2 antibodies in a population of 92 healthcare professionals working with patients with inflammatory bowel disease (IBD). The enzyme-linked immunosorbent assay (ELISA) test system for SARS-CoV-2 IgG from EUROIMMUN Medizinische Labordiagnostika AG (Germany) was used. Very low herd antibody-mediated immunity was proven, less than 2%, although we have been faced with the COVID-19 pandemic for several months. Anti-SARS-CoV-2 IgG antibody testing is currently unable to provide sufficient information about our anti-infectious immunity.",Inflammatory bowel disease; SARS-CoV-2; herd immunity,title_abstract,strict,strong_candidate,4,"This is an original human study directly about SARS-CoV-2 antibody seroprevalence, with explicit prevalence measurement in a defined healthcare worker population. Its main limitation for broader inference is the narrow occupational sample and lack of stated geographic detail in the abstract.",4,"The title and abstract explicitly focus on COVID-19 and SARS-CoV-2, including anti-SARS-CoV-2 antibody testing.",4,"The study examines 92 healthcare professionals working with IBD patients, which is a clearly defined human population.",3,"The study is conducted in a real-world clinical workforce setting, but no specific geographic location is stated in the title or abstract.",4,The abstract reports an original empirical study of 92 participants using ELISA testing and provides a measured seroprevalence result.,4,The abstract explicitly states that the study examined the seroprevalence of anti-SARS-CoV-2 antibodies and reports a prevalence estimate of less than 2%.,pmc_unavailable,,pmc_unavailable,
