PMID,is_ground_truth,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Abstract,Keywords,screening_stage,llm_suggest,overall_score,overall_justification,disease_score,disease_justification,population_score,population_justification,location_score,location_justification,evidence_score,evidence_justification,transmission_score,transmission_justification,fulltext_status,fulltext_path
32340361,,"Analysis of the Healthcare MERS-CoV Outbreak in King Abdulaziz Medical Center, Riyadh, Saudi Arabia, June-August 2015 Using a SEIR Ward Transmission Model.","Oraby T, Tyshenko MG, Balkhy HH, Tasnif Y, Quiroz-Gaspar A, Mohamed Z, Araya A, Elsaadany S, Al-Mazroa E, Alhelail MA, Arabi YM, Al-Zoughool M.",Int J Environ Res Public Health. 2020 Apr 23;17(8):2936. doi: 10.3390/ijerph17082936.,Oraby,International journal of environmental research and public health,2020,2020/04/29,PMC7215950,,10.3390/ijerph17082936,"Middle East respiratory syndrome coronavirus (MERS-CoV) is an emerging zoonotic coronavirus that has a tendency to cause significant healthcare outbreaks among patients with serious comorbidities. We analyzed hospital data from the MERS-CoV outbreak in King Abdulaziz Medical Center, Riyadh, Saudi Arabia, June-August 2015 using the susceptible-exposed-infectious-recovered (SEIR) ward transmission model. The SEIR compartmental model considers several areas within the hospital where transmission occurred. We use a system of ordinary differential equations that incorporates the following units: emergency department (ED), out-patient clinic, intensive care unit, and hospital wards, where each area has its own carrying capacity and distinguishes the transmission by three individuals in the hospital: patients, health care workers (HCW), or mobile health care workers. The emergency department, as parameterized has a large influence over the epidemic size for both patients and health care workers. Trend of the basic reproduction number (R0), which reached a maximum of 1.39 at the peak of the epidemic and declined to 0.92 towards the end, shows that until added hospital controls are introduced, the outbreak would continue with sustained transmission between wards. Transmission rates where highest in the ED, and mobile HCWs were responsible for large part of the outbreak.",SEIR ward transmission model; basic reproduction number; healthcare MERS-CoV outbreak,title_abstract,unlikely_candidate,3,"The study explicitly estimates and reports a basic reproduction number (R0), but it is for a 2015 MERS-CoV hospital outbreak rather than COVID-19/SARS-CoV-2. It appears to use hospital outbreak data with a SEIR ward transmission model, suggesting original empirical analysis, yet it does not address the target disease for the review question.",0,"The paper is about Middle East respiratory syndrome coronavirus (MERS-CoV), not COVID-19/SARS-CoV-2; COVID-19 is not mentioned.",4,Focuses on hospital patients and healthcare workers (humans) involved in a healthcare outbreak.,4,"Clearly conducted in a specific real-world setting: King Abdulaziz Medical Center, Riyadh, Saudi Arabia.",3,Analyzes hospital outbreak data using a SEIR ward transmission model; indicates an original model-based estimation calibrated to observed outbreak data (not a review/commentary).,4,"Explicitly reports the basic reproduction number (R0) over time (max 1.39, declining to 0.92) and discusses transmission rates by hospital unit.",,
32791731,,A case report of a pregnant woman infected with coronavirus disease 2019 pneumonia.,"Peng J, Li R, Yin H, Tang F, Xie H, Li M, Zhao Y.",Medicine (Baltimore). 2020 Jul 24;99(30):e21335. doi: 10.1097/MD.0000000000021335.,Peng,Medicine,2020,2020/08/15,PMC7386953,,10.1097/MD.0000000000021335,"RATIONALE: Since the end of December 2019, the outbreak of coronavirus disease 2019 (COVID-19) epidemic has occurred and spread rapidly throughout China. At present, China's epidemic situation has been basically controlled, but the number of cases worldwide is increasing day by day. On March 11, the WHO officially announced that the COVID-19 had become a global pandemic. However, there are currently limited data on pregnant women with COVID-19 pneumonia and their infants. In this paper, a case of a pregnant woman infected with COVID-19 pneumonia is reported. PATIENT CONCERNS: We report a clinically confirmed COVID-19 pregnant woman. The patient was tested negative 4 times in nucleic acid test, but immunoglobulin G was positive and immunoglobulin M was negative before delivery, suggesting a previous infection. DIAGNOSES: The pregnant woman underwent a computed tomography scan of both lungs at 29 + 2 weeks of pregnancy, and scattered stiffness and frosted glass shadows of both lungs were observed. According to the diagnostic criteria for COVID-19 pneumonia in the ""New Coronavirus Prevention and Control Plan Fifth Edition"" of the National Health Commission of China, she was diagnosed as a clinically confirmed case. INTERVENTIONS: The pregnant women received nebulized inhalation and oral cephalosporin treatment in a community hospital and was discharged after the symptoms disappeared. After that, she was isolated at home. OUTCOMES: The pregnant woman gave birth to a healthy baby after being cured from COVID-19 infection. The nucleic acid test of the neonatal pharyngeal swab was negative, and the neonatal serum test showed positive for immunoglobulin G and negative for immunoglobulin M. LESSONS SUBSECTIONS: The findings of this case report are useful for understanding the possible clinical features of COVID-19 infection in pregnant women, the duration of the antibody, and passive immunity of the fetus.","[MeSH] Adult; [MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] Coronavirus Infections; [MeSH] Female; [MeSH] Humans; [MeSH] Immunity, Maternally-Acquired; [MeSH] Infectious Disease Transmission, Vertical; [MeSH] Live Birth; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] Pregnancy; [MeSH] Pregnancy Complications, Infectious; [MeSH] SARS-CoV-2",title_abstract,unlikely_candidate,2,"Although the paper is clearly about COVID-19 in humans (pregnancy case), it is a single case report and does not estimate or report R0/reproductive number. Therefore it is not aligned with the review’s transmission-parameter objective.",4,"Explicitly focuses on COVID-19/SARS-CoV-2 infection in a pregnant woman (title, abstract, and MeSH terms).",4,"Human subject (pregnant woman and newborn), explicitly clinical.",2,"Context indicates China (National Health Commission of China diagnostic criteria; epidemic situation in China), but no specific study site is described beyond a community hospital.",2,"Single-patient case report describing clinical course, testing, imaging, and neonatal serology; provides original clinical observations but not population-level estimation.",0,No reproductive number (R0/Rt) is reported or estimated; transmission is discussed only in terms of possible vertical transmission and immunity.,,
32270285,,An SIS model for the epidemic dynamics with two phases of the human day-to-day activity.,Seno H.,J Math Biol. 2020 Jun;80(7):2109-2140. doi: 10.1007/s00285-020-01491-0. Epub 2020 Apr 8.,Seno,Journal of mathematical biology,2020,2020/04/10,PMC7139907,,10.1007/s00285-020-01491-0,"An SIS model is analyzed to consider the contribution of community structure to the risk of the spread of a transmissible disease. We focus on the human day-to-day activity introduced by commuting to a central place for the social activity. We assume that the community is classified into two subpopulations: commuter and non-commuter, of which the commuter has two phases of the day-to-day activity: private and social. Further we take account of the combination of contact patterns in two phases, making use of mass-action and ratio-dependent types for the infection force. We investigate the dependence of the basic reproduction number on the commuter ratio and the daily expected duration at the social phase as essential factors characterizing the community structure, and show that the dependence is significantly affected by the combination of contact patterns, and that the difference in the commuter ratio could make the risk of the spread of a transmissible disease significantly different.",Basic reproduction number; Community structure; Commuter; Epidemic dynamics; SIS model,title_abstract,unlikely_candidate,2,"The paper analyzes a generic SIS transmission model with commuting/community structure and discusses the basic reproduction number in a theoretical context, but it does not explicitly mention COVID-19/SARS-CoV-2. It appears to be a methodological/theoretical modeling study rather than an empirical estimation of COVID-19 R0, so it is unlikely to directly answer the review question.",0,"No explicit mention of COVID-19, SARS-CoV-2, or related terms; refers only to a generic “transmissible disease.”",3,"Model is framed around human community structure (commuters vs non-commuters) and day-to-day activity, implying a human population context.",1,No specific geographic setting is described; the model appears general and not tied to a real location.,1,Appears to be a theoretical SIS model analysis without mention of calibration to real-world data or empirical estimation.,4,Explicitly investigates the basic reproduction number and its dependence on commuter ratio and contact patterns.,,
32621443,,"Molecular Detection of Avian Infectious Bronchitis Viruses in Live Bird Markets, Gilan Province.","Rezaee H, Ghalyanchi Langeroudi A, Karimi V, Fallah Mehrabadi MH, Motamed Chaboki P, Shayganmehr A, Esmaeelzadeh Dizaji R.",Arch Razi Inst. 2020 Jun;75(2):155-162. doi: 10.22092/ari.2018.122702.1226. Epub 2020 Jun 1.,Rezaee,Archives of Razi Institute,2020,2020/07/05,PMC8418891,,10.22092/ari.2018.122702.1226,"Coronaviruses (AvCoV) which include infectious bronchitis virus (IBV) and other bird coronaviruses belong to the genus gammacoronavirus, subfamily Coronavirinae. One of the most prominent representatives of gammacoronavirus genus is infectious bronchitis virus (IBV) which is a highly contagious viral pathogen of chickens causing considerable economic losses to the poultry industry. IBVs mostly affect the respiratory, urinary, and reproductive tracts leading to a substantial drop in production. Backyard poultry in the villages usually share their food and water with free flight birds which puts them at serious risk of disease transmission. Furthermore, the poor hygienic measurements which are often used in backyard flocks make them a potential reservoir for diseases that can be transferred to commercial poultry flocks. Live bird markets (LBMs) which receive live poultry to be resold or slaughtered and sold onsite play a significant role in spreading infectious diseases among the different bird species. In the present study, a number of 354 cloacal swab samples were collected from different bird species from LBMs of Gilan province. Subsequently, after RNA extraction, reverse transcription-polymerase chain reaction (RT-PCR) technique was carried out using specific primers of S1 gene to detect coronavirus infectious bronchitis virus. Two samples from backyard chickens were reported to be positive to coronavirus which were named Iran/Backyardchicken 96/2017 and Iran/Backyardchicken 94/2017. The results of the phylogenetic analysis demonstrated that these two isolates are placed in QX and IS-1494 strains, respectively. On a final note, the obtained results highlighted the role of live birds offered in LBMs in the epidemiology of IBV and the transmission of the virus to the industrial flock.",Avian Infectious bronchitis; Backyard poultry; Gilan Province; Live bird market; Phylogenetic Analysis,title_abstract,unlikely_candidate,1,"Although it provides original empirical data from a defined location, it studies avian infectious bronchitis virus in birds rather than COVID-19 in humans, and it does not report R0 or any reproductive number. Therefore it is not relevant to estimating the reproduction number of COVID-19.",0,"The paper concerns avian infectious bronchitis virus (IBV, a gammacoronavirus) in poultry, not COVID-19/SARS-CoV-2.",0,"The population studied is birds (backyard chickens and other bird species), not humans.",3,"Clearly conducted in a real-world geographic setting (live bird markets in Gilan Province, Iran).",4,"Reports original sampling (354 cloacal swabs), RT-PCR testing, and phylogenetic analysis with identified positive isolates.",0,No reproductive number/R0 (or equivalent transmission rate metric) is mentioned; the study focuses on molecular detection and phylogenetics of avian infectious bronchitis virus.,,
32982061,,COVID-19 pandemic in India: a mathematical model study.,"Biswas SK, Ghosh JK, Sarkar S, Ghosh U.",Nonlinear Dyn. 2020;102(1):537-553. doi: 10.1007/s11071-020-05958-z. Epub 2020 Sep 21.,Biswas,Nonlinear dynamics,2020,2020/09/28,PMC7505224,,10.1007/s11071-020-05958-z,"The present novel coronavirus (SARS-CoV-2) infection has created a global emergency situation by spreading all over the world in a large scale within very short time period. But there is no vaccine, anti-viral medicine for such infection. So at this moment, a major worldwide problem is that how we can control this pandemic. On the other hand, India is high population density country, where the coronavirus infection disease (COVID-19) has started from 1 March 2020. Due to high population density, human to human social contact rate is very high in India. So controlling pandemic COVID-19 in early stage is very urgent and challenging problem of India. Mathematical models are employed to study the disease dynamics, identify the influential parameters and access the proper prevention strategies for reduction outbreak size. In this work, we have formulated a deterministic compartmental model to study the spreading of COVID-19 and estimated the model parameters by fitting the model with reported data of ongoing pandemic in India. Sensitivity analysis has been done to identify the influential model parameters. The basic reproduction number has been estimated from actual data and the effective basic reproduction number has been studied on the basis of reported cases. Some effective preventive measures and their impact have also been studied. Prediction are given on the future trends of the virus transmission under some control measures. Finally, the positive measures to control the disease have been summarized in the conclusion section.",Asymptomatic class; Basic reproduction number; COVID-19; Prevention measure; Quarantine; Sensitivity analysis,title_abstract,strong_candidate,4,"This study explicitly models COVID-19 transmission in India using reported case data and explicitly estimates the basic reproduction number (R0) and an effective reproduction number. It appears to provide original, data-calibrated estimates rather than being a review or commentary, making it a strong match to the review question.",4,Explicitly investigates SARS-CoV-2/COVID-19 (novel coronavirus) throughout the title/abstract.,4,"Focuses on human-to-human transmission and reported COVID-19 cases in India, implying a human population study.",4,Explicitly set in India and uses reported data from the ongoing pandemic in India.,3,"Reports estimating model parameters by fitting a deterministic compartmental model to reported COVID-19 case data in India, and derives R0 from actual data. This constitutes an original empirical modeling analysis (calibrated to real-world data).",4,Explicitly estimates the basic reproduction number from actual data and studies an effective basic reproduction number based on reported cases.,,
32839315,,A network-based explanation of why most COVID-19 infection curves are linear.,"Thurner S, Klimek P, Hanel R.",Proc Natl Acad Sci U S A. 2020 Sep 15;117(37):22684-22689. doi: 10.1073/pnas.2010398117. Epub 2020 Aug 24.,Thurner,Proceedings of the National Academy of Sciences of the United States of America,2020,2020/08/26,PMC7502715,,10.1073/pnas.2010398117,"Many countries have passed their first COVID-19 epidemic peak. Traditional epidemiological models describe this as a result of nonpharmaceutical interventions pushing the growth rate below the recovery rate. In this phase of the pandemic many countries showed an almost linear growth of confirmed cases for extended time periods. This new containment regime is hard to explain by traditional models where either infection numbers grow explosively until herd immunity is reached or the epidemic is completely suppressed. Here we offer an explanation of this puzzling observation based on the structure of contact networks. We show that for any given transmission rate there exists a critical number of social contacts, [Formula: see text], below which linear growth and low infection prevalence must occur. Above [Formula: see text] traditional epidemiological dynamics take place, e.g., as in susceptible-infected-recovered (SIR) models. When calibrating our model to empirical estimates of the transmission rate and the number of days being contagious, we find [Formula: see text] Assuming realistic contact networks with a degree of about 5, and assuming that lockdown measures would reduce that to household size (about 2.5), we reproduce actual infection curves with remarkable precision, without fitting or fine-tuning of parameters. In particular, we compare the United States and Austria, as examples for one country that initially did not impose measures and one that responded with a severe lockdown early on. Our findings question the applicability of standard compartmental models to describe the COVID-19 containment phase. The probability to observe linear growth in these is practically zero.",COVID-19; compartmental epidemiological model; mean-field (well mixed) approximation; network theory; social contact networks,title_abstract,unlikely_candidate,2,研究明确聚焦COVID-19传播动力学，并基于接触网络结构解释病例曲线线性增长；模型还用经验估计的传播率与传染期进行校准并与美国/奥地利曲线对比，具备一定经验支撑。但摘要未明确报告/估计R0或“reproduction number”，核心指标更像是临界接触数/网络条件下的增长形态与传播率参数，因此对R0问题的直接相关性不足。,4,标题、关键词与摘要均明确以COVID-19为研究对象，并解释COVID-19感染曲线形态。,3,讨论多国（如美国、奥地利）COVID-19确诊病例曲线与社会接触网络，隐含为人群层面传播。未见动物或体外研究迹象。,3,包含对美国与奥地利的对比，并泛指“many countries”，属于真实地理情境下的研究讨论。,2,主要为网络理论/模型解释，并提到用经验估计参数进行校准、再现实际曲线；但摘要未清楚说明使用了何种原始数据或是否产生新的R0等经验估计。,1,涉及“transmission rate（传播率）”、传染期与网络临界接触数等，但摘要未出现R0/再生数/ reproduction number 的明确报告或估计。,,
31843650,,Burden of Middle East respiratory syndrome coronavirus infection in Saudi Arabia.,"Al-Raddadi RM, Shabouni OI, Alraddadi ZM, Alzalabani AH, Al-Asmari AM, Ibrahim A, Almarashi A, Madani TA.",J Infect Public Health. 2020 May;13(5):692-696. doi: 10.1016/j.jiph.2019.11.016. Epub 2019 Dec 13.,Al-Raddadi,Journal of infection and public health,2020,2019/12/18,PMC7102537,,10.1016/j.jiph.2019.11.016,"MERS-coronavirus infection is currently responsible for considerable morbidity and mortality in Saudi Arabia. Understanding its burden, as an emerging infectious disease, is vital for devising appropriate control strategies. In this study, the burden of MERS-CoV was estimated over 31months period from June 6, 2012 to January 5, 2015. The total number of patients was 835; 528 (63.2%) patients were male, 771 (92.3%) patients were ≥25 years of age, and 210 (25.1%) patients were healthcare workers. A total of 751 (89.9%) patients required hospitalization. The median duration between onset of illness and hospitalization was 2 days (interquartile range, 0-5). The median length of hospital stay was 14 days (IQR, 6-27). The overall case fatality rate was 43.1%. Basic reproductive number was 0.9. Being Saudi, non-healthcare workers, and age ≥65 years were significantly associated with higher mortality. In conclusion, MERS-CoV infection caused a substantial health burden in Saudi Arabia.",Burden; Case fatality rate; Health care workers; MERS-Coronavirus; Saudi Arabia,title_abstract,unlikely_candidate,3,"Although it estimates a basic reproductive number (0.9), the pathogen is MERS-CoV rather than COVID-19/SARS-CoV-2, so it does not answer the review question. Human population and location are clear, and it contains original empirical data, but disease relevance is not met.",0,"The study focuses on Middle East respiratory syndrome coronavirus (MERS-CoV), not COVID-19/SARS-CoV-2.",4,Human patient cohort described (including healthcare workers and age groups).,4,Conducted in Saudi Arabia with clearly specified study period and setting.,4,"Reports empirical data on 835 MERS-CoV patients over 31 months, including hospitalization and fatality metrics.",4,Explicitly reports a basic reproductive number (R0) estimate: 0.9.,,
32570842,,The Perception of COVID-19 among Italian Dentists: An Orthodontic Point of View.,"Martina S, Amato A, Rongo R, Caggiano M, Amato M.",Int J Environ Res Public Health. 2020 Jun 18;17(12):4384. doi: 10.3390/ijerph17124384.,Martina,International journal of environmental research and public health,2020,2020/06/24,PMC7344716,,10.3390/ijerph17124384,"COVID-19 has severely impacted dentists, who are at a great risk of infection. This study aimed to investigate if dentists are anxious about returning to their daily activities, and what the perception of the risk is for dentists and orthodontists regarding orthodontic procedures. An online questionnaire, including the Patient Health Questionnaire-4 (PHQ-4), was sent to Italian dentists during the final days of the lockdown with items about anxiety, fear, distress, perceived risk for operators, and concerns about orthodontic patients caused by working during the COVID-19 outbreak. Data were analyzed with a chi-square test and logistic regression analysis. The level of significance was set as p < 0.05. A total of 349 dentists completed the survey, including 183 orthodontists. Returning to their daily work activity was a source of anxiety for 192 participants and this was associated with the level of distress (odds ratio (OR) = 3.7; p < 0.001). Most of the orthodontists (67.6%) thought that they would increase the number of working hours during the week (OR = 1.8; p = 0.007). Italian dentists were mostly scared to return to their daily activities because they considered their jobs a high risk to them and their families. Dentists with an exclusive/prevailing orthodontic activity were forced to increase their working day during the week.",COVID-19; anxiety; dentistry; orthodontics; risk management; survey,title_abstract,unlikely_candidate,2,"Although the study is clearly about COVID-19 and provides original human survey data in Italy, it does not estimate or report any reproduction/reproductive number (R0) or related transmission metric. The outcomes are anxiety, distress, and perceived occupational risk rather than transmission parameters.",4,Explicitly about COVID-19 impact during lockdown and dentists' perceptions during the outbreak.,4,Survey of Italian dentists/orthodontists (human participants).,3,Conducted in Italy (Italian dentists) during lockdown; real-world setting.,3,"Reports original survey data (n=349) with statistical analyses (chi-square, logistic regression).",0,"No mention of reproduction/reproductive number, R0, or related transmission quantification; focuses on perceived risk and anxiety.",,
32088335,,"Comments on ""Preliminary estimation of the basic reproduction number of novel Coronavirus (2019-nCoV) in China, from 2019 to 2020: A data-driven Analysis in the early phase of the outbreak"".",Dhungana HN.,Int J Infect Dis. 2020 May;94:72-73. doi: 10.1016/j.ijid.2020.02.024. Epub 2020 Feb 20.,Dhungana,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,2020,2020/02/24,PMC7129612,,10.1016/j.ijid.2020.02.024,,"[MeSH] Basic Reproduction Number; [MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] China; [MeSH] Coronavirus; [MeSH] Coronavirus Infections; [MeSH] Humans; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] SARS-CoV-2",full_text,unlikely_candidate,3,"This is a comment/letter on another paper estimating the basic reproduction number (R0) for 2019-nCoV in China; it discusses assumptions (exponential growth), serial interval choices, and sensitivity analysis, but does not present a new R0 estimate or original empirical analysis. Despite strong topical alignment with COVID-19 and R0, the lack of original data/estimation makes it unlikely to meet the review’s core evidence criterion.",4,Explicitly about novel coronavirus (2019-nCoV)/COVID-19/SARS-CoV-2 and R0 estimation in the early outbreak.,3,Keywords include Humans and the context is COVID-19 epidemiology; no indication of animal or in vitro work.,4,Explicitly discusses estimation in China (as per the target article’s setting).,0,"Framed as ""Comments on"" a prior study; critiques methodology and suggests sensitivity analyses but does not report new data or new R0 estimates.",4,"Explicitly focuses on the basic reproduction number/reproduction number (R0) estimation and related inputs (growth rate, serial interval, reporting rate).",screened,D:\AILab\MAS\Meta-Analysis\MetaAgent-Epi\dev\paper_pool\markdown\PMID_32088335\PMID_32088335.md
32483811,,The Real Impact of the Coronavirus Disease 2019 (covid-19) on the Pregnancy Outcome.,Gonçalves AK.,Rev Bras Ginecol Obstet. 2020 May;42(5):303-304. doi: 10.1055/s-0040-1712942. Epub 2020 May 29.,Gonçalves,Revista brasileira de ginecologia e obstetricia : revista da Federacao Brasileira das Sociedades de Ginecologia e Obstetricia,2020,2020/06/03,PMC10316830,,10.1055/s-0040-1712942,"The COVID-19 outbreak is increasing around the world in the number of cases, deaths, and affected countries. Currently, the knowledge regarding the clinical impact of COVID-19 on maternal, fetal, and placental aspects of pregnancy is minimal. Although the elderly and men were the most affected population, in previous situations, such as the 2009 H1N1 influenza pandemic and the Ebola epidemic, pregnant women were more likely to develop complications than nonpregnant women. There are unanswered questions specific to pregnant women, such as whether pregnant women are more severely affected and whether intrauterine transmission occurs. Additional information is needed to inform key decisions, such as whether pregnant health care workers should receive special consideration, whether to separate infected mothers and their newborns, and whether it is safe for infected women to breastfeed.","[MeSH] COVID-19; [MeSH] Coronavirus Infections; [MeSH] Female; [MeSH] Humans; [MeSH] Infant, Newborn; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] Pregnancy; [MeSH] Pregnancy Complications, Infectious; [MeSH] Pregnancy Outcome",title_abstract,unlikely_candidate,2,"The paper is about clinical/pregnancy outcomes and potential vertical transmission considerations in COVID-19, not estimation of transmission parameters. It does not report R0/reproductive number and appears non-empirical (no original data in the abstract).",4,"Explicitly about COVID-19/coronavirus disease 2019 throughout title, abstract, and keywords.",4,"Focuses on pregnant women and newborns (humans), as indicated by the title and MeSH terms.",2,No specific study setting or geographic location is described in the title/abstract.,0,"Abstract reads as background/commentary about knowledge gaps and considerations; no methods, data, or quantitative results are presented.",0,"Mentions possible intrauterine transmission conceptually, but does not mention or estimate R0/reproductive number or any transmission rate metric.",,
32511505,,Early transmission of SARS-CoV-2 in South Africa: An epidemiological and phylogenetic report.,"Giandhari J, Pillay S, Wilkinson E, Tegally H, Sinayskiy I, Schuld M, Lourenco J, Chimukangara B, Lessells R, Moosa Y, Gazy I, Fish M, Singh L, Khanyile KS, Fonseca V, Giovanetti M, Alcantara LC, Petruccione F, de Oliveira T.",medRxiv [Preprint]. 2020 May 29:2020.05.29.20116376. doi: 10.1101/2020.05.29.20116376.,Giandhari,medRxiv : the preprint server for health sciences,2020,2020/06/09,PMC7273273,,10.1101/2020.05.29.20116376,"BACKGROUND: The emergence of a novel coronavirus, SARS-CoV-2, in December 2019, progressed to become a world pandemic in a few months and reached South Africa at the beginning of March. To investigate introduction and understand the early transmission dynamics of the virus, we formed the South African Network for Genomics Surveillance of COVID (SANGS_COVID), a network of ten government and university laboratories. Here, we present the first results of this effort, which is a molecular epidemiological study of the first twenty-one SARS-CoV-2 whole genomes sampled in the first port of entry, KwaZulu-Natal (KZN), during the first month of the epidemic. By combining this with calculations of the effective reproduction number (R), we aim to shed light on the patterns of infections that define the epidemic in South Africa. METHODS: R was calculated using positive cases and deaths from reports provided by the four major provinces. Molecular epidemiology investigation involved sequencing viral genomes from patients in KZN using ARCTIC protocols and assembling whole genomes using meticulous alignment methods. Phylogenetic analysis was performed using maximum likelihood (ML) and Bayesian trees, lineage classification and molecular clock calculations. FINDINGS: The epidemic in South Africa has been very heterogeneous. Two of the largest provinces, Gauteng, home of the two large metropolis Johannesburg and Pretoria, and KwaZulu-Natal, home of the third largest city in the country Durban, had a slow growth rate on the number of detected cases. Whereas, Western Cape, home of Cape Town, and the Eastern Cape provinces the epidemic is spreading fast. Our estimates of transmission potential for South Africa suggest a decreasing transmission potential towards R=1 since the first cases and deaths have been reported. However, between 06 May and 18 May 2020, we estimate that R was on average 1.39 (1.04 - 2.15, 95% CI). We also demonstrate that early transmission in KZN, and most probably in all main regions of SA, was associated with multiple international introductions and dominated by lineages B1 and B. The study also provides evidence for locally acquired infections in a hospital in Durban within the first month of the epidemic, which inflated early mortality in KZN. INTERPRETATION: This first report of SANGS_COVID consortium focuses on understanding the epidemic heterogeneity and introduction of SARS-CoV-2 strains in the first month of the epidemic in South Africa. The early introduction of SARS-CoV-2 in KZN included caused a localized outbreak in a hospital, provides potential explanations for the initially high death rates in the province. The current high rate of transmission of COVID-19 in the Western Cape and Eastern Cape highlights the crucial need to strength local genomic surveillance in South Africa. FUNDING: UKZN Flagship Program entitled: Afrocentric Precision Approach to Control Health Epidemic, by a research Flagship grant from the South African Medical Research Council (MRC-RFA-UFSP-01-2013/UKZN HIVEPI, by the the Technology Innovation Agency and the the Department of Science and Innovation and by National Human Genome Re- search Institute of the National Institutes of Health under Award Number U24HG006941. H3ABioNet is an initiative of the Human Health and Heredity in Africa Consortium (H3Africa).",,title_abstract,possible_candidate,4,"This is an original epidemiological and phylogenetic study of early SARS-CoV-2 transmission in South Africa and it explicitly estimates a reproduction metric (effective reproduction number R, e.g., average R=1.39). However, it appears to estimate time-varying/effective R rather than explicitly estimating the basic reproduction number R0, so it may not directly answer an R0-focused question.",4,"The title and abstract explicitly focus on SARS-CoV-2/COVID-19 transmission in South Africa, including genomic surveillance of early cases.",4,Human patient samples (viral genomes from patients) and population-level surveillance data (cases and deaths) are used; no animal/in vitro focus.,4,"Study is explicitly set in South Africa, including KwaZulu-Natal and other major provinces (Gauteng, Western Cape, Eastern Cape).",4,Reports original empirical analyses using reported cases/deaths to estimate R and sequencing/phylogenetic analysis of 21 SARS-CoV-2 genomes from patients in KwaZulu-Natal.,3,"Explicitly calculates the effective reproduction number (R) and reports an estimate with 95% CI (R=1.39, 1.04–2.15). The abstract does not explicitly mention R0.",,
