PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Abstract,Keywords
36578890,Atypical Eruptive Xanthoma: A Condition Confused With Monkeypox Rash.,"Yotsapon Thewjitcharoen, Natthakan Saiwaew, Soontaree Nakasatien, Thep Himathongkam",Journal of the ASEAN Federation of Endocrine Societies. 2022. doi: 10.15605/jafes.037.02.18..,Thewjitcharoen,Journal of the ASEAN Federation of Endocrine Societies,2022,2022/10/28,,,10.15605/jafes.037.02.18,,chylomicronemia; eruptive xanthoma; lipemia retinalis
36633799,Mpox and Sexually Transmitted Infection Testing in the Outpatient Primary Care Setting-Why LGBTQ Health Is Global Health.,"Ysabel C Ilagan-Ying, Ann Fisher, Anna Zimmerman, Anthony Pellegrino, Scott C Roberts",Journal of general internal medicine. 2023. doi: 10.1007/s11606-022-07988-2..,Ilagan-Ying,Journal of general internal medicine,2023,2023/01/12,,,10.1007/s11606-022-07988-2,,"[MeSH] Humans; [MeSH] Outpatients; [MeSH] Global Health; [MeSH] Mpox, Monkeypox; [MeSH] Sexually Transmitted Diseases; [MeSH] Sexual and Gender Minorities; [MeSH] Primary Health Care"
40143629,"A Hybrid Plasmonic Nanoplatform for One-Pot DNA and Antibody Detection of Hepatitis B, Monkeypox, and Associated Infections.","Hongjun Xiao, Ziqi Jin, Ying Liu, Yang Yang, Guanghui Wang, Yun He, Yue Yin, Rongrong Zou, Xiaohe Li, Jingkai Yang, Jiahui Lv, Li Cheng, Pan-Lin Shao, Jing Yuan, Bo Zhang",Nano letters. 2025. doi: 10.1021/acs.nanolett.5c01407..,Xiao,Nano letters,2025,2025/03/27,,,10.1021/acs.nanolett.5c01407,"Currently, nucleic acid and antibody tests for infectious diseases are conducted independently, often resulting in fragmented diagnostics and delayed clinical decision-making. Given the diversity of analytes involved in infectious diseases, comprehensive detection is essential in clinical practice. Here, we introduce One-potNASH, a novel DNA and antibody hybrid plasmonic nanoplatform that unifies nucleic acid and antibody detection within a single assay. By integrating extraction-free thermal lysis of 1 μL of serum, One-potNASH achieves single-DNA copy sensitivity while enhancing antibody detection sensitivity by more than 2 orders of magnitude compared to that of an enzyme-linked immunosorbent assay. Clinically, One-potNASH for hepatitis B, monkeypox (MPX), and associated infections can detect DNA and multiplexed antibodies (anti-HBc, anti-HCV, and anti-HIV for hepatitis B and anti-A29L, anti-H3L, and anti-HIV for MPX) with 100% sensitivity and specificity. This integrated approach addresses critical clinical needs by streamlining workflows, reducing diagnosis time, and enabling a comprehensive evaluation of infectious diseases, thereby facilitating rapid therapeutic interventions and improved patient outcomes.",hepatitis B; hybrid chip; monkeypox; one-pot DNA and antibody detection; plasmonic nanoplatform
35969365,Severe monkeypox-virus infection in undiagnosed advanced HIV infection.,"Christoph Boesecke, Malte B Monin, Kathrin van Bremen, Stefan Schlabe, Christian Hoffmann",Infection. 2022. doi: 10.1007/s15010-022-01901-z..,Boesecke,Infection,2022,2022/08/15,,,10.1007/s15010-022-01901-z,,AIDS; HIV; Immunodeficiency; MPX; Monkeypox
37661324,Bilateral Conjunctivitis in the Course of Monkeypox Infection.,"Ines Lanzl, Christoph Spinner",Deutsches Arzteblatt international. 2023. doi: 10.3238/arztebl.m2022.0346..,Lanzl,Deutsches Arzteblatt international,2023,2023/07/10,,,10.3238/arztebl.m2022.0346,,"[MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Conjunctivitis"
37459916,Mpox virus DNA contamination can still be detected by qPCR analysis after autoclaving.,"A Spencer, I Nicholls, O Onianwa, J Furneaux, J Grieves, T Pottage, S Gould, T Fletcher, J Dunning, A M Bennett, B Atkinson",The Journal of hospital infection. 2023. doi: 10.1016/j.jhin.2023.07.006..,Spencer,The Journal of hospital infection,2023,2023/07/15,,,10.1016/j.jhin.2023.07.006,,"[MeSH] Humans; [MeSH] DNA Contamination; [MeSH] DNA, Viral; [MeSH] Monkeypox virus; [MeSH] Mpox, Monkeypox"
36074449,First case report of monkeypox in Brazil: clinical manifestations and differential diagnosis with sexually transmitted infections.,"Evelyn Lepka de Lima, Luiz Alberto Costa Barra, Luciana Marques Sansão Borges, Lucas Alberto Medeiros, Marcia Y S Tomishige, Lucas de Souza Loureiro Abbud Santos, Anderson José Dias da Silva, Camila Cristina Martini Rodrigues, Luiz Cesar Fernandes de Azevedo, Lucy Santos Villas-Boas, Camila Alves Maia da Silva, Thaís Moura Coletti, Erika R Manuli, Ingra Morales Claro, Camila Malta Romano, Mariana Severo Ramundo, Tomas Moutinho, Ester Cerdeira Sabino, José Angelo Lauletta Lindoso, Claudia Figueiredo-Mello",Revista do Instituto de Medicina Tropical de Sao Paulo. 2022. doi: 10.1590/S1678-9946202264054..,Lima,Revista do Instituto de Medicina Tropical de Sao Paulo,2022,2022/09/05,,,10.1590/S1678-9946202264054,"In 2022, an outbreak of monkeypox is being reported in non-endemic areas, with unusual clinical manifestations. The detailed clinical description of the first patient that received the diagnosis of monkeypox in Brazil is reported here, whose clinical manifestations can easily lead to misdiagnosis of sexually transmitted infections. A 41 years old male presented to an emergency room with a vesicular rash with eight days of evolution. He had traveled to Portugal and Spain and reported non-penetrative sexual involvement with three different male individuals. On the third day of symptoms, he sought medical care and received empirical treatment directed to sexually transmitted infections. As the symptoms did not improve, he sought medical attention at an infectious disease referral center presenting, on admission, an ulcerated penile lesion with central necrotic crusts, a disseminated pleomorphic skin rash and an oropharyngeal ulcer. The monkeypox diagnosis was suspected due to the characteristics of the lesions and the history of intimate contact with casual partners, and it was later confirmed by sequencing the almost complete monkeypox genome. The patient was hospitalized for pain control, which required opiate administration. He developed a secondary bacterial infection on the penile lesions, which were treated with oral antibiotics. He was discharged after 14 days, with lesions in process of re-epithelialization. Given the current outbreak, we must consider the possibility of monkeypox in patients with suggestive lesions, anywhere on the body (including the genitals), added to an epidemiological link or history of intimate contact with strangers or casual partners.","[MeSH] Adult; [MeSH] Animals; [MeSH] Brazil; [MeSH] Diagnosis, Differential; [MeSH] Disease Outbreaks; [MeSH] Humans; [MeSH] Male; [MeSH] Mpox, Monkeypox; [MeSH] Sexually Transmitted Diseases"
36295614,Integrated Analgesic Care in the Current Human Monkeypox Outbreak: Perspectives on an Integrated and Holistic Approach Combining Old Allies with Innovative Technologies.,"Guy Henri Hans, Davina Wildemeersch, Ine Meeus","Medicina (Kaunas, Lithuania). 2022. doi: 10.3390/medicina58101454..",Hans,"Medicina (Kaunas, Lithuania)",2022,2022/10/15,,,10.3390/medicina58101454,"Monkeypox (MPX) is a zoonotic infection caused by an orthopoxvirus that is endemic to Central and Western Africa. The MPX virus is a part of the same family of viruses as the variola virus, which causes smallpox. Since May 2022, there has been a global increase in the incidence of MPX infections in multiple countries where the illness is not usually prevalent. A growing number of publications have emphasized on the need for increased awareness among all health professionals for the rapid recognition and diagnosis of this disease and for proper public health measures. However, atypical presentations and occurrence of uncommon symptoms receive less than the desired attention. More specifically, MPX infection related nociceptive symptoms are currently underexposed. Nevertheless, reports from the current outbreak have revealed that (severe) pain is one of the major causes for distress and even hospitalization in these patients. As for all serious pain conditions, an integrated, multidisciplinary, and holistic approach is indicated. This approach should be multimodal and include non-pharmacological therapies alongside pharmacological approaches. Health care professionals should be aware of available alternatives when first choice analgesic therapies fail. Protocols for identification of pain type and prolonged monitoring of clinical status should be implemented to improve patient well-being during acute infection, but also prevent chronic nociceptive syndromes.",analgesia; digital health; holistic care; human; monkeypox; neuropathic pain; pain; symptom management
36890634,Anogenital herpes simplex virus infection clinically indistinguishable from mpox (formerly named monkeypox).,"Alexander Kreuter, Valentina Laura Müller, Jörg Schaller, Eva Heger, Ulrike Wieland",Journal of medical virology. 2023. doi: 10.1002/jmv.28640..,Kreuter,Journal of medical virology,2023,2023/03/01,,,10.1002/jmv.28640,,"[MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Herpes Genitalis"
37806409,Mpox and herpes simplex virus type 2 coinfection in a patient with HIV.,"Han Li, Navid Farahbakhsh, Mahtab Forouzandeh, Naveen Baskaran, Kiran Motaparthi",Clinics in dermatology. 2023. doi: 10.1016/j.clindermatol.2023.10.002..,Li,Clinics in dermatology,2023,2023/10/07,,,10.1016/j.clindermatol.2023.10.002,,"[MeSH] Humans; [MeSH] Herpesvirus 2, Human; [MeSH] Coinfection; [MeSH] Mpox, Monkeypox; [MeSH] HIV Infections; [MeSH] Herpes Genitalis; [MeSH] Herpes Simplex"
37224489,Kaposi Varicelliform Eruption of Mpox in a Peeling Sunburn.,"Jennifer L Adams, Elizabeth R Schnaubelt, Angela L Hewlett, Corey J Georgesen, Scott R Lauer, Ashley Wysong, James V Lawler",Cutis. 2023. doi: 10.12788/cutis.0733..,Adams,Cutis,2023,2023/03/01,,,10.12788/cutis.0733,,"[MeSH] Humans; [MeSH] Kaposi Varicelliform Eruption; [MeSH] Sunburn; [MeSH] Mpox, Monkeypox"
36201883,"Hand, Foot, and Mouth Disease as Differential Diagnosis of Monkeypox, Germany, August 2022.","Anahita Fathi, Stefan Schmiedel",Emerging infectious diseases. 2022. doi: 10.3201/eid2812.221487..,Fathi,Emerging infectious diseases,2022,2022/10/06,,,10.3201/eid2812.221487,,Germany; MPX; coxsackievirus; enterovirus; hand foot and mouth disease; monkeypox; sexually transmitted infections; viruses
36082686,"A large multi-country outbreak of monkeypox across 41 countries in the WHO European Region, 7 March to 23 August 2022.","Aisling M Vaughan, Orlando Cenciarelli, Soledad Colombe, Luís Alves de Sousa, Natalie Fischer, Celine M Gossner, Jeff Pires, Giuditta Scardina, Gudrun Aspelund, Margarita Avercenko, Sara Bengtsson, Paula Blomquist, Anna Caraglia, Emilie Chazelle, Orna Cohen, Asuncion Diaz, Christina Dillon, Irina Dontsenko, Katja Kotkavaara, Mario Fafangel, Federica Ferraro, Richard Firth, Jannik Fonager, Christina Frank, Mireia G Carrasco, Kassiani Gkolfinopoulou, Marte Petrikke Grenersen, Bernardo R Guzmán Herrador, Judit Henczkó, Elske Hoornenborg, Derval Igoe, Maja Ilić, Klaus Jansen, Denisa-Georgiana Janță, Tone Bjordal Johansen, Ana Kasradze, Anders Koch, Jan Kyncl, João Vieira Martins, Andrew McAuley, Kassiani Mellou, Zsuzsanna Molnár, Zohar Mor, Joël Mossong, Alina Novacek, Hana Orlikova, Iva Pem Novosel, Maria K Rossi, Malgorzata Sadkowska-Todys, Clare Sawyer, Daniela Schmid, Anca Sîrbu, Klara Sondén, Arnaud Tarantola, Margarida Tavares, Marianna Thordardottir, Veronika Učakar, Catharina Van Ewijk, Juta Varjas, Anne Vergison, Roberto Vivancos, Karolina Zakrzewska, Richard Pebody, Joana M Haussig",Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin. 2022. doi: 10.2807/1560-7917.ES.2022.27.36.2200620..,Vaughan,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin,2022,2022/09/01,,,10.2807/1560-7917.ES.2022.27.36.2200620,"Following the report of a non-travel-associated cluster of monkeypox cases by the United Kingdom in May 2022, 41 countries across the WHO European Region have reported 21,098 cases and two deaths by 23 August 2022. Nowcasting suggests a plateauing in case notifications. Most cases (97%) are MSM, with atypical rash-illness presentation. Spread is mainly through close contact during sexual activities. Few cases are reported among women and children. Targeted interventions of at-risk groups are needed to stop further transmission.",European Region; MPX; Monkeypox; orthopoxvirus; outbreak
38301635,A Case of Varicella Zoster and Mpox Coinfection in a Patient Living With HIV.,"Archisman Mazumder, Lindsay Lim, Cameron M White, Olivia T Van Gerwen",Sexually transmitted diseases. 2024. doi: 10.1097/OLQ.0000000000001934..,Mazumder,Sexually transmitted diseases,2024,2024/01/23,,,10.1097/OLQ.0000000000001934,"We present a case of recurrent, cutaneous mpox with coinfection of disseminated varicella zoster in an immunocompromised patient with poorly controlled HIV. This case demonstrates the importance of maintaining a high index of suspicion for mpox despite prior infection and vaccination, as suboptimal immune response is possible in immunocompromised patients, and also noting the potential for coinfection necessitating timely diagnosis and appropriate testing.","[MeSH] Humans; [MeSH] Chickenpox; [MeSH] Coinfection; [MeSH] Mpox, Monkeypox; [MeSH] Varicella Zoster Virus Infection; [MeSH] Herpes Zoster; [MeSH] HIV Infections"
38725328,Severe ocular Mpox in person living with advanced HIV treated with extended course of tecovirimat.,"Lottie Brown, Pippa Sargent, Meriam Islam, Catriona Downie, Ali Hassan, Geraldine O'Hara, Sam Douthwaite, Ranjababu Kulasegaram, Scott Robbie, Emma Aarons, Iain D Milligan",HIV medicine. 2024. doi: 10.1111/hiv.13656..,Brown,HIV medicine,2024,2024/05/09,,,10.1111/hiv.13656,"BACKGROUND: People living with HIV are disproportionately represented among people with severe mpox. Mild and self-limiting conjunctival involvement has been well-documented, and severe ocular complications, including keratitis, corneal scarring, and the associated loss of vision, are increasingly recognized. Tecovirimat is the first-line antiviral therapy for severe mpox, but data around the efficacy of systemic antiviral agents for mpox are limited, particularly in cases of ocular mpox. CASE REPORT: Here, we describe a case of sight-threatening necrotic blepharokeratoconjunctivitis in a person with advanced HIV, requiring an extended course of tecovirimat due to persistent mpox viral shedding for nearly 5 months.",Mpox; corneal ulcer; immune reconstitution; keratitis; monkeypox; ocular complications; ophthalmology; viral infection
36168776,Thyroid Disorder: A Possible Forgotten Clinical Feature of Monkeypox.,"Beuy Joob, Viroj Wiwanitkit","Endocrinology and metabolism (Seoul, Korea). 2022. doi: 10.3803/EnM.2022.1566..",Joob,"Endocrinology and metabolism (Seoul, Korea)",2023,2022/09/28,,,10.3803/EnM.2022.1566,,"[MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Thyroid Diseases"
36175021,An unusual case of human monkeypox with successive asynchronous rashes.,"Marie Cortier, Etienne Raphael, Morgane Mailhe, Michael Thy, Chloé Bertin, Dorothée Vallois, Xavier Lescure, Jade Ghosn",Journal of medical virology. 2022. doi: 10.1002/jmv.28180..,Cortier,Journal of medical virology,2023,2022/10/07,,,10.1002/jmv.28180,,"[MeSH] Animals; [MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Zoonoses; [MeSH] Monkeypox virus; [MeSH] Exanthema"
36126913,"Monkeypox coinfection with Neurosyphilis in a transgender with HIV in Atlanta, USA.","Nikhila Gandrakota, Hannah Lee, Oguchi Nwosu, Ambar Kulshreshtha",Travel medicine and infectious disease. 2022. doi: 10.1016/j.tmaid.2022.102454..,Gandrakota,Travel medicine and infectious disease,2022,2022/09/17,,,10.1016/j.tmaid.2022.102454,,Co-infection; HIV; Monkeypox; Syphilis; Transgender
22981983,Evaluation of the Tetracore Orthopox BioThreat® antigen detection assay using laboratory grown orthopoxviruses and rash illness clinical specimens.,"Michael B Townsend, Adam MacNeil, Mary G Reynolds, Christine M Hughes, Victoria A Olson, Inger K Damon, Kevin L Karem",Journal of virological methods. 2012. doi: 10.1016/j.jviromet.2012.08.023..,Townsend,Journal of virological methods,2013,2012/09/05,,,10.1016/j.jviromet.2012.08.023,The commercially available Orthopox BioThreat® Alert assay for orthopoxvirus (OPV) detection is piloted. This antibody-based lateral-flow assay labels and captures OPV viral agents to detect their presence. Serial dilutions of cultured Vaccinia virus (VACV) and Monkeypox virus (MPXV) were used to evaluate the sensitivity of the Tetracore assay by visual and quantitative determinations; specificity was assessed using a small but diverse set of diagnostically relevant blinded samples from viral lesions submitted for routine OPV diagnostic testing. The BioThreat® Alert assay reproducibly detected samples at concentrations of 10(7)pfu/ml for VACV and MPXV and positively identified samples containing 10(6)pfu/ml in 4 of 7 independent experiments. The assay correctly identified 9 of 11 OPV clinical samples and had only one false positive when testing 11 non-OPV samples. Results suggest applicability for use of the BioThreat® Alert assay as a rapid screening assay and point of care diagnosis for suspect human monkeypox cases.,"[MeSH] Biological Assay; [MeSH] Bioterrorism; [MeSH] DNA, Viral; [MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Monkeypox virus; [MeSH] Orthopoxvirus; [MeSH] Polymerase Chain Reaction; [MeSH] Poxviridae Infections; [MeSH] Vaccinia virus"
37185835,"An imported case of fatal encephalitis associated with mpox virus infection, India, July 2022.","Pragya D Yadav, Meenakshy Vasu, Fazil Abubaker, Rima R Sahay, Aravind Reghukumar, Anukumar Bala Krishnan, Kavya Prabha, Asha Konipparambil Papu, Lakshmi Geetha Gopalakrishnan, Nizamuddin Mundangalam, Aboobaker Siddiq, Deepak Y Patil, Anita M Shete, Priya Abraham, Anoop Rajendra Prasad, Anoop Thavakara Koolothuvalappil, Kavya Karunakaran",Journal of medical virology. 2023. doi: 10.1002/jmv.28755..,Yadav,Journal of medical virology,2023,2023/04/01,,,10.1002/jmv.28755,,"[MeSH] Humans; [MeSH] Encephalitis; [MeSH] Encephalitis, Japanese; [MeSH] India; [MeSH] Mpox, Monkeypox; [MeSH] Virus Diseases"
29619921,"Reemergence of Human Monkeypox in Nigeria, 2017.","Adesola Yinka-Ogunleye, Olusola Aruna, Dimie Ogoina, Neni Aworabhi, Womi Eteng, Sikiru Badaru, Amina Mohammed, Jeremiah Agenyi, E N Etebu, Tamuno-Wari Numbere, Adolphe Ndoreraho, Eduard Nkunzimana, Yahyah Disu, Mahmood Dalhat, Patrick Nguku, Abdulaziz Mohammed, Muhammad Saleh, Andrea McCollum, Kimberly Wilkins, Ousmane Faye, Amadou Sall, Christian Happi, Nwando Mba, Olubumi Ojo, Chikwe Ihekweazu",Emerging infectious diseases. 2018. doi: 10.3201/eid2406.180017..,Yinka-Ogunleye,Emerging infectious diseases,2018,2018/06/17,,,10.3201/eid2406.180017,"In Nigeria, before 2017 the most recent case of human monkeypox had been reported in 1978. By mid-November 2017, a large outbreak caused by the West African clade resulted in 146 suspected cases and 42 laboratory-confirmed cases from 14 states. Although the source is unknown, multiple sources are suspected.",Human monkeypox; Nigeria; disease; reemergence; viruses; zoonoses
36918376,"Orf Nodule with Erythema Multiforme during a Monkeypox Outbreak, France, 2022.","Charlotte Cavalieri, Anne-Sophie Dupond, Audrey Ferrier-Rembert, Olivier Ferraris, Timothée Klopfenstein, Souheil Zayet",Emerging infectious diseases. 2023. doi: 10.3201/eid2904.230058..,Cavalieri,Emerging infectious diseases,2023,2023/03/14,,,10.3201/eid2904.230058,"A 26-year-old patient in France who worked as a butcher sought care initially for erythema multiforme. Clinical examination revealed a nodule with a crusty center, which upon investigation appeared to be an orf nodule. Diagnosis was confirmed by PCR. The patient was not isolated and had a favorable outcome after basic wound care.",France; PCR; erythema multiforme; monkeypox; orf nodule; parapoxvirus; viruses
36423828,Radiology Readiness for Monkeypox: Experience From an Epicenter of the Public Health Emergency.,"Mark C Liszewski, Andrew Chiang, Inessa Gendlina, Ruchika Jain, Nancy Turner, Judy Yee",Journal of the American College of Radiology : JACR. 2022. doi: 10.1016/j.jacr.2022.11.004..,Liszewski,Journal of the American College of Radiology : JACR,2024,2022/11/21,,,10.1016/j.jacr.2022.11.004,,"[MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Public Health; [MeSH] Radiography; [MeSH] Radiology"
37796188,18 F-FDG PET/CT Findings in Monkeypox Infection in an HIV Patient.,"Begoña Manzarbeitia-Arroba, Sebastian Ruiz-Solis, Diana Vega-Perez, Pilar Garcia-Alonso, Maria Jose Tabuenca",Clinical nuclear medicine. 2023. doi: 10.1097/RLU.0000000000004872..,Manzarbeitia-Arroba,Clinical nuclear medicine,2023,2023/09/29,,,10.1097/RLU.0000000000004872,A 29-year-old man diagnosed with monkeypox infection underwent an 18 F-FDG PET/CT for the study of organic involvement in the context of a nonsatisfactory clinical evolution. He had a history of HIV (with undetectable viral load). FDG PET/CT showed multiple hypermetabolic lymphadenopathies and bilateral pulmonary nodules with mild 18 F-FDG uptake.,"[MeSH] Male; [MeSH] Humans; [MeSH] Adult; [MeSH] Fluorodeoxyglucose F18; [MeSH] Positron Emission Tomography Computed Tomography; [MeSH] Radiopharmaceuticals; [MeSH] Mpox, Monkeypox; [MeSH] HIV Infections"
36669191,"Clinical, histopathological and ultrastructural features of human monkeypox infection in the 2022 outbreak: report of a case with immunohistochemistry for vaccinia virus.","L Prieto-Pérez, A M Vicente Montaña, C Santonja, J Fortes, D García-Fresnadillo, M Jo-Velasco, L Requena, A Cabello, R Fernández-Roblas, B Álvarez, I Carrillo, M Górgolas",Clinical and experimental dermatology. 2023. doi: 10.1093/ced/llac020..,Prieto-Pérez,Clinical and experimental dermatology,2023,2023/01/20,,,10.1093/ced/llac020,,"[MeSH] Humans; [MeSH] Vaccinia virus; [MeSH] Mpox, Monkeypox; [MeSH] Immunohistochemistry; [MeSH] Disease Outbreaks"
39977402,Xmas-NT: A Novel Two-Color Fluorescence Micro Neutralization Test for the Detection of Neutralizing Antibodies Against Monkeypox Virus.,"Clemens Bodenstein, Daniel Bourquain, Andreas Nitsche, Marica Grossegesse",Journal of medical virology. 2025. doi: 10.1002/jmv.70246..,Bodenstein,Journal of medical virology,2025,2025/02/01,,,10.1002/jmv.70246,"Since the global outbreak of Mpox in 2022, interest in seroepidemiological and vaccine studies has grown rapidly. One aspect of interest in these studies is the detection of neutralizing antibodies to the causative agent, monkeypox virus (MPXV). Determination of neutralizing antibodies using a (micro)-neutralization test (NT) is the gold standard method, which is time consuming and labor intensive. Here, we present the comparison of different methods to facilitate MPXV NT analysis resulting in the establishment of an optimized MPXV NT protocol. The optimized protocol is based on a recombinant eGFP-expressing MPXV and a recombinant mCherry-expressing VeroE6 cell line. Using the so-called Xmas-NT, the incubation time can be reduced by 60%. In addition, compared to the conventional NT, the documentation time of the Xmas-NT is significantly reduced by 80%, making it suitable for serological high throughput screening studies.",micro neutralization assay; monkeypox virus; neutralizing antibodies
26664524,Pox-like lesions and haemorrhagic fever in two concurrent cases in the Central African Republic: case investigation and management in difficult circumstances.,"Guenter Froeschl, Pitchou Kasongo Kayembe",The Pan African medical journal. 2015. doi: 10.11604/pamj.2015.22.23.6620..,Froeschl,The Pan African medical journal,2015,2015/09/10,,,10.11604/pamj.2015.22.23.6620,"Cases of monkeypox in humans are frequently reported from the Democratic Republic of Congo. The few reports from the Central African Republic have been limited to cases in the far South closely bordering the Congos. Team members of an international medical organisation have suspected clinically two human cases of MPX, associated with clinical signs of coagulopathy and haemorrhage in the North of the country. Key findings were history of a squirrel, fever and vesicular dermal eruptions. Subsequently patients developed profuse epistaxis and hematemesis, associated with clinical signs of shock. Both patients were isolated and treated symptomatically. Samples were sent to a regional reference laboratory, who initially issued a confirmation of the suspected diagnosis of MPX in both cases. The result was later revised, and additional analyses of samples could not confirm the diagnosis.",Central African Republic; Pox-like lesions; fever; haemorrhage; monkeypox
14103224,PROTECTION OF RHESUS MONKEYS AGAINST MONKEYPOX BY VACCINIA VIRUS IMMUNIZATION.,"S MCCONNELL, Y F HERMAN, D E MATTSON, D L HUXSOLL, C M LANG, R H YAGER",American journal of veterinary research. 1964.,MCCONNELL,American journal of veterinary research,1964,1964/01/01,,,,,ANTIBODIES; EXPERIMENTAL LAB STUDY; HEMAGGLUTINATION INHIBITION TESTS; MONKEY DISEASES; NEUTRALIZATION TESTS; POXVIRUS; VACCINES; VACCINIA VIRUS; VIRUS DISEASES
36520947,Structure of monkeypox virus DNA polymerase holoenzyme.,"Qi Peng, Yufeng Xie, Lu Kuai, Han Wang, Jianxun Qi, George F Gao, Yi Shi","Science (New York, N.Y.). 2022. doi: 10.1126/science.ade6360..",Peng,"Science (New York, N.Y.)",2023,2022/12/15,,,10.1126/science.ade6360,"The World Health Organization declared mpox (or monkeypox) a public health emergency of international concern in July 2022, and prophylactic and therapeutic measures are in urgent need. The monkeypox virus (MPXV) has its own DNA polymerase F8, together with the processive cofactors A22 and E4, constituting the polymerase holoenzyme for genome replication. Here, we determined the holoenzyme structure in complex with DNA using cryo-electron microscopy at the global resolution of ~2.8 angstroms. The holoenzyme possesses an architecture that suggests a ""forward sliding clamp"" processivity mechanism for viral DNA replication. MPXV polymerase has a DNA binding mode similar to that of other B-family DNA polymerases from different species. These findings reveal the mechanism of the MPXV genome replication and may guide the development of anti-poxvirus drugs.","[MeSH] Humans; [MeSH] Cryoelectron Microscopy; [MeSH] DNA Replication; [MeSH] DNA, Viral; [MeSH] DNA-Directed DNA Polymerase; [MeSH] Holoenzymes; [MeSH] Mpox, Monkeypox; [MeSH] Monkeypox virus; [MeSH] Virus Replication"
38157416,Atypical Mpox in a Nigerian Tertiary Health Facility.,"Nneka M Chika-Igwenyi, Uche S Unigwe, Nnennaya A Ajayi, Ogah E Onwe, Richard L Ewa, Chiedozie K Ojide, Alfred F Una, Chikaodiri Igwenyi, Kyrian S Chukwu, Gabriel M Okorie, Ugochukwu U Nnadozie, Ngozi A Ifebunandu, Collins N Ugwu, Sampson Emeka, Desi Ibemesi, Thomas O Nnaji, Nsikan O Primus, Ehiakhamen Odianosen",The Journal of infectious diseases. 2024. doi: 10.1093/infdis/jiad607..,Chika-Igwenyi,The Journal of infectious diseases,2024,2024/03/26,,,10.1093/infdis/jiad607,"BACKGROUND: We describe diverse clinical characteristics and course of confirmed mpox cases managed in a Nigerian tertiary health facility. METHODS: Clinical and epidemiologic data were analyzed, highlighting the unusual presentations of polymerase chain reaction (PCR)-confirmed mpox cases observed during the 2022 outbreak. RESULTS: Out of 17 suspected cases, 13 (76.4%) were PCR confirmed for mpox. The mean ± SD age for the participants was 28.62 ± 10.29 years (range, 2-55), of which 9 (64.3%) were male. Of the 13 PCR-confirmed cases, 5 (38.5%) had varicella zoster virus coinfection, 2 (15.4%) had HIV coinfection, and 1 (7.7%) had diabetes mellitus comorbidity. All patients experienced rash, with 6 (46.2%) having significant genital lesions and 1 (7.7%) having a severe perianal lesion. A lack of prodromal symptoms was reported in 3 (23.1%), and a prolonged prodrome (>1 week) occurred in 5 (38.5%). Skin lesions were polymorphic in 6 (46.2%), and solitary skin lesions occurred in 3 (23.1%), which persisted for >120 days in 7.7%. CONCLUSIONS: Clinical recognition, diagnosis, and prevention remain a concern in resource-limited settings. Our findings highlight the need to further evaluate unusual skin lesions and to include mpox screening for genital skin lesions that are presumed to be sexually transmitted infections. Revision of clinical case definition and enhanced surveillance are key to early recognition and prevention of spread.",Diabetes Mellitus; Heterosexxuals; PCR confirmed; atypical presentation; mpox
38164967,"Clinical Manifestations of an Outbreak of Monkeypox Virus in Captive Chimpanzees in Cameroon, 2016.","Stephanie C Brien, Matthew LeBreton, Jeffrey B Doty, Matthew R Mauldin, Clint N Morgan, Emily G Pieracci, Jana M Ritter, Audrey Matheny, Bibila G Tafon, Ubald Tamoufe, Alain D Missoup, Julius Nwobegahay, Jean Michel Takuo, Felix Nkom, Moctar M M Mouiche, Jean Marc K Feussom, Kimberly Wilkins, Abel Wade, Andrea M McCollum",The Journal of infectious diseases. 2024. doi: 10.1093/infdis/jiad601..,Brien,The Journal of infectious diseases,2024,2024/03/26,,,10.1093/infdis/jiad601,"Monkeypox virus (MPXV) is a reemerging virus of global concern. An outbreak of clade I MPXV affected 20 captive chimpanzees in Cameroon in 2016. We describe the epidemiology, virology, phylogenetics, and clinical progression of this outbreak. Clinical signs included exanthema, facial swelling, perilaryngeal swelling, and eschar. Mpox can be lethal in captive chimpanzees, with death likely resulting from respiratory complications. We advise avoiding anesthesia in animals with respiratory signs to reduce the likelihood of death. This outbreak presented a risk to animal care staff. There is a need for increased awareness and a One Health approach to preparation for outbreaks in wildlife rescue centers in primate range states where MPXV occurs. Control measures should include quarantining affected animals, limiting human contacts, surveillance of humans and animals, use of personal protective equipment, and regular decontamination of enclosures.",One Health; epidemiology; mpox; outbreak; zoonosis
