PMID,is_ground_truth,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Abstract,Keywords,pub_types,mesh_terms,screening_stage,screening_mode,prompt_tokens,completion_tokens,total_tokens,wall_time_ms,llm_suggest,overall_score,overall_justification,disease_score,disease_justification,population_score,population_justification,location_score,location_justification,evidence_score,evidence_justification,parameter_score,parameter_justification,confidence,fulltext_status,fulltext_path,fulltext_eligible
33262634,,Immunological Evaluation on Potential Treatment Window for Hospitalized COVID-19 Patients.,"Yuan J, Kou S, Liang Y, Lan J, Li X, Zeng L, Zou R, Liu Y, Liu L, Pan Y.",J Inflamm Res. 2020 Nov 24;13:985-993. doi: 10.2147/JIR.S280331. eCollection 2020.,Yuan,Journal of inflammation research,2020,2020/12/02,PMC7700085,,10.2147/JIR.S280331,"PURPOSE: Novel coronavirus disease has become such an escalating epidemic that the exponential growth of infected patients has overloaded the health-care systems in many countries. Determination of early assessments for patients with a risk of clinical deterioration would benefit the management of COVID-19 outbreaks. PATIENTS AND METHODS: A total of 214 confirmed COVID-19 patients were enrolled from January 11th to February 11th 2020. Medical records including laboratory parameters, clinical outcomes and other characteristics of the admitted patients were analyzed retrospectively. RESULTS: The critical patients experienced a significantly prolonged onset-admission interval and presented with lymphopenia (r=-0.547, p=0.015) and lower albumin level (p<0.001) 6 days after symptom onset. Early admission of critical patients significantly reduced the duration of hormone therapy. Starting from 9 days of hospital stay, the reduced lymphocyte counts exhibited linear growth. Furthermore, on days 9 and 12, significant correlations were demonstrated between immunological manifestations and duration of hormone therapy in critical patients, and length of hospital stay in severe patients. In addition, the virus negative conversion rate was more significantly correlated with increased lymphocytes in critical patients. CONCLUSION: Early intervention, within 6 days of symptom onset, benefited patients' recovery from critical illness. The 9-12 days of hospital care represented a valuable window during which to evaluate the therapeutic effects on physical recovery and virus clearance.",COVID-19; critical illness; length of hospital stay; potential window,Journal Article,,title_abstract,strict,2122,283,2405,2266.0,unlikely_candidate,3,"The study is highly relevant to COVID-19 and presents original data from human patients, but it does not address the basic reproduction number or transmission dynamics. Its focus is on clinical outcomes and immunological parameters, not R0.",4,"The study explicitly focuses on COVID-19, as stated in the title, keywords, and abstract.",4,"The study involves 214 confirmed COVID-19 patients, indicating a human population.",3,"The study is based on real-world hospitalized patients, but the specific geographic location is not detailed in the abstract.",4,"The abstract describes retrospective analysis of medical records from 214 patients, indicating original empirical data.",0,There is no mention of the basic reproduction number (R0) or related transmission parameters in the title or abstract.,1.0,,,
32292624,,Quantitative computed tomography analysis for stratifying the severity of Coronavirus Disease 2019.,"Shen C, Yu N, Cai S, Zhou J, Sheng J, Liu K, Zhou H, Guo Y, Niu G.",J Pharm Anal. 2020 Apr;10(2):123-129. doi: 10.1016/j.jpha.2020.03.004. Epub 2020 Mar 6.,Shen,Journal of pharmaceutical analysis,2020,2020/04/16,PMC7102584,,10.1016/j.jpha.2020.03.004,"To examine the feasibility of using a computer tool for stratifying the severity of Coronavirus Disease 2019 (COVID-19) based on computed tomography (CT) images. We retrospectively examined 44 confirmed COVID-19 cases. All cases were evaluated separately by radiologists (visually) and through an in-house computer software. The degree of lesions was visually scored by the radiologist, as follows, for each of the 5 lung lobes: 0, no lesion present; 1, <1/3 involvement; 2, >1/3 and < 2/3 involvement; and 3, >2/3 involvement. Lesion density was assessed based on the proportion of ground-glass opacity (GGO), consolidation and fibrosis of the lesions. The parameters obtained using the computer tool included lung volume (mL), lesion volume (mL), lesion percentage (%), and mean lesion density (HU) of the whole lung, right lung, left lung, and each lobe. The scores obtained by the radiologists and quantitative results generated by the computer software were tested for correlation. A Chi-square test was used to test the consistency of radiologist- and computer-derived lesion percentage in the right/left lung, upper/lower lobe, and each of the 5 lobes. The results showed a strong to moderate correlation between lesion percentage scores obtained by radiologists and the computer software (r ranged from 0.7679 to 0.8373, P < 0.05), and a moderate correlation between the proportion of GGO and mean lesion density (r = -0.5894, P < 0.05), and proportion of consolidation and mean lesion density (r = 0.6282, P < 0.05). Computer-aided quantification showed a statistical significant higher lesion percentage for lower lobes than that assessed by the radiologists (χ2 = 8.160, P = 0.004). Our experiments demonstrated that the computer tool could reliably and accurately assess the severity and distribution of pneumonia on CT scans.",Coronavirus disease 2019 (COVID-19); Quantitative computed tomography (QCT); Severity stratification,Journal Article,,title_abstract,strict,2264,290,2554,4044.6,unlikely_candidate,3,"The study is highly relevant to COVID-19 and presents original empirical data from human subjects, but it does not address the basic reproduction number or transmission dynamics. Its focus is on imaging-based severity stratification, not epidemiological parameters.",4,"The study explicitly investigates COVID-19, as stated in the title, keywords, and abstract.",4,"The study involves 44 confirmed COVID-19 human cases, indicating direct relevance to human populations.",2,"The study is retrospective and hospital-based, but no explicit real-world geographic context is provided.",4,"The abstract describes original data collection and analysis from 44 human COVID-19 cases, with specific methods and results.",0,There is no mention of the basic reproduction number (R0) or related transmission parameters; the focus is on CT severity assessment.,1.0,,,
33520883,,Social Support and Loneliness Among Chinese Caregivers of Children With Chronic Kidney Disease During the COVID-19 Pandemic: A Propensity Score Matching Analysis.,"Shi L, Zhang H, Yang H, Wu D, Li X, Zhang Y, Chen X, Wang M.",Front Pediatr. 2021 Jan 15;8:570535. doi: 10.3389/fped.2020.570535. eCollection 2020.,Shi,Frontiers in pediatrics,2020,2021/02/01,PMC7845159,,10.3389/fped.2020.570535,"To evaluate social support and loneliness as well as their association among caregivers of children with chronic kidney disease (CKD) from China during the coronavirus disease 2019 (COVID-19) pandemic. We collected data for caregivers of children with CKD and caregivers of healthy children and matched the two groups using propensity score matching (PSM). We compared the differences in social support and loneliness between the two groups after matching and analyzed the relationship between social support and loneliness in the observation group. Before PSM, we analyzed the data for 247 caregivers of children with CKD and 315 caregivers of healthy children from 13 provinces. After PSM, the two groups each included 202 caregivers. The social support score of caregivers of children with CKD was lower than that of caregivers of healthy children (P < 0.002), while the loneliness score was higher for caregivers of children with CKD than for caregivers of healthy children (P < 0.008). The social support score was negatively correlated with the loneliness score (r = -0.598, P < 0.001). Caregivers of children with CKD experienced less social support and greater loneliness than caregivers of healthy children during the COVID-19 pandemic. Therefore, greater attention should be paid to providing social support for caregivers of CKD children and to improving the ability of these caregivers to cope with loneliness.",COVID-19; caregivers; chronic kidney disease; loneliness; propensity score matching; social support,Journal Article,,title_abstract,strict,2127,300,2427,3873.7,unlikely_candidate,2,"While the study is set during the COVID-19 pandemic and involves original data from a human population in a real-world setting, it does not address the basic reproduction number or related epidemiological parameters. Its focus is on social support and loneliness among caregivers, not on transmission dynamics.",3,"COVID-19 is explicitly mentioned as the context, but the study focuses on caregivers of CKD children during the pandemic, not on COVID-19 itself.",4,"The study concerns human caregivers of children with CKD, with data collected from this population.",4,"The study is conducted in China, with participants from 13 provinces, indicating a real-world geographic context.",4,The abstract describes original data collection and analysis from human subjects using propensity score matching.,0,"There is no mention of the basic reproduction number, R0, or any related epidemiological parameter.",1.0,,,
34192150,,Acceptability of immediate sequential bilateral cataract surgery (ISBCS) in a public health care setting before and after COVID-19: a prospective patient questionnaire survey.,"Shah V, Naderi K, Maubon L, Jameel A, Patel DS, Gormley J, Heemraz S, Azan E, Verma S, Low S, O'Brart D.",BMJ Open Ophthalmol. 2020 Sep 9;5(1):e000554. doi: 10.1136/bmjophth-2020-000554. eCollection 2020.,Shah,BMJ open ophthalmology,2020,2021/06/30,PMC7482101,,10.1136/bmjophth-2020-000554,"OBJECTIVE: To ascertain patient acceptance of immediate sequential bilateral cataract surgery (ISBCS) in the National Health Service (NHS). METHODS: A survey was devised using a 5-point Likert scale for questions related to ISBCS, which patients undertook during their cataract outpatient appointment pre-COVID-19 lockdown and by telephone during the lockdown. RESULTS: Questionnaires were completed for 267 patients. Most respondents were aged over 71 (51%) and were female individuals (60%). Forty-five per cent agreed/strongly agreed with opting for ISBCS. A positive correlation was identified between opting for ISBCS and convenience to the patient (r=0.76, p<0.01) and family/carer/partner (r=0.71, p<0.01) and wanting to limit numbers of hospital visits (r=0.57, p<0.01). Fifty per cent agreed/strongly agreed that they were worried about the risk of simultaneous bilateral ocular complications, with this correlating with being less likely to opt for ISBCS (r=-0.49, p<0.01) and being scared of ISBCS (r=0.67, p<0.01). During COVID-19 lockdown, patients were less likely to want to minimise the time taken off work (p<0.05) and less intolerant of a prolonged hospital visit (p<0.05). Only 23% of respondents agreed/strongly agreed that they had familiarity with ISBCS. CONCLUSIONS: ISBCS was acceptable to 45% of our sampled population, suggesting limited routine implementation in the NHS is possible. Convenience and reduction in hospital visits appeared to contribute to this acceptance. Half of the patients expressed concern regarding bilateral complications and such concerns need addressing. Some attitudes did appear to change during the COVID-19 lockdown period. The familiarity of the concept of ISBCS is low suggesting the need for patient education.",public health; treatment surgery; vision,Journal Article,,title_abstract,strict,2247,311,2558,4537.4,unlikely_candidate,2,"While the study is original research involving human subjects in a real-world setting and mentions COVID-19 as a contextual factor, it does not address the basic reproduction number or related epidemiological parameters. Its primary focus is on patient attitudes toward cataract surgery during the pandemic.",2,"COVID-19 is mentioned as a context for the study (lockdown period), but the primary focus is on cataract surgery, not COVID-19 itself.",4,"The study surveys human patients undergoing cataract surgery in the NHS, directly involving a human population.",4,"The study is conducted in a real-world healthcare setting (NHS) in the UK, with actual patients.",4,"The abstract describes a prospective patient questionnaire survey with data collected from 267 patients, indicating original empirical research.",0,"There is no mention of the basic reproduction number, R0, or any related epidemiological parameter in the title or abstract.",1.0,,,
32834920,,An age and space structured SIR model describing the Covid-19 pandemic.,"Colombo RM, Garavello M, Marcellini F, Rossi E.",J Math Ind. 2020;10(1):22. doi: 10.1186/s13362-020-00090-4. Epub 2020 Aug 8.,Colombo,Journal of mathematics in industry,2020,2020/08/25,PMC7414273,,10.1186/s13362-020-00090-4,"UNLABELLED: We present an epidemic model capable of describing key features of the Covid-19 pandemic. While capturing several qualitative properties of the virus spreading, it allows to compute the basic reproduction number, the number of deaths due to the virus and various other statistics. Numerical integrations are used to illustrate the adherence of the evolutions described by the model to specific well known real features of the present pandemic. In particular, this model is consistent with the well known relevance of quarantine, shows the dramatic role of care houses and accounts for the increase in the death toll when spatial movements are not constrained. ELECTRONIC SUPPLEMENTARY MATERIAL: The online version of this article (10.1186/s13362-020-00090-4) contains supplementary material.",Age and Space Structured SIR Model; Covid-19 Modeling; Differential Equations in Epidemic Modeling,Journal Article,,title_abstract,strict,1990,277,2267,3603.3,unlikely_candidate,3,"The study is highly relevant to Covid-19 and explicitly addresses the basic reproduction number using a structured SIR model. However, it does not present original empirical data, focusing instead on modeling and numerical simulations.",4,The title and abstract explicitly state the study is about Covid-19 and the Covid-19 pandemic.,4,"The model describes the spread of Covid-19 in human populations, referencing deaths, quarantine, and care houses.",3,"The model references real-world features and spatial movement, but does not specify a particular geographic location.",1,"This is a modeling study; the abstract does not mention original data collection, only numerical integrations and model features.",4,The abstract explicitly states the model allows computation of the basic reproduction number.,1.0,,,
33119605,,The first wave of COVID-19 in Israel-Initial analysis of publicly available data.,Last M.,PLoS One. 2020 Oct 29;15(10):e0240393. doi: 10.1371/journal.pone.0240393. eCollection 2020.,Last,PloS one,2020,2020/10/29,PMC7595440,,10.1371/journal.pone.0240393,"The first case of COVID-19 was confirmed in Israel on February 21, 2020. Within approximately 30 days, the total number of confirmed cases climbed up to 1, 000, accompanied by a doubling period of less than 3 days. About one week later, after this number exceeded 4, 000 cases, and following some extreme lockdown measures taken by the Israeli government, the daily infection rate started a sharp decrease from the peak value of 1, 131 down to slightly more than 100 new confirmed cases on April 30. Motivated by this encouraging data, similar to the trends observed in many other countries, along with the growing economic pressures, the Israeli government has quickly lifted most of its emergency regulations. Throughout May, the daily number of new cases stayed at a very low level of 20-40 until at the end of May it started a steady increase, exceeding 1, 000 by the end of June and 2, 000 on July 22. As suggested by some experts and popular media, this disturbing trend may be even a part of a ""second wave"". This article attempts to analyze the data available on Israel at the end of July 2020, compared to three European countries (Greece, Italy, and Sweden), in order to understand the local dynamics of COVID-19, assess the effect of the implemented intervention measures, and discuss some plausible scenarios for the foreseeable future.","[MeSH] Basic Reproduction Number; [MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] Coronavirus Infections; [MeSH] Forecasting; [MeSH] Greece; [MeSH] Humans; [MeSH] Israel; [MeSH] Italy; [MeSH] Models, Theoretical; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] Population Density; [MeSH] SARS-CoV-2; [MeSH] Sweden",Journal Article,"[MeSH] Basic Reproduction Number; [MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] Coronavirus Infections; [MeSH] Forecasting; [MeSH] Greece; [MeSH] Humans; [MeSH] Israel; [MeSH] Italy; [MeSH] Models, Theoretical; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] Population Density; [MeSH] SARS-CoV-2; [MeSH] Sweden",title_abstract,strict,2334,322,2656,4186.7,possible_candidate,3,"The study is highly relevant to COVID-19 in human populations and analyzes real-world data from Israel and other countries. While the MeSH terms indicate relevance to the basic reproduction number, the abstract does not explicitly mention R0, and it is unclear if original empirical data is presented or only secondary analysis is performed.",4,"COVID-19 and SARS-CoV-2 are explicitly mentioned in the title, abstract, keywords, and MeSH terms.",4,"The study analyzes COVID-19 case data in Israel and compares it to other countries, focusing on human populations.",4,"The study is set in Israel with comparisons to Greece, Italy, and Sweden, indicating real-world geographic context.",3,The abstract describes analysis of publicly available data but does not specify if the authors collected the data themselves; publication type is Journal Article.,3,"The MeSH term 'Basic Reproduction Number' is present, but the abstract does not explicitly mention R0 or its estimation.",0.9,,,
32203366,,The coronavirus pandemic in five powerful charts.,"Callaway E, Cyranoski D, Mallapaty S, Stoye E, Tollefson J.",Nature. 2020 Mar;579(7800):482-483. doi: 10.1038/d41586-020-00758-2.,Callaway,Nature,2020,2020/03/24,,,10.1038/d41586-020-00758-2,,Diseases; Infection,News,"[MeSH] Air Pollution; [MeSH] Basic Reproduction Number; [MeSH] Betacoronavirus; [MeSH] Biomedical Research; [MeSH] COVID-19; [MeSH] Carbon Dioxide; [MeSH] China; [MeSH] Coronavirus Infections; [MeSH] Humans; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] SARS-CoV-2; [MeSH] Severe Acute Respiratory Syndrome; [MeSH] Time Factors; [MeSH] Travel; [MeSH] World Health Organization",title_only,lenient,1502,251,1753,7642.4,unlikely_candidate,2,"The title and keywords suggest the article is about the COVID-19 pandemic in general, likely in humans and real-world settings, but there is no explicit mention of R0 or original data. Evidence is limited due to the general nature of the title and lack of abstract.",3,"The title refers to 'the coronavirus pandemic' and keywords include 'Diseases; Infection', making it very likely to be about COVID-19, though not explicit.",2,"The title does not specify population, but pandemics typically concern humans; evidence is limited.",2,"No explicit location is given, but pandemics are real-world phenomena; inference is plausible but not confirmed.",1,'Five powerful charts' suggests a summary or review rather than original data; evidence is weak for primary research.,1,There is no mention of R0 or reproduction number in the title or keywords; relevance to the target parameter is weak.,0.5,,,
32183935,,"Retrospective analysis of the possibility of predicting the COVID-19 outbreak from Internet searches and social media data, China, 2020.","Li C, Chen LJ, Chen X, Zhang M, Pang CP, Chen H.",Euro Surveill. 2020 Mar;25(10):2000199. doi: 10.2807/1560-7917.ES.2020.25.10.2000199.,Li,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin,2020,2020/03/19,PMC7078825,,10.2807/1560-7917.ES.2020.25.10.2000199,"The peak of Internet searches and social media data about the coronavirus disease 2019 (COVID-19) outbreak occurred 10-14 days earlier than the peak of daily incidences in China. Internet searches and social media data had high correlation with daily incidences, with the maximum r > 0.89 in all correlations. The lag correlations also showed a maximum correlation at 8-12 days for laboratory-confirmed cases and 6-8 days for suspected cases.",Baidu Index; COVID-19; Google Trends; Internet surveillance; Weibo Index; coronavirus,Journal Article,"[MeSH] COVID-19; [MeSH] China; [MeSH] Coronavirus Infections; [MeSH] Disease Outbreaks; [MeSH] Humans; [MeSH] Incidence; [MeSH] Internet; [MeSH] Laboratories; [MeSH] Pneumonia, Viral; [MeSH] Population Surveillance; [MeSH] Public Health Practice; [MeSH] Search Engine; [MeSH] Social Media; [MeSH] Web Browser",title_abstract,strict,2043,296,2339,3330.1,unlikely_candidate,3,"The study is highly relevant to COVID-19 in humans in China and presents original empirical data. However, it does not address the basic reproduction number (R0), which is the target parameter for this review.",4,"COVID-19 is explicitly mentioned as the focus in the title, keywords, and abstract.",4,"The study analyzes human COVID-19 cases in China, as indicated by references to daily incidences and laboratory-confirmed cases.",4,"The study is set in China and uses real-world surveillance data, as stated in the title and abstract.",4,"The abstract describes analysis of original surveillance data (daily incidences, laboratory-confirmed cases), and the publication type is Journal Article.",1,"There is no mention of the basic reproduction number (R0) or related terms in the title, abstract, or keywords.",1.0,,,
32841294,,Chest CT findings related to mortality of patients with COVID-19: A retrospective case-series study.,"Hu Y, Zhan C, Chen C, Ai T, Xia L.",PLoS One. 2020 Aug 25;15(8):e0237302. doi: 10.1371/journal.pone.0237302. eCollection 2020.,Hu,PloS one,2020,2020/08/26,PMC7447035,,10.1371/journal.pone.0237302,"BACKGROUND: As the current outbreak of COVID-2019 disease has spread to the other more than 150 countries besides China around the world and the death number constantly increased, the clinical data and radiological findings of death cases need to be explored so that more physicians, radiologists and researchers can gain important information to save more lives. METHODS: 73 patients who died from COVID-19 were retrospectively included. The clinical and laboratory data of the patients were extracted from electronic medical records. The clinical data, inflammation-related laboratory results, and CT imaging features were summarized. The laboratory results and dynamic changes of imaging features and severity scores of lung involvement based on chest CT were analyzed. RESULTS: The mean age was 67±12 years. The typical clinical symptoms included fever (88%), cough (62%) and dyspnea (23%). 65% patients had at least one underlying disease. GGO with consolidation was the most common feature for the five lung lobes (47%-53% among the various lobes), with total severity score of 12.97±5.87 for the both lungs. The proportion of GGO with consolidation is markedly increased on follow-up chest CT compared with initial CT scans, as well as the averaging total CT scores (14.53±5.76 vs. 6.60±5.65; P<0.001). The severity score was rated as severe (white lung) in 13% patients on initial CT scans, and in 60% on follow-up CT scans. Moderate positive correlations were found between CT scores and leucocytes, neutrophils and IL-2R (r = 0.447-0581, P<0.001). CONCLUSION: Chest CT findings and laboratory test results were worsening in patients who died of COVID-19, with moderate positive correlations between CT severity scores and inflammation-related factors of leucocytes, neutrophils, and IL-2R. Chest CT imaging may play an more important role in monitoring disease progression and predicting prognosis.","[MeSH] Adult; [MeSH] Aged; [MeSH] Aged, 80 and over; [MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] China; [MeSH] Coronavirus Infections; [MeSH] Female; [MeSH] Humans; [MeSH] Lung; [MeSH] Male; [MeSH] Middle Aged; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] Radiography, Thoracic; [MeSH] Retrospective Studies; [MeSH] SARS-CoV-2; [MeSH] Tomography, X-Ray Computed",Journal Article,"[MeSH] Adult; [MeSH] Aged; [MeSH] Aged, 80 and over; [MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] China; [MeSH] Coronavirus Infections; [MeSH] Female; [MeSH] Humans; [MeSH] Lung; [MeSH] Male; [MeSH] Middle Aged; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] Radiography, Thoracic; [MeSH] Retrospective Studies; [MeSH] SARS-CoV-2; [MeSH] Tomography, X-Ray Computed",title_abstract,strict,2519,306,2825,3312.8,unlikely_candidate,3,"The study is highly relevant to COVID-19 and presents original empirical data from human patients, but it does not address the basic reproduction number or transmission dynamics. Its focus is on clinical and radiological findings related to mortality.",4,"COVID-19 and SARS-CoV-2 are explicitly mentioned in the title, abstract, and MeSH terms as the focus of the study.",4,"The study involves 73 human patients who died from COVID-19, as stated in the abstract and MeSH terms.",3,"The study is based on real-world clinical data from China, as indicated by MeSH terms and context, but specific geographic details are limited.",4,Described as a retrospective case-series with original clinical and laboratory data collected from patient records.,0,"There is no mention of the basic reproduction number, R0, or any related transmission parameter in the title or abstract.",1.0,,,
34976562,,Modeling the COVID-19 Pandemic Using an SEIHR Model With Human Migration.,"Niu R, Wong EWM, Chan YC, Van Wyk MA, Chen G.",IEEE Access. 2020 Oct 20;8:195503-195514. doi: 10.1109/ACCESS.2020.3032584. eCollection 2020.,Niu,"IEEE access : practical innovations, open solutions",2020,2022/01/03,PMC8675552,,10.1109/ACCESS.2020.3032584,"The 2019 novel coronavirus disease (COVID-19) outbreak has become a worldwide problem. Due to globalization and the proliferation of international travel, many countries are now facing local epidemics. The existence of asymptomatic and pre-symptomatic transmissions makes it more difficult to control disease transmission by isolating infectious individuals. To accurately describe and represent the spread of COVID-19, we suggest a susceptible-exposed-infected-hospitalized-removed (SEIHR) model with human migrations, where the ""exposed"" (asymptomatic) individuals are contagious. From this model, we derive the basic reproduction number of the disease and its relationship with the model parameters. We find that, for highly contagious diseases like COVID-19, when the adjacent region's epidemic is not severe, a large migration rate can reduce the speed of local epidemic spreading at the price of infecting the neighboring regions. In addition, since ""infected"" (symptomatic) patients are isolated almost immediately, the transmission rate of the epidemic is more sensitive to that of the ""exposed"" (asymptomatic) individuals. Furthermore, we investigate the impact of various interventions, e.g. isolation and border control, on the speed of disease propagation and the resultant demand on medical facilities, and find that a strict intervention measure can be more effective than closing the borders. Finally, we use some real historical data of COVID-19 caseloads from different regions, including Hong Kong, to validate the modified SEIHR model, and make an accurate prediction for the third wave of the outbreak in Hong Kong.",COVID-19; disease control; disease transmission model; human migration; modified SEIHR model,Journal Article,,title_abstract,strict,2155,281,2436,5340.2,strong_candidate,4,"This study directly models COVID-19 transmission, explicitly derives the basic reproduction number, and uses real-world data from human populations. While the abstract does not clarify if the data are newly collected or secondary, the focus and parameter relevance are high.",4,COVID-19 is explicitly mentioned as the focus in both the title and abstract.,4,"The study concerns human populations, referencing real-world COVID-19 caseloads and interventions.",4,"The study uses real data from different regions, including Hong Kong, indicating real-world geographic context.",3,"The abstract states use of real historical data to validate the model, but does not explicitly describe original data collection; likely secondary analysis.",4,The abstract explicitly states derivation of the basic reproduction number from the model.,0.95,,,
32685698,,Estimating the overdispersion in COVID-19 transmission using outbreak sizes outside China.,"Endo A; Centre for the Mathematical Modelling of Infectious Diseases COVID-19 Working Group; Abbott S, Kucharski AJ, Funk S.",Wellcome Open Res. 2020 Jul 10;5:67. doi: 10.12688/wellcomeopenres.15842.3. eCollection 2020.,Endo,Wellcome open research,2020,2020/07/24,PMC7338915,,10.12688/wellcomeopenres.15842.3,"Background: A novel coronavirus disease (COVID-19) outbreak has now spread to a number of countries worldwide. While sustained transmission chains of human-to-human transmission suggest high basic reproduction number R 0, variation in the number of secondary transmissions (often characterised by so-called superspreading events) may be large as some countries have observed fewer local transmissions than others. Methods: We quantified individual-level variation in COVID-19 transmission by applying a mathematical model to observed outbreak sizes in affected countries. We extracted the number of imported and local cases in the affected countries from the World Health Organization situation report and applied a branching process model where the number of secondary transmissions was assumed to follow a negative-binomial distribution. Results: Our model suggested a high degree of individual-level variation in the transmission of COVID-19. Within the current consensus range of R 0 (2-3), the overdispersion parameter k of a negative-binomial distribution was estimated to be around 0.1 (median estimate 0.1; 95% CrI: 0.05-0.2 for R0 = 2.5), suggesting that 80% of secondary transmissions may have been caused by a small fraction of infectious individuals (~10%). A joint estimation yielded likely ranges for R 0 and k (95% CrIs: R 0 1.4-12; k 0.04-0.2); however, the upper bound of R 0 was not well informed by the model and data, which did not notably differ from that of the prior distribution. Conclusions: Our finding of a highly-overdispersed offspring distribution highlights a potential benefit to focusing intervention efforts on superspreading. As most infected individuals do not contribute to the expansion of an epidemic, the effective reproduction number could be drastically reduced by preventing relatively rare superspreading events.",COVID-19; SARS-CoV-2; branching process; novel coronavirus; overdispersion; superspreading,Journal Article,,title_abstract,strict,2217,282,2499,4317.1,strong_candidate,4,"This study directly estimates R0 for COVID-19 using original outbreak data from multiple countries, with explicit focus on human transmission and real-world settings. All key dimensions are strongly supported by the title and abstract.",4,"COVID-19 is explicitly mentioned in the title, abstract, and keywords as the focus of the study.",4,"The study analyzes human-to-human transmission and outbreak sizes in affected countries, indicating a focus on human populations.",4,"The study uses real-world outbreak data from multiple countries outside China, reflecting real geographic contexts.",4,"The abstract describes extracting case data from WHO reports and applying a mathematical model, indicating original analysis of empirical outbreak data.",4,The study explicitly estimates the basic reproduction number (R0) and discusses its range and implications.,1.0,,,
36753100,,[SIR model of the COVID-19 pandemic in Colombia].,"Manrique-Abril FG, Agudelo-Calderon CA, González-Chordá VM, Gutiérrez-Lesmes O, Téllez-Piñerez CF, Herrera-Amaya G.",Rev Salud Publica (Bogota). 2020 Mar 1;22(2):123-131. doi: 10.15446/rsap.V22n2.85977.,Manrique-Abril,"Revista de salud publica (Bogota, Colombia)",2020,2023/02/08,,,10.15446/rsap.V22n2.85977,"OBJECTIVE: To develop a prognostic SIR model of the COVID-19 pandemic in Colombia. MATERIALS AND METHODS: A SIR model with a deterministic approach was used to forecast the development of the COVID-19 pandemic in Colombia. The states considered were susceptible (S), infectious (i) and recovered or deceased (R). Population data were obtained from the National Administrative Department of Statistics (DANE) - Population Projections 2018-2020, released in January 2020-, and data on daily confirmed cases of COVID-19 from the National Institute of Health. Different models were proposed varying the basic reproduction number (R0). RESULTS: Based on the cases reported by the Ministry of Health, 4 simulated environments were created in an epidemiological SIR model. The time series was extended until May 30, the probable date when 99% of the population will be infected. R0=2 is the basic reproduction number and the closest approximation to the behavior of the pandemic during the first 15 days since the first case report; the worst scenario would occur in the first week of April with R0=3. CONCLUSIONS: Further mitigation and suppression measures are necessary in the containment and sustained transmission phases, such as increased diagnostic capacity through testing and disinfection of populated areas and homes in isolation.","[MeSH] Humans; [MeSH] COVID-19; [MeSH] Pandemics; [MeSH] SARS-CoV-2; [MeSH] Epidemiological Models; [MeSH] Colombia; [MeSH] Models, Statistical",Case Reports; English Abstract; Journal Article,"[MeSH] Humans; [MeSH] COVID-19; [MeSH] Pandemics; [MeSH] SARS-CoV-2; [MeSH] Epidemiological Models; [MeSH] Colombia; [MeSH] Models, Statistical",title_abstract,strict,2191,300,2491,4005.4,strong_candidate,4,"This study is highly relevant as it explicitly models and reports R0 for COVID-19 in Colombia using real-world case and population data. While the primary method is modeling, it is grounded in original national data, and R0 is a central parameter.",4,"The study explicitly investigates COVID-19 in Colombia, as stated in the title, abstract, and MeSH terms.",4,"The study uses population data from Colombia and models the pandemic in humans, as indicated by MeSH terms and abstract.",4,"The study is set in Colombia, using real-world data from national sources.",3,"The study analyzes original case data from the Ministry of Health and population projections, but the main work is modeling rather than direct empirical data collection.",4,"The basic reproduction number (R0) is explicitly modeled, discussed, and central to the study's results.",1.0,,,
